number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,state,fold_0,fold_1,fold_2,fold_3,fold_4,mse,rmse,mae,mdae,r2,mse_std,rmse_std,mae_std,mdae_std,r2_std
28,39.139183950323776,2024-07-10 18:47:56.283043,2024-07-10 18:47:58.096419,0 days 00:00:01.813376,0.7203801020695316,0.02963355776566648,6,4,3.8177558868476265,169,25,5.627654174578758,6.624138713714641,COMPLETE,"{'mse': 1578.6669407841193, 'rmse': 39.732441918212366, 'mae': 29.998174415601056, 'mdae': 22.859364827051127, 'r2': 0.4715702865200847}","{'mse': 1500.318019078183, 'rmse': 38.73393885313218, 'mae': 29.8981039172218, 'mdae': 23.854501872690673, 'r2': 0.45318206748685175}","{'mse': 1546.2592916644642, 'rmse': 39.32250362914935, 'mae': 30.300838710326467, 'mdae': 23.910423843144017, 'r2': 0.44321543806748465}","{'mse': 1528.2842688237247, 'rmse': 39.093276516860605, 'mae': 30.028985532907154, 'mdae': 23.97606244401556, 'r2': 0.4447644020144803}","{'mse': 1506.507874844437, 'rmse': 38.81375883426439, 'mae': 29.570403757326343, 'mdae': 22.64190039826677, 'r2': 0.47608811940270357}",1532.0072790389859,39.139183950323776,29.95930126667656,23.44845067703363,0.457764062698321,31.814043731700952,0.4055224126097341,0.2636291108932234,0.6430817302619611,0.015231802314433789
29,39.2500597132428,2024-07-10 18:47:58.096419,2024-07-10 18:48:00.271548,0 days 00:00:02.175129,0.9959107194610641,0.03697011251983842,9,8,3.5505881733550324,177,31,2.0481579920216735,6.482399542523955,COMPLETE,"{'mse': 1575.270460540481, 'rmse': 39.68967700221911, 'mae': 29.8708390171951, 'mdae': 23.153738013422707, 'r2': 0.47270719579183684}","{'mse': 1534.4859437954, 'rmse': 39.17251515789355, 'mae': 30.034370714683032, 'mdae': 23.870117019053232, 'r2': 0.44072895173769}","{'mse': 1546.955795436378, 'rmse': 39.33135893198172, 'mae': 30.192067725581413, 'mdae': 23.497792057250173, 'r2': 0.44296463760366855}","{'mse': 1532.850654132612, 'rmse': 39.151636672463795, 'mae': 30.004355341251173, 'mdae': 23.208279566129676, 'r2': 0.4431054045823052}","{'mse': 1513.6076464891125, 'rmse': 38.90511080165577, 'mae': 29.42668330694886, 'mdae': 22.56009109200005, 'r2': 0.4736190618051406}",1540.6341000787966,39.2500597132428,29.905663221131913,23.258003549571168,0.4546250503041282,22.74012064800557,0.28920707475786916,0.29110469637634134,0.48285789910875115,0.01695217888361828
30,39.12841566144222,2024-07-10 18:48:00.272548,2024-07-10 18:48:02.487661,0 days 00:00:02.215113,0.8396862459410659,0.026245723108622394,6,6,2.207395031214384,250,29,5.521652186583704,7.666846471685351,COMPLETE,"{'mse': 1592.91934381263, 'rmse': 39.911393659112306, 'mae': 30.09819076106014, 'mdae': 22.969655371859886, 'r2': 0.46679955682771823}","{'mse': 1500.070990423476, 'rmse': 38.73074993365705, 'mae': 29.801994685872312, 'mdae': 23.653562975909566, 'r2': 0.45327210153064823}","{'mse': 1537.1225253371483, 'rmse': 39.20615417682724, 'mae': 30.10617039426276, 'mdae': 23.712592724003215, 'r2': 0.44650544929940306}","{'mse': 1517.115861624741, 'rmse': 38.95017152240464, 'mae': 29.854067163001872, 'mdae': 23.367724076741823, 'r2': 0.44882195686613513}","{'mse': 1508.8259613264938, 'rmse': 38.84360901520987, 'mae': 29.517937840552065, 'mdae': 22.297526392070438, 'r2': 0.4752819682577407}",1531.2109365048977,39.12841566144222,29.87567216894983,23.200212308116985,0.45813620655632903,37.12252990620186,0.4717312930853749,0.24316298711770146,0.583977541324279,0.012396774395059807
31,39.21642706526141,2024-07-10 18:48:02.488740,2024-07-10 18:48:04.635361,0 days 00:00:02.146621,0.8277741812936019,0.026894362854978877,6,6,2.0391472854470925,243,28,5.462293137198762,7.719915229446005,COMPLETE,"{'mse': 1593.9197256585694, 'rmse': 39.923924226691064, 'mae': 30.08910488488834, 'mdae': 22.837751610861055, 'r2': 0.46646469741021646}","{'mse': 1508.4937278971693, 'rmse': 38.83933222774523, 'mae': 29.91579414168768, 'mdae': 23.713929559214414, 'r2': 0.45020228311022037}","{'mse': 1549.3946619839144, 'rmse': 39.362350818820694, 'mae': 30.243810049366573, 'mdae': 23.77528516206301, 'r2': 0.44208643868217967}","{'mse': 1528.7792424415784, 'rmse': 39.09960667886032, 'mae': 29.947401332427013, 'mdae': 23.535701921230903, 'r2': 0.4445845748852594}","{'mse': 1509.8603386799648, 'rmse': 38.85692137418976, 'mae': 29.549583336344064, 'mdae': 22.296355627144127, 'r2': 0.4749222472144238}",1538.0895393322394,39.21642706526141,29.949138748942733,23.2318047761027,0.45565204826045996,35.37052782883301,0.44914859355145664,0.2584478205030255,0.6423612143014696,0.014356780799459777
32,39.89519214897734,2024-07-10 18:48:04.636360,2024-07-10 18:48:06.300949,0 days 00:00:01.664589,0.7655598131215845,0.011583671960967075,7,7,2.1327515072161596,165,24,2.063526928960895,8.941641085325639,COMPLETE,"{'mse': 1649.4973775994554, 'rmse': 40.61400469788045, 'mae': 31.007156277875673, 'mdae': 24.895744488157725, 'r2': 0.4478611009629371}","{'mse': 1558.3123180033135, 'rmse': 39.47546475981395, 'mae': 30.80329962894301, 'mdae': 25.58402248142118, 'r2': 0.43204500039005445}","{'mse': 1588.4747188298477, 'rmse': 39.85567360903398, 'mae': 31.058698513343337, 'mdae': 26.051303871756573, 'r2': 0.42801430184939904}","{'mse': 1595.563385184285, 'rmse': 39.94450381697443, 'mae': 31.149780353302855, 'mdae': 24.57060018210083, 'r2': 0.4203214621986143}","{'mse': 1567.0762451161588, 'rmse': 39.586313861183875, 'mae': 30.792968443021692, 'mdae': 25.272025349440298, 'r2': 0.45502451309593417}",1591.784808946612,39.89519214897734,30.962380643297315,25.27473927457532,0.4366532756993878,35.661238382825914,0.44504542294709576,0.1584360309261125,0.5783953990792756,0.014367619090771137
33,39.21333759925413,2024-07-10 18:48:06.301949,2024-07-10 18:48:08.127388,0 days 00:00:01.825439,0.8057994942914538,0.048393181858580686,6,6,2.456306231773419,220,27,4.532735364285546,6.699217116713517,COMPLETE,"{'mse': 1597.3601416270424, 'rmse': 39.96698814805842, 'mae': 30.09621774777588, 'mdae': 23.015991609344894, 'r2': 0.46531308146292305}","{'mse': 1509.3350017006012, 'rmse': 38.850160896714456, 'mae': 29.889979002868913, 'mdae': 23.32175758654348, 'r2': 0.449895665715761}","{'mse': 1537.9449327553436, 'rmse': 39.21664101826345, 'mae': 30.06903308490322, 'mdae': 23.196685787791466, 'r2': 0.44620931283863075}","{'mse': 1529.6583912809433, 'rmse': 39.11084748865643, 'mae': 29.91554606707614, 'mdae': 23.00342956936313, 'r2': 0.4442651744036208}","{'mse': 1514.9260108102656, 'rmse': 38.922050444577884, 'mae': 29.530284399061276, 'mdae': 22.434643077562868, 'r2': 0.47316057981354853}",1537.8448956348393,39.21333759925413,29.90021206033709,22.99450152612117,0.4557687628468968,35.16810593498697,0.44588389991326777,0.2258899564216639,0.3398374688014463,0.012764973723928177
34,39.17532100056131,2024-07-10 18:48:08.128389,2024-07-10 18:48:10.707293,0 days 00:00:02.578904,0.7227897899939337,0.025596049945049666,7,5,3.9153193704922735,260,30,2.7808812003835914,6.276749323376279,COMPLETE,"{'mse': 1584.3880251648998, 'rmse': 39.80437193531509, 'mae': 29.954793364525603, 'mdae': 22.894377301812515, 'r2': 0.46965525878242353}","{'mse': 1509.281359016087, 'rmse': 38.84947051139934, 'mae': 29.909664228763788, 'mdae': 23.1129234439272, 'r2': 0.44991521675858503}","{'mse': 1550.294746093261, 'rmse': 39.37378247124933, 'mae': 30.321028290045536, 'mdae': 23.94753994251674, 'r2': 0.44176233202088}","{'mse': 1527.449262664055, 'rmse': 39.082595393142135, 'mae': 29.93602254155078, 'mdae': 23.709142065084755, 'r2': 0.4450677651739682}","{'mse': 1502.8325820649225, 'rmse': 38.76638469170065, 'mae': 29.46522874408191, 'mdae': 22.611553532001068, 'r2': 0.4773662604493012}",1534.849195000645,39.17532100056131,29.91734743379352,23.255107257068452,0.45675336663703153,33.264836847611086,0.4234080532197,0.30380072922417883,0.5590425666159002,0.015806603892230712
35,40.954578644706274,2024-07-10 18:48:10.708293,2024-07-10 18:48:12.755969,0 days 00:00:02.047676,0.8726257642479773,0.20424839338296485,6,8,1.7111167475551585,313,24,1.1825112220834697,7.622346409087529,COMPLETE,"{'mse': 1758.495708390216, 'rmse': 41.93442152206485, 'mae': 31.61965771616691, 'mdae': 23.5714846440138, 'r2': 0.41137591512573835}","{'mse': 1672.9351266122715, 'rmse': 40.90152963658293, 'mae': 31.15004066356945, 'mdae': 23.167855368674033, 'r2': 0.39026865269217725}","{'mse': 1656.5513244147642, 'rmse': 40.7007533642163, 'mae': 30.90285584133217, 'mdae': 23.63204623920999, 'r2': 0.4035009467977707}","{'mse': 1664.436574022087, 'rmse': 40.79750695841704, 'mae': 30.8182407393262, 'mdae': 24.65350569831873, 'r2': 0.3952993855014829}","{'mse': 1635.2869810510033, 'rmse': 40.438681742250246, 'mae': 30.39093094101899, 'mdae': 22.74492503770933, 'r2': 0.4313031535615607}",1677.5411428980685,40.954578644706274,30.976345180282742,23.553963397585175,0.40634961073574594,47.3618344736371,0.5740545843355169,0.4519758479338943,0.7104610603466083,0.01609939914204182
36,39.38306949755743,2024-07-10 18:48:12.756969,2024-07-10 18:48:14.274071,0 days 00:00:01.517102,0.7730576753791281,0.09009508406815492,5,4,1.2995966258139582,209,28,5.715005870023427,9.984997480202095,COMPLETE,"{'mse': 1607.1685516045331, 'rmse': 40.08950675182389, 'mae': 30.268362454393277, 'mdae': 22.808806302116206, 'r2': 0.4620298966820189}","{'mse': 1524.325094428385, 'rmse': 39.042606142884274, 'mae': 29.99103392230651, 'mdae': 23.630094150483167, 'r2': 0.4444322563523093}","{'mse': 1569.3589636160245, 'rmse': 39.61513553701444, 'mae': 30.35728681004706, 'mdae': 23.72587679251474, 'r2': 0.4348975959062973}","{'mse': 1536.5698080255727, 'rmse': 39.199104683979364, 'mae': 29.997744896804978, 'mdae': 23.465565079919834, 'r2': 0.44175421182459407}","{'mse': 1518.5825223716051, 'rmse': 38.96899437208516, 'mae': 29.582512117262894, 'mdae': 22.30317242904635, 'r2': 0.4718889702318695}",1551.200988009224,39.38306949755743,30.03938804016294,23.186702950816063,0.4510005861994178,36.95412574046111,0.46747320750225424,0.302612289610872,0.6100205600141437,0.01537786533990449
37,39.59353375866574,2024-07-10 18:48:14.275071,2024-07-10 18:48:16.754175,0 days 00:00:02.479104,0.6293530647787675,0.06060431584873313,8,7,2.337280978129711,372,22,4.691550321834367,5.227912040341583,COMPLETE,"{'mse': 1627.0742931012287, 'rmse': 40.337008975644544, 'mae': 30.38123525110074, 'mdae': 23.870555416974852, 'r2': 0.4553668159498161}","{'mse': 1537.49867264082, 'rmse': 39.21095092752559, 'mae': 29.984667998644895, 'mdae': 23.176190630797308, 'r2': 0.4396309084311866}","{'mse': 1587.6254573991841, 'rmse': 39.845017974637486, 'mae': 30.574192203828265, 'mdae': 23.61191592925055, 'r2': 0.4283201080335153}","{'mse': 1569.2607993523714, 'rmse': 39.6138965434148, 'mae': 30.283581720986174, 'mdae': 23.584071061989004, 'r2': 0.42987736241355823}","{'mse': 1517.9434981055485, 'rmse': 38.960794372106285, 'mae': 29.547381181948445, 'mdae': 22.01770008715495, 'r2': 0.47211120100182924}",1567.8805441198306,39.59353375866574,30.154211671301702,23.252086625233336,0.4450612791659811,42.75638344910782,0.5392455623679692,0.4005147509730758,0.7334277005943188,0.018562121544133888
38,39.95442178755229,2024-07-10 18:48:16.755175,2024-07-10 18:48:18.826912,0 days 00:00:02.071737,0.7038714741996795,0.16287490573032112,7,3,4.305830208839208,286,17,3.7409537946903386,8.883437333823721,COMPLETE,"{'mse': 1680.2750590012322, 'rmse': 40.99115830275149, 'mae': 30.906429493265794, 'mdae': 24.306869795661278, 'r2': 0.43755883837381937}","{'mse': 1567.4437011549628, 'rmse': 39.59095478963551, 'mae': 30.22232690026374, 'mdae': 23.444173931929335, 'r2': 0.4287169032849899}","{'mse': 1587.8572370123225, 'rmse': 39.84792638284108, 'mae': 30.626169404845086, 'mdae': 23.470938583533865, 'r2': 0.42823664770376213}","{'mse': 1563.7570953014827, 'rmse': 39.54436869266574, 'mae': 30.281145513272207, 'mdae': 23.926293950835046, 'r2': 0.43187689383069605}","{'mse': 1583.856986567922, 'rmse': 39.797700769867625, 'mae': 30.15670606980063, 'mdae': 22.73149280555417, 'r2': 0.44918874551807264}",1596.6380158075845,39.95442178755229,30.43855547628949,23.57595381350274,0.43511560574226804,47.87764279968625,0.593922795857502,0.3182282449103765,0.5912877714064516,0.008700220694322521
39,39.310141662581685,2024-07-10 18:48:18.827912,2024-07-10 18:48:20.566123,0 days 00:00:01.738211,0.8415704018572479,0.04442755405964444,4,9,2.9963170330341478,474,25,7.256131679078751,6.8728204018956776,COMPLETE,"{'mse': 1587.0671434097633, 'rmse': 39.838011288338215, 'mae': 30.11650287215408, 'mdae': 22.50857037512474, 'r2': 0.4687584732414476}","{'mse': 1522.1036578310413, 'rmse': 39.01414689354416, 'mae': 30.03082584381938, 'mdae': 23.303964900415615, 'r2': 0.44524189894269484}","{'mse': 1550.456717301787, 'rmse': 39.37583925838009, 'mae': 30.310863539909448, 'mdae': 23.889779768242246, 'r2': 0.4417040086407904}","{'mse': 1554.1667126603843, 'rmse': 39.422921158386835, 'mae': 30.34920242754163, 'mdae': 23.90914547675075, 'r2': 0.4353611421143865}","{'mse': 1513.193639813581, 'rmse': 38.899789714259136, 'mae': 29.596090857885397, 'mdae': 22.421643555890306, 'r2': 0.47376303915805007}",1545.3975742033113,39.310141662581685,30.080697108261983,23.20662081528473,0.4529657124194738,29.23416514182429,0.3713769497942034,0.3015311370272762,0.7199282326485505,0.017163509665135628
40,39.58879988894491,2024-07-10 18:48:20.567123,2024-07-10 18:48:21.848123,0 days 00:00:01.281000,0.8914089581614688,0.025794796202707318,6,6,4.995621114566612,86,31,0.014500117927534362,7.787452092718304,COMPLETE,"{'mse': 1630.642240996152, 'rmse': 40.38121148499822, 'mae': 30.571213415269497, 'mdae': 23.72568111067903, 'r2': 0.454172511036527}","{'mse': 1534.2093843340724, 'rmse': 39.16898497962479, 'mae': 30.270436414318194, 'mdae': 24.221664628179028, 'r2': 0.4408297488160008}","{'mse': 1571.19840718815, 'rmse': 39.63834516207948, 'mae': 30.603349682966492, 'mdae': 24.836977170988455, 'r2': 0.4342352401235211}","{'mse': 1556.639586900619, 'rmse': 39.454272099490304, 'mae': 30.47894209091112, 'mdae': 23.90794706163523, 'r2': 0.43446273084658193}","{'mse': 1544.5831988825255, 'rmse': 39.30118571853177, 'mae': 30.282795129282565, 'mdae': 24.086868238187343, 'r2': 0.4628468247807248}",1567.4545636603038,39.58879988894491,30.441347346549577,24.155827641933815,0.44530941112067113,37.920983403006105,0.47629693125590633,0.15722012432367083,0.4241242180935808,0.012712892359811365
41,39.14175309878604,2024-07-10 18:48:21.849123,2024-07-10 18:48:24.273380,0 days 00:00:02.424257,0.7207800852045906,0.02301227239958302,7,5,3.900763853233676,234,29,2.6310734919210392,6.375204319663105,COMPLETE,"{'mse': 1583.0911340041969, 'rmse': 39.78807778724924, 'mae': 29.99957829425487, 'mdae': 22.788501861739448, 'r2': 0.47008936923774514}","{'mse': 1503.1679553022552, 'rmse': 38.770710018031075, 'mae': 29.87172130283898, 'mdae': 23.85546500265147, 'r2': 0.45214335688414964}","{'mse': 1552.3488243479396, 'rmse': 39.399858176749056, 'mae': 30.34323840862938, 'mdae': 23.98432974949324, 'r2': 0.44102268953829526}","{'mse': 1523.8832620765413, 'rmse': 39.03694739700507, 'mae': 29.920162206187523, 'mdae': 23.678485780585316, 'r2': 0.4463633163413885}","{'mse': 1498.7096951975434, 'rmse': 38.71317211489577, 'mae': 29.42727958066022, 'mdae': 22.262030375046514, 'r2': 0.4788000594013322}",1532.2401741856954,39.14175309878604,29.912395958514196,23.3137625539032,0.45768375828058205,35.45949392543576,0.45185525803116433,0.32797813142259835,0.7513594861379198,0.016095317806819838
42,39.38543238786046,2024-07-10 18:48:24.274380,2024-07-10 18:48:26.716349,0 days 00:00:02.441969,0.7949879161054642,0.05136198097657909,8,5,4.0834343543921925,235,28,3.307147266155087,6.215393503972106,COMPLETE,"{'mse': 1600.2315913529455, 'rmse': 40.00289478716441, 'mae': 30.066840782259714, 'mdae': 23.389457104885167, 'r2': 0.4643519164972607}","{'mse': 1527.1019898131956, 'rmse': 39.07815233366588, 'mae': 30.041084470082474, 'mdae': 23.163838819933872, 'r2': 0.4434201667994154}","{'mse': 1569.6892946173555, 'rmse': 39.61930457008749, 'mae': 30.379657048348616, 'mdae': 23.117961913769815, 'r2': 0.4347786487136368}","{'mse': 1544.0852073738854, 'rmse': 39.29484962910388, 'mae': 30.029761064106953, 'mdae': 23.490435626594476, 'r2': 0.4390238184440013}","{'mse': 1515.697557661221, 'rmse': 38.93196061928067, 'mae': 29.50703770841947, 'mdae': 22.640554098376533, 'r2': 0.4728922622239743}",1551.3611281637207,39.38543238786046,30.004876214643446,23.16044951271197,0.4508933625356577,34.04988596059524,0.4313406209025767,0.3138764696208889,0.32918203092763604,0.016744424409751983
43,39.0703356918928,2024-07-10 18:48:26.717350,2024-07-10 18:48:28.673298,0 days 00:00:01.955948,0.7481183809820103,0.031140134961232274,6,4,3.722127080903186,196,30,4.234180497854279,4.896551837363521,COMPLETE,"{'mse': 1579.7256975026285, 'rmse': 39.74576326481388, 'mae': 29.937658313109704, 'mdae': 22.59754621268289, 'r2': 0.47121588718799456}","{'mse': 1496.722008413572, 'rmse': 38.68749162731505, 'mae': 29.808987100526444, 'mdae': 23.562644449617153, 'r2': 0.45449269836104855}","{'mse': 1538.915167790232, 'rmse': 39.22900926342943, 'mae': 30.144743521598947, 'mdae': 23.51347672169498, 'r2': 0.44585994589106626}","{'mse': 1511.8674469978678, 'rmse': 38.88273970539972, 'mae': 29.777031881881683, 'mdae': 23.464921717461213, 'r2': 0.4507287399779385}","{'mse': 1505.9579933943253, 'rmse': 38.80667459850593, 'mae': 29.48437134311452, 'mdae': 22.461465943695337, 'r2': 0.4762793493520747}",1526.6376628197252,39.0703356918928,29.830558432046256,23.120011009030314,0.4597153241540245,33.57763741059823,0.42797742716846043,0.24153600636350495,0.5422992930702942,0.013291312040172653
44,39.30784200707643,2024-07-10 18:48:28.674297,2024-07-10 18:48:30.768656,0 days 00:00:02.094359,0.7906645621227553,0.05961284516133673,6,2,3.7115143606276737,202,30,4.251030491608814,4.9082505606052775,COMPLETE,"{'mse': 1614.5975879961063, 'rmse': 40.18205554717312, 'mae': 30.265597472734942, 'mdae': 23.29211827819158, 'r2': 0.45954316343233104}","{'mse': 1509.346458284211, 'rmse': 38.850308342202524, 'mae': 29.878850902508432, 'mdae': 23.536351255607574, 'r2': 0.4498914901574571}","{'mse': 1549.1725474361615, 'rmse': 39.3595293091287, 'mae': 30.17246589686809, 'mdae': 23.460354411454002, 'r2': 0.44216641876820806}","{'mse': 1525.952891920393, 'rmse': 39.06344700510175, 'mae': 29.83626698776305, 'mdae': 23.131408794392936, 'r2': 0.44561140638104846}","{'mse': 1527.5488810272125, 'rmse': 39.08386983177603, 'mae': 29.659157519412737, 'mdae': 21.915167807561637, 'r2': 0.4687707775534182}",1545.323673332817,39.30784200707643,29.96246775585745,23.067080109441548,0.4531966512584925,41.2286899541115,0.5210926975293785,0.2504507716328243,0.6626768431089878,0.010873795165066482
45,40.54506691134488,2024-07-10 18:48:30.769656,2024-07-10 18:48:31.983827,0 days 00:00:01.214171,0.7477981336722543,0.2891235986608188,5,4,0.619886383694938,156,19,5.0043716619573715,7.325594740936002,COMPLETE,"{'mse': 1713.0025648723795, 'rmse': 41.38843515853649, 'mae': 31.612904225263552, 'mdae': 24.592878567688885, 'r2': 0.42660390791723257}","{'mse': 1634.0394310027839, 'rmse': 40.42325359249035, 'mae': 30.861062825671436, 'mdae': 22.778410887454744, 'r2': 0.4044448897208497}","{'mse': 1639.245628669556, 'rmse': 40.487598455200526, 'mae': 30.966393975464623, 'mdae': 24.302649971105588, 'r2': 0.4097324658427175}","{'mse': 1630.3688427106022, 'rmse': 40.37782612660818, 'mae': 30.92904859946968, 'mdae': 24.30290430850476, 'r2': 0.4076764134881029}","{'mse': 1603.8600231975422, 'rmse': 40.04822122388886, 'mae': 30.539489624010503, 'mdae': 24.05652912861177, 'r2': 0.44223237395621595}",1644.1032980905725,40.54506691134488,30.981779849975958,24.00667457267315,0.4181380101850237,40.86607325990461,0.5010579371928987,0.39100144850694024,0.7124089018630122,0.015967228306257804
46,39.61252056201477,2024-07-10 18:48:31.984827,2024-07-10 18:48:33.633569,0 days 00:00:01.648742,0.6364321808148258,0.012924082809641265,5,6,4.850750841890307,196,27,9.4827262888068,4.144286867006404,COMPLETE,"{'mse': 1620.3518397428652, 'rmse': 40.253594122051574, 'mae': 30.455810955385495, 'mdae': 23.166099099183135, 'r2': 0.4576170335291351}","{'mse': 1549.1694966878588, 'rmse': 39.359490554221594, 'mae': 30.39602890015577, 'mdae': 24.517416628621973, 'r2': 0.4353772663399934}","{'mse': 1568.721593429252, 'rmse': 39.60709019139442, 'mae': 30.571168086373955, 'mdae': 25.156215428652107, 'r2': 0.4351271032613342}","{'mse': 1556.807562535876, 'rmse': 39.45640078030276, 'mae': 30.423268773382848, 'mdae': 23.88591083382299, 'r2': 0.43440170420763036}","{'mse': 1551.2591356139567, 'rmse': 39.386027162103524, 'mae': 30.20590343407198, 'mdae': 23.85663750088743, 'r2': 0.4605251624607891}",1569.2619256019616,39.61252056201477,30.410436029874006,24.11645589823353,0.4446096539597765,29.55244741211854,0.3710463682588446,0.1323815558245108,0.7526127922502317,0.01324625721817266
47,41.10360206032428,2024-07-10 18:48:33.634569,2024-07-10 18:48:37.741739,0 days 00:00:04.107170,0.9751049731503876,0.18527657043571524,6,2,2.7558301381145567,497,25,5.997590991203962,8.595337837405191,COMPLETE,"{'mse': 1789.9515398927144, 'rmse': 42.30781889784339, 'mae': 32.03117086152562, 'mdae': 24.84948716441735, 'r2': 0.4008466542672816}","{'mse': 1663.9913560449647, 'rmse': 40.79205015741382, 'mae': 31.091257612071047, 'mdae': 23.42628746676614, 'r2': 0.39352837101075844}","{'mse': 1627.10070232198, 'rmse': 40.337336331517726, 'mae': 30.770184705516712, 'mdae': 23.263303823297534, 'r2': 0.4141056699570539}","{'mse': 1691.6300272183028, 'rmse': 41.12943018348665, 'mae': 31.11347916364629, 'mdae': 23.92304551423282, 'r2': 0.3854198273887025}","{'mse': 1677.0150923882538, 'rmse': 40.9513747313598, 'mae': 30.6314198170847, 'mdae': 22.75058671757575, 'r2': 0.41679154452883005}",1689.9377435732429,41.10360206032428,31.12750243196887,23.64254213725792,0.40213841343052525,60.81596618240453,0.734541727668491,0.545871067201011,0.7939727160086522,0.013353296139902009
48,40.315371589811065,2024-07-10 18:48:37.742741,2024-07-10 18:48:39.080895,0 days 00:00:01.338154,0.6976785733079347,0.23220973734221795,4,4,3.3719932148015697,265,21,4.974858038208483,9.365768170114718,COMPLETE,"{'mse': 1685.3631951340574, 'rmse': 41.053175213788975, 'mae': 30.987048454268493, 'mdae': 23.427085015959694, 'r2': 0.4358556784169255}","{'mse': 1608.765877508413, 'rmse': 40.109423799257115, 'mae': 30.722781164908998, 'mdae': 23.89434973538176, 'r2': 0.4136562916325215}","{'mse': 1622.8029355817243, 'rmse': 40.28402829387503, 'mae': 30.82582683485821, 'mdae': 24.085120849282262, 'r2': 0.4156532306958388}","{'mse': 1633.0115324941735, 'rmse': 40.410537394275934, 'mae': 30.837613654379105, 'mdae': 23.734318949395252, 'r2': 0.406716307130795}","{'mse': 1577.6540317039576, 'rmse': 39.71969324785827, 'mae': 30.234838521998697, 'mdae': 22.864620170744132, 'r2': 0.451345920931693}",1625.5195144844652,40.315371589811065,30.721621726082695,23.601098944152618,0.42464548576155475,39.42259834859759,0.487760263756747,0.2879771745455397,0.47715370476532376,0.018450339717681695
49,39.17677719661971,2024-07-10 18:48:39.081895,2024-07-10 18:48:40.613872,0 days 00:00:01.531977,0.818958820489503,0.042425469845133894,5,3,4.243621559181149,181,23,4.099102096018607,2.829512878585238,COMPLETE,"{'mse': 1582.3864972668575, 'rmse': 39.77922192887711, 'mae': 29.96852337042255, 'mdae': 22.73104136584613, 'r2': 0.4703252334213801}","{'mse': 1509.7774328510284, 'rmse': 38.85585455051823, 'mae': 29.957038170041553, 'mdae': 23.640942117156786, 'r2': 0.4497344137119328}","{'mse': 1553.3423400608206, 'rmse': 39.41246427287719, 'mae': 30.35664103529464, 'mdae': 23.96127814133888, 'r2': 0.4406649395710347}","{'mse': 1515.9355580734416, 'rmse': 38.93501711921341, 'mae': 29.86676765672341, 'mdae': 23.247161371026724, 'r2': 0.4492507688100117}","{'mse': 1513.313328847342, 'rmse': 38.901328111612614, 'mae': 29.649168095391325, 'mdae': 22.632091979891044, 'r2': 0.4737214154083096}",1534.951031419898,39.17677719661971,29.959627665574697,23.242502995051915,0.45673935418453376,31.827080127457968,0.40490725221308543,0.25627796469387765,0.5721904733106431,0.01446116718274414
