number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,state,fold_0,fold_1,fold_2,fold_3,fold_4,mse,rmse,mae,mdae,r2,mse_std,rmse_std,mae_std,mdae_std,r2_std
25,40.94859714818914,2024-07-10 16:56:38.565232,2024-07-10 16:56:39.199233,0 days 00:00:00.634001,4,3,4,COMPLETE,"{'mse': 1697.3823928203944, 'rmse': 41.199300877810956, 'mae': 31.344777181467904, 'mdae': 24.432493418726377, 'r2': 0.43183247312544415}","{'mse': 1637.961726470833, 'rmse': 40.471739849811655, 'mae': 30.93096007468967, 'mdae': 24.182672709949443, 'r2': 0.4030153384715338}","{'mse': 1683.8864767979887, 'rmse': 41.03518583847268, 'mae': 31.736651379620593, 'mdae': 25.80751463659692, 'r2': 0.39365797225456267}","{'mse': 1683.588732531362, 'rmse': 41.031557763889026, 'mae': 31.756675502626205, 'mdae': 25.195225970349853, 'r2': 0.3883412819604477}","{'mse': 1681.4265427535058, 'rmse': 41.00520141096134, 'mae': 31.284937382056075, 'mdae': 23.71673174689458, 'r2': 0.4152573930679494}",1676.849174274817,40.94859714818914,31.41080030409209,24.666927696503436,0.4064208917759876,22.63705057551519,0.2774118556715218,0.3450564265455566,0.8325221167202187,0.017501388665366692
26,40.56572666157449,2024-07-10 16:56:39.200238,2024-07-10 16:56:39.916033,0 days 00:00:00.715795,5,2,5,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.723303707714, 'rmse': 40.5181848520848, 'mae': 30.690117135418472, 'mdae': 23.50514718138715, 'r2': 0.42906482081633246}",1645.7083198405167,40.56572666157449,30.915464671521754,23.721605527181985,0.41743266732838336,32.59906434498227,0.4033302910482064,0.3396870246976077,0.5951403054069744,0.019640083944553213
27,40.63360759672018,2024-07-10 16:56:39.916033,2024-07-10 16:56:40.729858,0 days 00:00:00.813825,6,2,7,COMPLETE,"{'mse': 1692.2087772427997, 'rmse': 41.13646529835542, 'mae': 30.734976401072025, 'mdae': 22.587882237676748, 'r2': 0.4335642457537895}","{'mse': 1629.3205591621684, 'rmse': 40.36484310835567, 'mae': 30.580413318895747, 'mdae': 22.986455044298147, 'r2': 0.40616476758065523}","{'mse': 1672.8876154555871, 'rmse': 40.90094883319441, 'mae': 31.005683363836397, 'mdae': 23.218782542761417, 'r2': 0.39761849571094454}","{'mse': 1634.7449637053076, 'rmse': 40.43197946805607, 'mae': 30.719067512771897, 'mdae': 23.160127515804252, 'r2': 0.4060865403166527}","{'mse': 1626.8155253427672, 'rmse': 40.33380127563936, 'mae': 30.58190865623352, 'mdae': 22.966045906124407, 'r2': 0.4342492359323261}",1651.195488181726,40.63360759672018,30.724409850561916,22.983858649332994,0.4155366570588736,29.56413844703375,0.3630114624388217,0.17341898205604564,0.246668452921233,0.01712711364454183
28,40.94841244500032,2024-07-10 16:56:40.730864,2024-07-10 16:56:41.367895,0 days 00:00:00.637031,4,2,6,COMPLETE,"{'mse': 1697.3823928203944, 'rmse': 41.199300877810956, 'mae': 31.344777181467904, 'mdae': 24.432493418726377, 'r2': 0.43183247312544415}","{'mse': 1637.961726470833, 'rmse': 40.471739849811655, 'mae': 30.93096007468967, 'mdae': 24.182672709949443, 'r2': 0.4030153384715338}","{'mse': 1683.8106843540925, 'rmse': 41.034262322528626, 'mae': 31.733695243734555, 'mdae': 25.80751463659692, 'r2': 0.3936852639661792}","{'mse': 1683.588732531362, 'rmse': 41.031557763889026, 'mae': 31.756675502626205, 'mdae': 25.195225970349853, 'r2': 0.3883412819604477}","{'mse': 1681.4265427535058, 'rmse': 41.00520141096134, 'mae': 31.284937382056075, 'mdae': 23.71673174689458, 'r2': 0.4152573930679494}",1676.8340157860378,40.94841244500032,31.410209076914885,24.666927696503436,0.40642635011831085,22.63118469013517,0.2773400894667616,0.3443603566314328,0.8325221167202187,0.017496416582381904
29,40.56574790652548,2024-07-10 16:56:41.367895,2024-07-10 16:56:42.083143,0 days 00:00:00.715248,5,2,8,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.7319117875138, 'rmse': 40.51829107683977, 'mae': 30.690881746178395, 'mdae': 23.50514718138715, 'r2': 0.42906182722077846}",1645.7100414564763,40.56574790652548,30.915617593673744,23.721605527181985,0.41743206860927257,32.59880150127707,0.40332716357225257,0.3395603629672089,0.5951403054069744,0.01963964073398333
30,40.98644468732399,2024-07-10 16:56:42.084143,2024-07-10 16:56:43.015762,0 days 00:00:00.931619,7,2,10,COMPLETE,"{'mse': 1738.1045915813493, 'rmse': 41.690581569238745, 'mae': 31.311298891254275, 'mdae': 22.387684494224604, 'r2': 0.4182014663135607}","{'mse': 1670.929437526209, 'rmse': 40.87700377383608, 'mae': 30.64170539063987, 'mdae': 22.918897752315708, 'r2': 0.390999662215064}","{'mse': 1649.6104364430046, 'rmse': 40.61539654420481, 'mae': 30.844246130347088, 'mdae': 23.18943901980266, 'r2': 0.4060002554775063}","{'mse': 1695.5218678203853, 'rmse': 41.176715116924825, 'mae': 30.835337202285377, 'mdae': 22.82409037814728, 'r2': 0.38400589642831595}","{'mse': 1646.129901109052, 'rmse': 40.57252643241547, 'mae': 30.299675670674038, 'mdae': 22.057947157439997, 'r2': 0.42753235705021475}",1680.0592468959999,40.98644468732399,30.786452657040126,22.67561176038605,0.4053479274969323,37.98038529344354,0.46178835646237604,0.3671161122436224,0.44990668439487946,0.01816000353277786
31,40.56574790652548,2024-07-10 16:56:43.016764,2024-07-10 16:56:43.739093,0 days 00:00:00.722329,5,2,8,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.7319117875138, 'rmse': 40.51829107683977, 'mae': 30.690881746178395, 'mdae': 23.50514718138715, 'r2': 0.42906182722077846}",1645.7100414564763,40.56574790652548,30.915617593673744,23.721605527181985,0.41743206860927257,32.59880150127707,0.40332716357225257,0.3395603629672089,0.5951403054069744,0.01963964073398333
32,40.62367377904375,2024-07-10 16:56:43.740099,2024-07-10 16:56:44.540964,0 days 00:00:00.800865,6,2,8,COMPLETE,"{'mse': 1691.20554703442, 'rmse': 41.12426956232074, 'mae': 30.718810937400516, 'mdae': 22.58788223767667, 'r2': 0.4339000586082127}","{'mse': 1629.3205591621684, 'rmse': 40.36484310835567, 'mae': 30.580413318895747, 'mdae': 22.986455044298147, 'r2': 0.40616476758065523}","{'mse': 1669.9436279830459, 'rmse': 40.864943753577414, 'mae': 30.973760884139065, 'mdae': 23.21878254276144, 'r2': 0.3986785810304444}","{'mse': 1634.7449637053076, 'rmse': 40.43197946805607, 'mae': 30.719067512771897, 'mdae': 23.160127515804252, 'r2': 0.4060865403166527}","{'mse': 1626.6970854575295, 'rmse': 40.33233300290884, 'mae': 30.576954856279652, 'mdae': 22.966045906124407, 'r2': 0.43429042527096073}",1650.3823566684944,40.62367377904375,30.713801501897375,22.983858649332984,0.41582407456138515,28.715395053497307,0.3526424576107338,0.16136226131857004,0.24666845292126943,0.01695462356353756
33,40.576615476810034,2024-07-10 16:56:44.541965,2024-07-10 16:56:45.267267,0 days 00:00:00.725302,5,1,8,COMPLETE,"{'mse': 1664.0239479393915, 'rmse': 40.792449643768535, 'mae': 30.907015888233587, 'mdae': 22.777243519999995, 'r2': 0.4429985988073111}","{'mse': 1590.739660813806, 'rmse': 39.8840777856754, 'mae': 30.432975647188957, 'mdae': 23.79596078429231, 'r2': 0.42022627107597}","{'mse': 1678.7568277425044, 'rmse': 40.97263510860028, 'mae': 31.25188231803458, 'mdae': 23.613112162448036, 'r2': 0.3955050812211003}","{'mse': 1657.7283168846714, 'rmse': 40.71520989611464, 'mae': 31.277013879045604, 'mdae': 24.58571761171859, 'r2': 0.39773653887609717}","{'mse': 1641.7654508163475, 'rmse': 40.51870494989132, 'mae': 30.690688509800292, 'mdae': 23.50514718138715, 'r2': 0.42905016349437985}",1646.6028408393443,40.576615476810034,30.9119152484606,23.655436251969217,0.4171033306949717,33.9309787966518,0.41999596195154715,0.36305062792429993,0.6482227935392946,0.020399764011266384
34,40.651371432867606,2024-07-10 16:56:45.268267,2024-07-10 16:56:46.058002,0 days 00:00:00.789735,6,1,8,COMPLETE,"{'mse': 1699.4701985870076, 'rmse': 41.22463096968859, 'mae': 30.83269310496686, 'mdae': 22.525273038363157, 'r2': 0.4311336185573582}","{'mse': 1626.6123765216125, 'rmse': 40.331282852416344, 'mae': 30.52794134465073, 'mdae': 23.15666262049906, 'r2': 0.4071518135359432}","{'mse': 1674.0888908612355, 'rmse': 40.91563137556642, 'mae': 30.952773926158844, 'mdae': 22.96456024735608, 'r2': 0.39718593462361607}","{'mse': 1633.9159255325487, 'rmse': 40.42172590986868, 'mae': 30.73954905571417, 'mdae': 23.37401835102463, 'r2': 0.40638773526774563}","{'mse': 1629.2190793645348, 'rmse': 40.36358605679796, 'mae': 30.57871986503357, 'mdae': 22.917736448870965, 'r2': 0.43341336210206727}",1652.661294173388,40.651371432867606,30.726335459304835,22.98765014122278,0.4150544928173461,32.51802509253442,0.3988966038084592,0.17600533769851745,0.3150631938685081,0.016220640894764195
35,41.77671676080736,2024-07-10 16:56:46.058002,2024-07-10 16:56:46.599630,0 days 00:00:00.541628,3,1,9,COMPLETE,"{'mse': 1754.519075316113, 'rmse': 41.886979782697544, 'mae': 32.052425565668486, 'mdae': 24.609953189924973, 'r2': 0.41270701988360403}","{'mse': 1727.4767543473686, 'rmse': 41.562925238093726, 'mae': 32.342571539471066, 'mdae': 25.720034029111943, 'r2': 0.37038997381559335}","{'mse': 1738.3814542540622, 'rmse': 41.693901883297784, 'mae': 32.45064182271707, 'mdae': 25.97639774272511, 'r2': 0.3740351558783127}","{'mse': 1772.448150037244, 'rmse': 42.10045308589023, 'mae': 32.491136732160406, 'mdae': 25.643078192652638, 'r2': 0.356058078617985}","{'mse': 1733.8332876919358, 'rmse': 41.6393238140575, 'mae': 32.28661960425742, 'mdae': 25.61401245395522, 'r2': 0.39703212073108174}",1745.3317443293447,41.77671676080736,32.32467905285489,25.51269512167398,0.3820444697853154,18.159214008357008,0.21702827184048382,0.17281883750125526,0.5244562626338818,0.022583680893915815
36,40.576615476810034,2024-07-10 16:56:46.600636,2024-07-10 16:56:47.303909,0 days 00:00:00.703273,5,1,10,COMPLETE,"{'mse': 1664.0239479393915, 'rmse': 40.792449643768535, 'mae': 30.907015888233587, 'mdae': 22.777243519999995, 'r2': 0.4429985988073111}","{'mse': 1590.739660813806, 'rmse': 39.8840777856754, 'mae': 30.432975647188957, 'mdae': 23.79596078429231, 'r2': 0.42022627107597}","{'mse': 1678.7568277425044, 'rmse': 40.97263510860028, 'mae': 31.25188231803458, 'mdae': 23.613112162448036, 'r2': 0.3955050812211003}","{'mse': 1657.7283168846714, 'rmse': 40.71520989611464, 'mae': 31.277013879045604, 'mdae': 24.58571761171859, 'r2': 0.39773653887609717}","{'mse': 1641.7654508163475, 'rmse': 40.51870494989132, 'mae': 30.690688509800292, 'mdae': 23.50514718138715, 'r2': 0.42905016349437985}",1646.6028408393443,40.576615476810034,30.9119152484606,23.655436251969217,0.4171033306949717,33.9309787966518,0.41999596195154715,0.36305062792429993,0.6482227935392946,0.020399764011266384
37,40.95280756892167,2024-07-10 16:56:47.304908,2024-07-10 16:56:47.924126,0 days 00:00:00.619218,4,1,9,COMPLETE,"{'mse': 1696.6285574362507, 'rmse': 41.19015121890487, 'mae': 31.331236772328, 'mdae': 24.37351219788061, 'r2': 0.43208480565092044}","{'mse': 1637.961726470833, 'rmse': 40.471739849811655, 'mae': 30.93096007468967, 'mdae': 24.182672709949443, 'r2': 0.4030153384715338}","{'mse': 1683.7963019523045, 'rmse': 41.03408707346009, 'mae': 31.73331671160602, 'mdae': 25.80751463659692, 'r2': 0.39369044285132626}","{'mse': 1686.1583310653762, 'rmse': 41.06285829147036, 'mae': 31.774869854030193, 'mdae': 25.100551231249284, 'r2': 0.387407730128684}","{'mse': 1681.4265427535058, 'rmse': 41.00520141096134, 'mae': 31.284937382056075, 'mdae': 23.71673174689458, 'r2': 0.4152573930679494}",1677.194291935654,40.95280756892167,31.41106415894199,24.636196504514167,0.4062911420340828,22.68665548986622,0.2780381235695207,0.34963609606779095,0.8227566159684553,0.017831141960377737
38,41.0376891300793,2024-07-10 16:56:47.925128,2024-07-10 16:56:48.773537,0 days 00:00:00.848409,7,2,8,COMPLETE,"{'mse': 1750.4463112480832, 'rmse': 41.8383354263537, 'mae': 31.427363916154697, 'mdae': 22.459302232734256, 'r2': 0.41407030272303}","{'mse': 1666.019564719332, 'rmse': 40.81690292904806, 'mae': 30.59405241731651, 'mdae': 22.891319187245884, 'r2': 0.39278915381819}","{'mse': 1661.6863680044212, 'rmse': 40.76378745902325, 'mae': 30.921512123316116, 'mdae': 23.253408091368097, 'r2': 0.4016518953411461}","{'mse': 1697.19684609491, 'rmse': 41.197048997408906, 'mae': 30.835200746660078, 'mdae': 22.824090378147282, 'r2': 0.38339736594557783}","{'mse': 1646.1172754618424, 'rmse': 40.57237083856257, 'mae': 30.30126239182009, 'mdae': 22.05794715743997, 'r2': 0.42753674781821793}",1684.2932731057178,41.0376891300793,30.815878319053503,22.697213409387096,0.4038890931292324,41.36766256361224,0.5016771480360598,0.41817543433275195,0.4550797763356311,0.017399663723068805
39,41.275797573718364,2024-07-10 16:56:48.774536,2024-07-10 16:56:49.692761,0 days 00:00:00.918225,8,1,9,COMPLETE,"{'mse': 1760.592325546227, 'rmse': 41.95941283605178, 'mae': 31.39010362194911, 'mdae': 22.78784749833075, 'r2': 0.410674111107167}","{'mse': 1722.9153829682095, 'rmse': 41.508015888117434, 'mae': 31.037670473983496, 'mdae': 22.477653716328504, 'r2': 0.3720524477946161}","{'mse': 1654.9019409211594, 'rmse': 40.68048599661955, 'mae': 30.582913564945247, 'mdae': 22.444748212327724, 'r2': 0.4040948648236129}","{'mse': 1728.0740377490783, 'rmse': 41.57010990783015, 'mae': 30.957976266624495, 'mdae': 22.975824164638844, 'r2': 0.37217948173257664}","{'mse': 1653.3139316024278, 'rmse': 40.6609632399729, 'mae': 30.027448849322663, 'mdae': 21.652745688, 'r2': 0.42503399710872325}",1703.9595237574206,41.275797573718364,30.799222555365002,22.467763855925163,0.3968069805133392,47.748641500020256,0.578854915809645,0.5180793419579828,0.5063252311170557,0.023777487361057982
40,40.56574790652548,2024-07-10 16:56:49.693761,2024-07-10 16:56:50.406337,0 days 00:00:00.712576,5,2,8,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.7319117875138, 'rmse': 40.51829107683977, 'mae': 30.690881746178395, 'mdae': 23.50514718138715, 'r2': 0.42906182722077846}",1645.7100414564763,40.56574790652548,30.915617593673744,23.721605527181985,0.41743206860927257,32.59880150127707,0.40332716357225257,0.3395603629672089,0.5951403054069744,0.01963964073398333
41,40.56574790652548,2024-07-10 16:56:50.407337,2024-07-10 16:56:51.115586,0 days 00:00:00.708249,5,2,8,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.7319117875138, 'rmse': 40.51829107683977, 'mae': 30.690881746178395, 'mdae': 23.50514718138715, 'r2': 0.42906182722077846}",1645.7100414564763,40.56574790652548,30.915617593673744,23.721605527181985,0.41743206860927257,32.59880150127707,0.40332716357225257,0.3395603629672089,0.5951403054069744,0.01963964073398333
42,40.56572666157449,2024-07-10 16:56:51.116594,2024-07-10 16:56:51.869751,0 days 00:00:00.753157,5,2,7,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.723303707714, 'rmse': 40.5181848520848, 'mae': 30.690117135418472, 'mdae': 23.50514718138715, 'r2': 0.42906482081633246}",1645.7083198405167,40.56572666157449,30.915464671521754,23.721605527181985,0.41743266732838336,32.59906434498227,0.4033302910482064,0.3396870246976077,0.5951403054069744,0.019640083944553213
43,40.94841244500032,2024-07-10 16:56:51.869751,2024-07-10 16:56:52.496487,0 days 00:00:00.626736,4,2,7,COMPLETE,"{'mse': 1697.3823928203944, 'rmse': 41.199300877810956, 'mae': 31.344777181467904, 'mdae': 24.432493418726377, 'r2': 0.43183247312544415}","{'mse': 1637.961726470833, 'rmse': 40.471739849811655, 'mae': 30.93096007468967, 'mdae': 24.182672709949443, 'r2': 0.4030153384715338}","{'mse': 1683.8106843540925, 'rmse': 41.034262322528626, 'mae': 31.733695243734555, 'mdae': 25.80751463659692, 'r2': 0.3936852639661792}","{'mse': 1683.588732531362, 'rmse': 41.031557763889026, 'mae': 31.756675502626205, 'mdae': 25.195225970349853, 'r2': 0.3883412819604477}","{'mse': 1681.4265427535058, 'rmse': 41.00520141096134, 'mae': 31.284937382056075, 'mdae': 23.71673174689458, 'r2': 0.4152573930679494}",1676.8340157860378,40.94841244500032,31.410209076914885,24.666927696503436,0.40642635011831085,22.63118469013517,0.2773400894667616,0.3443603566314328,0.8325221167202187,0.017496416582381904
44,40.63360759672018,2024-07-10 16:56:52.497485,2024-07-10 16:56:53.301631,0 days 00:00:00.804146,6,2,7,COMPLETE,"{'mse': 1692.2087772427997, 'rmse': 41.13646529835542, 'mae': 30.734976401072025, 'mdae': 22.587882237676748, 'r2': 0.4335642457537895}","{'mse': 1629.3205591621684, 'rmse': 40.36484310835567, 'mae': 30.580413318895747, 'mdae': 22.986455044298147, 'r2': 0.40616476758065523}","{'mse': 1672.8876154555871, 'rmse': 40.90094883319441, 'mae': 31.005683363836397, 'mdae': 23.218782542761417, 'r2': 0.39761849571094454}","{'mse': 1634.7449637053076, 'rmse': 40.43197946805607, 'mae': 30.719067512771897, 'mdae': 23.160127515804252, 'r2': 0.4060865403166527}","{'mse': 1626.8155253427672, 'rmse': 40.33380127563936, 'mae': 30.58190865623352, 'mdae': 22.966045906124407, 'r2': 0.4342492359323261}",1651.195488181726,40.63360759672018,30.724409850561916,22.983858649332994,0.4155366570588736,29.56413844703375,0.3630114624388217,0.17341898205604564,0.246668452921233,0.01712711364454183
45,40.62367377904375,2024-07-10 16:56:53.302632,2024-07-10 16:56:54.069311,0 days 00:00:00.766679,6,2,8,COMPLETE,"{'mse': 1691.20554703442, 'rmse': 41.12426956232074, 'mae': 30.718810937400516, 'mdae': 22.58788223767667, 'r2': 0.4339000586082127}","{'mse': 1629.3205591621684, 'rmse': 40.36484310835567, 'mae': 30.580413318895747, 'mdae': 22.986455044298147, 'r2': 0.40616476758065523}","{'mse': 1669.9436279830459, 'rmse': 40.864943753577414, 'mae': 30.973760884139065, 'mdae': 23.21878254276144, 'r2': 0.3986785810304444}","{'mse': 1634.7449637053076, 'rmse': 40.43197946805607, 'mae': 30.719067512771897, 'mdae': 23.160127515804252, 'r2': 0.4060865403166527}","{'mse': 1626.6970854575295, 'rmse': 40.33233300290884, 'mae': 30.576954856279652, 'mdae': 22.966045906124407, 'r2': 0.43429042527096073}",1650.3823566684944,40.62367377904375,30.713801501897375,22.983858649332984,0.41582407456138515,28.715395053497307,0.3526424576107338,0.16136226131857004,0.24666845292126943,0.01695462356353756
46,41.77671676080736,2024-07-10 16:56:54.070317,2024-07-10 16:56:54.591583,0 days 00:00:00.521266,3,2,9,COMPLETE,"{'mse': 1754.519075316113, 'rmse': 41.886979782697544, 'mae': 32.052425565668486, 'mdae': 24.609953189924973, 'r2': 0.41270701988360403}","{'mse': 1727.4767543473686, 'rmse': 41.562925238093726, 'mae': 32.342571539471066, 'mdae': 25.720034029111943, 'r2': 0.37038997381559335}","{'mse': 1738.3814542540622, 'rmse': 41.693901883297784, 'mae': 32.45064182271707, 'mdae': 25.97639774272511, 'r2': 0.3740351558783127}","{'mse': 1772.448150037244, 'rmse': 42.10045308589023, 'mae': 32.491136732160406, 'mdae': 25.643078192652638, 'r2': 0.356058078617985}","{'mse': 1733.8332876919358, 'rmse': 41.6393238140575, 'mae': 32.28661960425742, 'mdae': 25.61401245395522, 'r2': 0.39703212073108174}",1745.3317443293447,41.77671676080736,32.32467905285489,25.51269512167398,0.3820444697853154,18.159214008357008,0.21702827184048382,0.17281883750125526,0.5244562626338818,0.022583680893915815
47,40.94841244500032,2024-07-10 16:56:54.592584,2024-07-10 16:56:55.209155,0 days 00:00:00.616571,4,2,7,COMPLETE,"{'mse': 1697.3823928203944, 'rmse': 41.199300877810956, 'mae': 31.344777181467904, 'mdae': 24.432493418726377, 'r2': 0.43183247312544415}","{'mse': 1637.961726470833, 'rmse': 40.471739849811655, 'mae': 30.93096007468967, 'mdae': 24.182672709949443, 'r2': 0.4030153384715338}","{'mse': 1683.8106843540925, 'rmse': 41.034262322528626, 'mae': 31.733695243734555, 'mdae': 25.80751463659692, 'r2': 0.3936852639661792}","{'mse': 1683.588732531362, 'rmse': 41.031557763889026, 'mae': 31.756675502626205, 'mdae': 25.195225970349853, 'r2': 0.3883412819604477}","{'mse': 1681.4265427535058, 'rmse': 41.00520141096134, 'mae': 31.284937382056075, 'mdae': 23.71673174689458, 'r2': 0.4152573930679494}",1676.8340157860378,40.94841244500032,31.410209076914885,24.666927696503436,0.40642635011831085,22.63118469013517,0.2773400894667616,0.3443603566314328,0.8325221167202187,0.017496416582381904
48,40.56572666157449,2024-07-10 16:56:55.209155,2024-07-10 16:56:55.942566,0 days 00:00:00.733411,5,2,6,COMPLETE,"{'mse': 1664.9463358718072, 'rmse': 40.80375394337887, 'mae': 30.93930598596442, 'mdae': 22.953743820542396, 'r2': 0.44268984641739806}","{'mse': 1593.019404073858, 'rmse': 39.91264716946068, 'mae': 30.470654058921806, 'mdae': 23.89657343949109, 'r2': 0.41939537757187917}","{'mse': 1678.354102930811, 'rmse': 40.96772025547445, 'mae': 31.280336230967265, 'mdae': 23.666845582770698, 'r2': 0.39565009632889403}","{'mse': 1650.4984526183925, 'rmse': 40.62632708747362, 'mae': 31.196909946336838, 'mdae': 24.58571761171859, 'r2': 0.40036319550741295}","{'mse': 1641.723303707714, 'rmse': 40.5181848520848, 'mae': 30.690117135418472, 'mdae': 23.50514718138715, 'r2': 0.42906482081633246}",1645.7083198405167,40.56572666157449,30.915464671521754,23.721605527181985,0.41743266732838336,32.59906434498227,0.4033302910482064,0.3396870246976077,0.5951403054069744,0.019640083944553213
49,40.64981953172236,2024-07-10 16:56:55.943565,2024-07-10 16:56:56.730801,0 days 00:00:00.787236,6,2,6,COMPLETE,"{'mse': 1692.2087772427997, 'rmse': 41.13646529835542, 'mae': 30.734976401072025, 'mdae': 22.587882237676748, 'r2': 0.4335642457537895}","{'mse': 1629.3205591621684, 'rmse': 40.36484310835567, 'mae': 30.580413318895747, 'mdae': 22.986455044298147, 'r2': 0.40616476758065523}","{'mse': 1678.3951912689356, 'rmse': 40.96822172451394, 'mae': 31.0056833638364, 'mdae': 23.192442581854152, 'r2': 0.3956353010403765}","{'mse': 1635.8600076909893, 'rmse': 40.44576625174741, 'mae': 30.72780293388419, 'mdae': 23.160127515804202, 'r2': 0.4056814375966943}","{'mse': 1626.8155253427672, 'rmse': 40.33380127563936, 'mae': 30.58190865623352, 'mdae': 22.966045906124407, 'r2': 0.4342492359323261}",1652.520012141532,40.64981953172236,30.726156934784377,22.978590657151532,0.41505899758076825,30.500876948706367,0.37447326329042147,0.17339570660370293,0.24060370173820206,0.017713239425481662
