number,value,datetime_start,datetime_complete,duration,params_metric,params_n_neighbors,params_weights,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
10,0.7294570537480609,2024-07-24 17:31:06.155409,2024-07-24 17:31:57.363594,0 days 00:00:51.208185,cityblock,13,distance,COMPLETE,"{'accuracy': 0.7404639175257732, 'balanced_accuracy': 0.729014685007062, 'precision': 0.7354239779743853, 'recall': 0.7404639175257732, 'f1': 0.7356289462734582}","{'accuracy': 0.7368556701030928, 'balanced_accuracy': 0.7267147116958402, 'precision': 0.7319935723533678, 'recall': 0.7368556701030928, 'f1': 0.73222308124713}","{'accuracy': 0.7291237113402061, 'balanced_accuracy': 0.7171418866233136, 'precision': 0.7233636560973663, 'recall': 0.7291237113402061, 'f1': 0.724235168440402}","{'accuracy': 0.7288659793814433, 'balanced_accuracy': 0.7176692287079466, 'precision': 0.7235255041812344, 'recall': 0.7288659793814433, 'f1': 0.7227488852855057}","{'accuracy': 0.7376288659793815, 'balanced_accuracy': 0.7264001713963079, 'precision': 0.7322217210486676, 'recall': 0.7376288659793815, 'f1': 0.7324491874938083}",0.7345876288659794,0.7233881366860941,0.7293056863310043,0.7345876288659794,0.7294570537480609,0.005280046642756757,0.005556933702782764,0.00551995723170223,0.005280046642756757,0.005633907172457338
11,0.720811897995668,2024-07-24 17:31:57.364595,2024-07-24 17:32:48.580514,0 days 00:00:51.215919,cityblock,5,distance,COMPLETE,"{'accuracy': 0.7265463917525773, 'balanced_accuracy': 0.7174891002602096, 'precision': 0.7232738636052343, 'recall': 0.7265463917525773, 'f1': 0.7243564940004544}","{'accuracy': 0.7239690721649484, 'balanced_accuracy': 0.7162823929400933, 'precision': 0.7215228101542137, 'recall': 0.7239690721649484, 'f1': 0.7222345622132325}","{'accuracy': 0.7224226804123711, 'balanced_accuracy': 0.7127675925510027, 'precision': 0.718907845030704, 'recall': 0.7224226804123711, 'f1': 0.7201286143137225}","{'accuracy': 0.7154639175257732, 'balanced_accuracy': 0.7079214306969064, 'precision': 0.7121242410973029, 'recall': 0.7154639175257732, 'f1': 0.7127698955954084}","{'accuracy': 0.7262886597938144, 'balanced_accuracy': 0.7172542593551309, 'precision': 0.72351012869581, 'recall': 0.7262886597938144, 'f1': 0.7245699238555223}",0.7229381443298969,0.7143429551606686,0.719867777716653,0.7229381443298969,0.720811897995668,0.004512149845363797,0.00405749564974965,0.00470348552251163,0.004512149845363797,0.0048438510472612216
12,0.6996169213170946,2024-07-24 17:32:48.581512,2024-07-24 17:33:40.342988,0 days 00:00:51.761476,cityblock,98,distance,COMPLETE,"{'accuracy': 0.7201030927835051, 'balanced_accuracy': 0.7022477193928077, 'precision': 0.7179120190950693, 'recall': 0.7201030927835051, 'f1': 0.7068756790912885}","{'accuracy': 0.7162371134020619, 'balanced_accuracy': 0.6989551245900136, 'precision': 0.7105081453245693, 'recall': 0.7162371134020619, 'f1': 0.7028515315349645}","{'accuracy': 0.7097938144329897, 'balanced_accuracy': 0.6923435423257166, 'precision': 0.7058063324233342, 'recall': 0.7097938144329897, 'f1': 0.6961371932693297}","{'accuracy': 0.7007731958762886, 'balanced_accuracy': 0.6832477336009563, 'precision': 0.6959091917604484, 'recall': 0.7007731958762886, 'f1': 0.6860658645505883}","{'accuracy': 0.7193298969072165, 'balanced_accuracy': 0.7022580715601769, 'precision': 0.7146487589655723, 'recall': 0.7193298969072165, 'f1': 0.7061543381393021}",0.7132474226804124,0.6958104382939342,0.7089568895137986,0.7132474226804123,0.6996169213170946,0.008069521364069231,0.008104636503879088,0.008590205831452605,0.008069521364069231,0.008683745349339885
13,0.7017808473871393,2024-07-24 17:33:40.343987,2024-07-24 17:34:32.113597,0 days 00:00:51.769610,cityblock,92,distance,COMPLETE,"{'accuracy': 0.7237113402061855, 'balanced_accuracy': 0.7061879878633791, 'precision': 0.7212184820151808, 'recall': 0.7237113402061855, 'f1': 0.710848320810489}","{'accuracy': 0.7175257731958763, 'balanced_accuracy': 0.700035271489992, 'precision': 0.7116234413294493, 'recall': 0.7175257731958763, 'f1': 0.7040526138530977}","{'accuracy': 0.7095360824742268, 'balanced_accuracy': 0.6923305843654143, 'precision': 0.7054886009913274, 'recall': 0.7095360824742268, 'f1': 0.6962725688495753}","{'accuracy': 0.702061855670103, 'balanced_accuracy': 0.6846686741490043, 'precision': 0.696594553004523, 'recall': 0.702061855670103, 'f1': 0.6877995431561057}","{'accuracy': 0.7224226804123711, 'balanced_accuracy': 0.7058902740360106, 'precision': 0.7173765016003096, 'recall': 0.7224226804123711, 'f1': 0.7099311902664288}",0.7150515463917525,0.69782255838076,0.710460315788158,0.7150515463917526,0.7017808473871393,0.009146035359737742,0.00926216759989364,0.00977115593691872,0.009146035359737742,0.009741997827154054
14,0.7320007921265139,2024-07-24 17:34:32.114596,2024-07-24 17:35:23.333210,0 days 00:00:51.218614,cityblock,14,distance,COMPLETE,"{'accuracy': 0.7466494845360825, 'balanced_accuracy': 0.7359131081827129, 'precision': 0.7422709338500039, 'recall': 0.7466494845360825, 'f1': 0.7420121248468009}","{'accuracy': 0.73659793814433, 'balanced_accuracy': 0.7260170808180408, 'precision': 0.7315800973599772, 'recall': 0.73659793814433, 'f1': 0.7315490622307714}","{'accuracy': 0.7324742268041237, 'balanced_accuracy': 0.7200895336023126, 'precision': 0.7269105628124374, 'recall': 0.7324742268041237, 'f1': 0.7272158254020433}","{'accuracy': 0.729381443298969, 'balanced_accuracy': 0.7183651877453671, 'precision': 0.7241778354229151, 'recall': 0.729381443298969, 'f1': 0.7237112199521943}","{'accuracy': 0.7402061855670103, 'balanced_accuracy': 0.7287311594399258, 'precision': 0.7351758277802036, 'recall': 0.7402061855670103, 'f1': 0.7355157282007598}",0.7370618556701031,0.7258232139576719,0.7320230514451074,0.7370618556701032,0.7320007921265139,0.006746475562204727,0.007049768474224624,0.007121099900635176,0.006746475562204727,0.007148400725487062
15,0.6978326478757092,2024-07-24 17:35:23.334210,2024-07-24 17:36:15.138621,0 days 00:00:51.804411,cityblock,105,distance,COMPLETE,"{'accuracy': 0.7219072164948453, 'balanced_accuracy': 0.7035897747044094, 'precision': 0.7206704920876734, 'recall': 0.7219072164948453, 'f1': 0.707765502382415}","{'accuracy': 0.7164948453608248, 'balanced_accuracy': 0.6985832085044755, 'precision': 0.7107235728922746, 'recall': 0.7164948453608248, 'f1': 0.7020479267370235}","{'accuracy': 0.7097938144329897, 'balanced_accuracy': 0.6917391363245203, 'precision': 0.7057879436812245, 'recall': 0.7097938144329897, 'f1': 0.6952822056170269}","{'accuracy': 0.6979381443298969, 'balanced_accuracy': 0.6799768111530639, 'precision': 0.6931032222040417, 'recall': 0.6979381443298969, 'f1': 0.6828781865066065}","{'accuracy': 0.7149484536082474, 'balanced_accuracy': 0.6971902308858492, 'precision': 0.7104851028474919, 'recall': 0.7149484536082474, 'f1': 0.7011894181354742}",0.7122164948453609,0.6942158323144636,0.7081540667425413,0.7122164948453609,0.6978326478757092,0.009074946855574525,0.009009377950751619,0.010010287886216647,0.009074946855574525,0.009458313164377273
16,0.6301538917875256,2024-07-24 17:36:15.139620,2024-07-24 17:37:08.688915,0 days 00:00:53.549295,cityblock,444,distance,COMPLETE,"{'accuracy': 0.668041237113402, 'balanced_accuracy': 0.6422332979463424, 'precision': 0.6772735175258429, 'recall': 0.668041237113402, 'f1': 0.6357181914367446}","{'accuracy': 0.6659793814432989, 'balanced_accuracy': 0.6407362471395119, 'precision': 0.6665873556324381, 'recall': 0.6659793814432989, 'f1': 0.6337086198801235}","{'accuracy': 0.6585051546391752, 'balanced_accuracy': 0.6328667935274842, 'precision': 0.6575391348355074, 'recall': 0.6585051546391752, 'f1': 0.6279506083666194}","{'accuracy': 0.6536082474226804, 'balanced_accuracy': 0.6274091388407091, 'precision': 0.6516665980932194, 'recall': 0.6536082474226804, 'f1': 0.618298133107012}","{'accuracy': 0.6672680412371134, 'balanced_accuracy': 0.6412339564356097, 'precision': 0.6768866551566391, 'recall': 0.6672680412371134, 'f1': 0.6350939061471281}",0.662680412371134,0.6368958867779314,0.6659906522487294,0.662680412371134,0.6301538917875256,0.0063325534235530116,0.006486276915294635,0.011434472628796426,0.0063325534235530116,0.007304360615329317
17,0.6426156110456254,2024-07-24 17:37:08.689916,2024-07-24 17:38:01.829822,0 days 00:00:53.139906,cityblock,346,distance,COMPLETE,"{'accuracy': 0.6788659793814433, 'balanced_accuracy': 0.6546777423907869, 'precision': 0.6865050514720071, 'recall': 0.6788659793814433, 'f1': 0.6517842216104005}","{'accuracy': 0.6711340206185566, 'balanced_accuracy': 0.6473255771893888, 'precision': 0.6682854666252899, 'recall': 0.6711340206185566, 'f1': 0.6430038450772237}","{'accuracy': 0.6708762886597938, 'balanced_accuracy': 0.6466993334459823, 'precision': 0.6711092553970328, 'recall': 0.6708762886597938, 'f1': 0.6446014935815505}","{'accuracy': 0.6569587628865979, 'balanced_accuracy': 0.6317999281548866, 'precision': 0.6515199352208124, 'recall': 0.6569587628865979, 'f1': 0.6252236880793928}","{'accuracy': 0.6770618556701031, 'balanced_accuracy': 0.6522444753769142, 'precision': 0.681720351253321, 'recall': 0.6770618556701031, 'f1': 0.6484648068795594}",0.6709793814432989,0.6465494113115918,0.6718280119936926,0.6709793814432989,0.6426156110456254,0.00859952332787586,0.00889769189660024,0.013590052288541953,0.00859952332787586,0.010305944294015108
18,0.7137242076408611,2024-07-24 17:38:01.829822,2024-07-24 17:38:53.389613,0 days 00:00:51.559791,cityblock,61,distance,COMPLETE,"{'accuracy': 0.7314432989690721, 'balanced_accuracy': 0.7153224857590533, 'precision': 0.7288988851424782, 'recall': 0.7314432989690721, 'f1': 0.7209854020959823}","{'accuracy': 0.7280927835051546, 'balanced_accuracy': 0.7129435512140542, 'precision': 0.7233788294619068, 'recall': 0.7280927835051546, 'f1': 0.7179158554273742}","{'accuracy': 0.7190721649484536, 'balanced_accuracy': 0.703133013495776, 'precision': 0.7148739468510732, 'recall': 0.7190721649484536, 'f1': 0.708120289645856}","{'accuracy': 0.7139175257731959, 'balanced_accuracy': 0.6980846346699897, 'precision': 0.709793205175242, 'recall': 0.7139175257731959, 'f1': 0.7024148105804929}","{'accuracy': 0.7291237113402061, 'balanced_accuracy': 0.7141989089331927, 'precision': 0.7230816583930609, 'recall': 0.7291237113402061, 'f1': 0.7191846804545997}",0.7243298969072165,0.7087365188144131,0.7200053050047522,0.7243298969072165,0.7137242076408611,0.007480001324252492,0.007677462075768883,0.007592071596872355,0.007480001324252492,0.008053228827536304
19,0.625349007476353,2024-07-24 17:38:53.390614,2024-07-24 17:39:47.049805,0 days 00:00:53.659191,cityblock,499,distance,COMPLETE,"{'accuracy': 0.6670103092783505, 'balanced_accuracy': 0.640486244347053, 'precision': 0.6784018993818057, 'recall': 0.6670103092783505, 'f1': 0.6328958445017528}","{'accuracy': 0.6605670103092783, 'balanced_accuracy': 0.6345778312979279, 'precision': 0.6633602279331546, 'recall': 0.6605670103092783, 'f1': 0.6258104108460802}","{'accuracy': 0.6574742268041237, 'balanced_accuracy': 0.6311197399281946, 'precision': 0.6582419056229507, 'recall': 0.6574742268041237, 'f1': 0.6251462700263014}","{'accuracy': 0.6510309278350516, 'balanced_accuracy': 0.6243511353677355, 'precision': 0.6496151976006471, 'recall': 0.6510309278350516, 'f1': 0.6143962013854852}","{'accuracy': 0.6639175257731958, 'balanced_accuracy': 0.6367388499301405, 'precision': 0.6759791283293825, 'recall': 0.6639175257731958, 'f1': 0.6284963106221455}",0.6599999999999999,0.6334547601742104,0.6651196717735882,0.6599999999999999,0.625349007476353,0.006157043340550486,0.006119979740841455,0.012094765356896865,0.006157043340550486,0.006838827073900549
20,0.67586354279855,2024-07-24 17:39:47.050806,2024-07-24 17:39:58.978381,0 days 00:00:11.927575,cosine,162,distance,COMPLETE,"{'accuracy': 0.6956185567010309, 'balanced_accuracy': 0.6768101501012058, 'precision': 0.6919999767248645, 'recall': 0.6956185567010309, 'f1': 0.6799310073848027}","{'accuracy': 0.6925257731958763, 'balanced_accuracy': 0.6729191021067974, 'precision': 0.6850833671540599, 'recall': 0.6925257731958763, 'f1': 0.6747418269538258}","{'accuracy': 0.6894329896907216, 'balanced_accuracy': 0.6703933284233586, 'precision': 0.6829421081799405, 'recall': 0.6894329896907216, 'f1': 0.6736741789866848}","{'accuracy': 0.6871134020618557, 'balanced_accuracy': 0.6667942691615504, 'precision': 0.6802286913810162, 'recall': 0.6871134020618557, 'f1': 0.6688035928287721}","{'accuracy': 0.6981958762886598, 'balanced_accuracy': 0.6792114788937397, 'precision': 0.693169212916229, 'recall': 0.6981958762886598, 'f1': 0.6821671078386641}",0.6925773195876289,0.6732256657373303,0.6866846712712219,0.6925773195876289,0.67586354279855,0.004487793579315225,0.004953722467320587,0.005669047144846225,0.004487793579315225,0.0052956032302313195
21,0.7309843560995868,2024-07-24 17:39:58.979381,2024-07-24 17:40:50.017913,0 days 00:00:51.038532,cityblock,11,distance,COMPLETE,"{'accuracy': 0.7412371134020619, 'balanced_accuracy': 0.7307748576974786, 'precision': 0.73694823481088, 'recall': 0.7412371134020619, 'f1': 0.737525631153562}","{'accuracy': 0.7358247422680413, 'balanced_accuracy': 0.7258389418980783, 'precision': 0.7310703225650864, 'recall': 0.7358247422680413, 'f1': 0.731594457352384}","{'accuracy': 0.7324742268041237, 'balanced_accuracy': 0.7211021182049077, 'precision': 0.7270286621039821, 'recall': 0.7324742268041237, 'f1': 0.7276567107538657}","{'accuracy': 0.7257731958762886, 'balanced_accuracy': 0.7153262186903829, 'precision': 0.720652995404365, 'recall': 0.7257731958762886, 'f1': 0.7206596850705491}","{'accuracy': 0.7412371134020619, 'balanced_accuracy': 0.7311570106493585, 'precision': 0.7366890847460459, 'recall': 0.7412371134020619, 'f1': 0.7374852961675735}",0.7353092783505154,0.7248398294280411,0.730477859926072,0.7353092783505155,0.7309843560995868,0.0065099644022243025,0.0067195394061831636,0.006877881312196518,0.0065099644022243025,0.00712556629403458
22,0.712448407800166,2024-07-24 17:40:50.018912,2024-07-24 17:41:41.534907,0 days 00:00:51.515995,cityblock,67,distance,COMPLETE,"{'accuracy': 0.7301546391752577, 'balanced_accuracy': 0.7138691170910135, 'precision': 0.7273442825573704, 'recall': 0.7301546391752577, 'f1': 0.7188502084951135}","{'accuracy': 0.729381443298969, 'balanced_accuracy': 0.7136765533974007, 'precision': 0.7247327620374369, 'recall': 0.729381443298969, 'f1': 0.7184458304267539}","{'accuracy': 0.718298969072165, 'balanced_accuracy': 0.702244124606887, 'precision': 0.7138158957267057, 'recall': 0.718298969072165, 'f1': 0.7071840457001474}","{'accuracy': 0.7121134020618557, 'balanced_accuracy': 0.6960300707201172, 'precision': 0.7082463111314863, 'recall': 0.7121134020618557, 'f1': 0.6999370969258109}","{'accuracy': 0.7280927835051546, 'balanced_accuracy': 0.7128145866244641, 'precision': 0.7220769198184889, 'recall': 0.7280927835051546, 'f1': 0.717824857453005}",0.7236082474226804,0.7077268904879765,0.7192432342542976,0.7236082474226804,0.712448407800166,0.008009619309800974,0.008153011755552145,0.007971511688967597,0.008009619309800974,0.008516230816566108
23,0.6885265199396052,2024-07-24 17:41:41.535907,2024-07-24 17:42:33.408962,0 days 00:00:51.873055,cityblock,130,distance,COMPLETE,"{'accuracy': 0.7157216494845361, 'balanced_accuracy': 0.6961198665988872, 'precision': 0.7157459853566677, 'recall': 0.7157216494845361, 'f1': 0.6994254154227747}","{'accuracy': 0.7074742268041238, 'balanced_accuracy': 0.6882601839790805, 'precision': 0.7026929749303858, 'recall': 0.7074742268041238, 'f1': 0.6906933312691788}","{'accuracy': 0.7007731958762886, 'balanced_accuracy': 0.6818977132969292, 'precision': 0.6964903012936071, 'recall': 0.7007731958762886, 'f1': 0.684661848402887}","{'accuracy': 0.690979381443299, 'balanced_accuracy': 0.6711038744159056, 'precision': 0.6858420407530795, 'recall': 0.690979381443299, 'f1': 0.6725092123118249}","{'accuracy': 0.7103092783505155, 'balanced_accuracy': 0.6917208854863173, 'precision': 0.7066035333904882, 'recall': 0.7103092783505155, 'f1': 0.6953427922913606}",0.7050515463917526,0.685820504755424,0.7014749671448457,0.7050515463917526,0.6885265199396052,0.009535385875922507,0.009731532295112866,0.011187973193597418,0.009535385875922507,0.01050514626973364
24,0.7154550635763035,2024-07-24 17:42:33.408962,2024-07-24 17:43:24.794238,0 days 00:00:51.385276,cityblock,52,distance,COMPLETE,"{'accuracy': 0.7332474226804123, 'balanced_accuracy': 0.7183762233643973, 'precision': 0.7303720357999473, 'recall': 0.7332474226804123, 'f1': 0.7239804378259728}","{'accuracy': 0.7306701030927835, 'balanced_accuracy': 0.7162605029135447, 'precision': 0.7253026417979548, 'recall': 0.7306701030927835, 'f1': 0.7211617836184003}","{'accuracy': 0.7164948453608248, 'balanced_accuracy': 0.7003024715519727, 'precision': 0.7115863672168625, 'recall': 0.7164948453608248, 'f1': 0.7057245113964481}","{'accuracy': 0.7164948453608248, 'balanced_accuracy': 0.7020019011306601, 'precision': 0.7117684880368036, 'recall': 0.7164948453608248, 'f1': 0.7064032598094375}","{'accuracy': 0.7296391752577319, 'balanced_accuracy': 0.7146938129197257, 'precision': 0.7229887793474046, 'recall': 0.7296391752577319, 'f1': 0.7200053252312587}",0.7253092783505155,0.7103269823760601,0.7204036624397945,0.7253092783505155,0.7154550635763035,0.008153052226102273,0.008497999035933802,0.008401818666864685,0.008153052226102273,0.008697303289282934
25,0.7337990288977632,2024-07-24 17:43:24.794238,2024-07-24 17:44:15.870982,0 days 00:00:51.076744,cityblock,8,distance,COMPLETE,"{'accuracy': 0.7425257731958763, 'balanced_accuracy': 0.7325115647015122, 'precision': 0.7386482226769608, 'recall': 0.7425257731958763, 'f1': 0.7396403196137448}","{'accuracy': 0.7396907216494846, 'balanced_accuracy': 0.731529927674124, 'precision': 0.7362117684263546, 'recall': 0.7396907216494846, 'f1': 0.7370054954646978}","{'accuracy': 0.729381443298969, 'balanced_accuracy': 0.7191663257490147, 'precision': 0.7248334910702536, 'recall': 0.729381443298969, 'f1': 0.7258374364446669}","{'accuracy': 0.7301546391752577, 'balanced_accuracy': 0.7203203356521911, 'precision': 0.7255111543961239, 'recall': 0.7301546391752577, 'f1': 0.7257250945311956}","{'accuracy': 0.7430412371134021, 'balanced_accuracy': 0.7344063835616742, 'precision': 0.7398563947731337, 'recall': 0.7430412371134021, 'f1': 0.740786798434511}",0.7369587628865979,0.7275869074677033,0.7330122062685653,0.736958762886598,0.7337990288977632,0.006692599771347244,0.00724593289104476,0.007280143486420411,0.006692599771347244,0.00744658308751443
26,0.7122801114134452,2024-07-24 17:44:15.871984,2024-07-24 17:45:07.380368,0 days 00:00:51.508384,cityblock,66,distance,COMPLETE,"{'accuracy': 0.731701030927835, 'balanced_accuracy': 0.7157696993721839, 'precision': 0.7292997470200981, 'recall': 0.731701030927835, 'f1': 0.7209827349568616}","{'accuracy': 0.7252577319587629, 'balanced_accuracy': 0.7095614874514024, 'precision': 0.7203050406440935, 'recall': 0.7252577319587629, 'f1': 0.7141779808194371}","{'accuracy': 0.7193298969072165, 'balanced_accuracy': 0.703226238372379, 'precision': 0.7146319312948294, 'recall': 0.7193298969072165, 'f1': 0.7081599126190654}","{'accuracy': 0.7115979381443299, 'balanced_accuracy': 0.6954795614990877, 'precision': 0.7077101577158247, 'recall': 0.7115979381443299, 'f1': 0.699474432734264}","{'accuracy': 0.7286082474226804, 'balanced_accuracy': 0.7136867231723022, 'precision': 0.7227253850929755, 'recall': 0.7286082474226804, 'f1': 0.7186054959375978}",0.723298969072165,0.7075447419734711,0.7189344523535642,0.723298969072165,0.7122801114134452,0.007988859284972909,0.008271323546027548,0.008188185000300706,0.007988859284972909,0.008664720115772045
27,0.6904961630428066,2024-07-24 17:45:07.381368,2024-07-24 17:45:59.208570,0 days 00:00:51.827202,cityblock,125,distance,COMPLETE,"{'accuracy': 0.7162371134020619, 'balanced_accuracy': 0.6968352636948724, 'precision': 0.7162758526519414, 'recall': 0.7162371134020619, 'f1': 0.7003785210832448}","{'accuracy': 0.7103092783505155, 'balanced_accuracy': 0.6912148361088, 'precision': 0.7062371356824895, 'recall': 0.7103092783505155, 'f1': 0.6937490083324351}","{'accuracy': 0.7025773195876288, 'balanced_accuracy': 0.68376871595131, 'precision': 0.6984136850770182, 'recall': 0.7025773195876288, 'f1': 0.686608095148335}","{'accuracy': 0.6938144329896907, 'balanced_accuracy': 0.6749379336988994, 'precision': 0.6891025792525367, 'recall': 0.6938144329896907, 'f1': 0.6768213326911412}","{'accuracy': 0.7100515463917526, 'balanced_accuracy': 0.6914035475042394, 'precision': 0.7062489014149256, 'recall': 0.7100515463917526, 'f1': 0.6949238579588771}",0.7065979381443299,0.6876320593916242,0.7032556308157822,0.7065979381443299,0.6904961630428066,0.008634212953697113,0.008482712282586482,0.010138152246609246,0.008634212953697113,0.009082463078459495
28,0.7053843240102695,2024-07-24 17:45:59.209570,2024-07-24 17:46:50.256290,0 days 00:00:51.046720,cityblock,3,distance,COMPLETE,"{'accuracy': 0.7056701030927836, 'balanced_accuracy': 0.6977865211450935, 'precision': 0.7035884638651813, 'recall': 0.7056701030927836, 'f1': 0.704423592539859}","{'accuracy': 0.7028350515463917, 'balanced_accuracy': 0.6955350382305459, 'precision': 0.7016423809666222, 'recall': 0.7028350515463917, 'f1': 0.702120094630196}","{'accuracy': 0.7082474226804124, 'balanced_accuracy': 0.6993801382730626, 'precision': 0.7058916815376567, 'recall': 0.7082474226804124, 'f1': 0.7068853377051464}","{'accuracy': 0.7015463917525773, 'balanced_accuracy': 0.6935782671834742, 'precision': 0.6982354406073321, 'recall': 0.7015463917525773, 'f1': 0.6993806293988419}","{'accuracy': 0.7146907216494846, 'balanced_accuracy': 0.7058289239509702, 'precision': 0.7136040976257079, 'recall': 0.7146907216494846, 'f1': 0.7141119657773042}",0.7065979381443299,0.6984217777566293,0.7045924129205,0.7065979381443299,0.7053843240102695,0.005214217546188701,0.004689900861159408,0.0057667204586004505,0.005214217546188701,0.005613539888456145
29,0.674025905655889,2024-07-24 17:46:50.256290,2024-07-24 17:47:02.251080,0 days 00:00:11.994790,cosine,170,distance,COMPLETE,"{'accuracy': 0.695360824742268, 'balanced_accuracy': 0.6762517842624617, 'precision': 0.691948707909877, 'recall': 0.695360824742268, 'f1': 0.6791638363927822}","{'accuracy': 0.6899484536082474, 'balanced_accuracy': 0.6701592105635278, 'precision': 0.6817850439782484, 'recall': 0.6899484536082474, 'f1': 0.6718041800775351}","{'accuracy': 0.6858247422680412, 'balanced_accuracy': 0.6668118569471982, 'precision': 0.6785262112465803, 'recall': 0.6858247422680412, 'f1': 0.6700535932473117}","{'accuracy': 0.6850515463917526, 'balanced_accuracy': 0.6647283508785925, 'precision': 0.6784123233790441, 'recall': 0.6850515463917526, 'f1': 0.6666866746691509}","{'accuracy': 0.6984536082474226, 'balanced_accuracy': 0.6795077751900358, 'precision': 0.6945792000265084, 'recall': 0.6984536082474226, 'f1': 0.682421243892666}",0.6909278350515464,0.6714917955683632,0.6850502973080517,0.6909278350515464,0.674025905655889,0.005869841824435638,0.006251704048249302,0.007675876692219729,0.005869841824435638,0.00654713063602194
30,0.7191704756382173,2024-07-24 17:47:02.252080,2024-07-24 17:47:53.584634,0 days 00:00:51.332554,cityblock,46,distance,COMPLETE,"{'accuracy': 0.7353092783505155, 'balanced_accuracy': 0.7211101989870622, 'precision': 0.7319262912661818, 'recall': 0.7353092783505155, 'f1': 0.7269473438781637}","{'accuracy': 0.731701030927835, 'balanced_accuracy': 0.7170868911043189, 'precision': 0.7262541379674254, 'recall': 0.731701030927835, 'f1': 0.7222108747514762}","{'accuracy': 0.7224226804123711, 'balanced_accuracy': 0.7071879367673212, 'precision': 0.7177808650600395, 'recall': 0.7224226804123711, 'f1': 0.712644939638922}","{'accuracy': 0.7216494845360825, 'balanced_accuracy': 0.7073417592697059, 'precision': 0.716596015642336, 'recall': 0.7216494845360825, 'f1': 0.7121862681987625}","{'accuracy': 0.7301546391752577, 'balanced_accuracy': 0.7165518731337714, 'precision': 0.7233169834374888, 'recall': 0.7301546391752577, 'f1': 0.7218629517237624}",0.7282474226804123,0.7138557318524359,0.7231748586746943,0.7282474226804124,0.7191704756382173,0.005976936933659112,0.00626953330465997,0.006294165464411038,0.005976936933659112,0.006487197150851436
31,0.7135613759134183,2024-07-24 17:47:53.585635,2024-07-24 17:48:44.586514,0 days 00:00:51.000879,cityblock,4,distance,COMPLETE,"{'accuracy': 0.7167525773195876, 'balanced_accuracy': 0.7079442957905643, 'precision': 0.7141577119656443, 'recall': 0.7167525773195876, 'f1': 0.7151688788982183}","{'accuracy': 0.7090206185567011, 'balanced_accuracy': 0.7018503241985464, 'precision': 0.7077012088347587, 'recall': 0.7090206185567011, 'f1': 0.7081052033444731}","{'accuracy': 0.7134020618556701, 'balanced_accuracy': 0.7045198555716449, 'precision': 0.7109128270696446, 'recall': 0.7134020618556701, 'f1': 0.7119534078986341}","{'accuracy': 0.7123711340206186, 'balanced_accuracy': 0.7040406808005836, 'precision': 0.7087115920302549, 'recall': 0.7123711340206186, 'f1': 0.7097170456290612}","{'accuracy': 0.7242268041237113, 'balanced_accuracy': 0.7148816468560995, 'precision': 0.7219024571675283, 'recall': 0.7242268041237113, 'f1': 0.7228623437967043}",0.7151546391752578,0.7066473606434877,0.7126771594135662,0.7151546391752578,0.7135613759134183,0.005772850689238557,0.005094559021523477,0.005720507668967149,0.005772850689238557,0.005835801679845767
32,0.7213995962817092,2024-07-24 17:48:44.587514,2024-07-24 17:49:35.840847,0 days 00:00:51.253333,cityblock,40,distance,COMPLETE,"{'accuracy': 0.7358247422680413, 'balanced_accuracy': 0.7222598517358757, 'precision': 0.7322874074458245, 'recall': 0.7358247422680413, 'f1': 0.727851059214778}","{'accuracy': 0.7353092783505155, 'balanced_accuracy': 0.7213743042915223, 'precision': 0.7297860161786262, 'recall': 0.7353092783505155, 'f1': 0.726716158261303}","{'accuracy': 0.7231958762886598, 'balanced_accuracy': 0.7083553557343204, 'precision': 0.7173402729489373, 'recall': 0.7231958762886598, 'f1': 0.7139003059615168}","{'accuracy': 0.725, 'balanced_accuracy': 0.7111901902939807, 'precision': 0.7201051423741472, 'recall': 0.725, 'f1': 0.7162388164337107}","{'accuracy': 0.7298969072164948, 'balanced_accuracy': 0.7166440891330526, 'precision': 0.7232068284373777, 'recall': 0.7298969072164948, 'f1': 0.7222916415372379}",0.7298453608247423,0.7159647582377503,0.7245451334769826,0.7298453608247424,0.7213995962817092,0.005772850689238612,0.006124793601261403,0.006340825149416046,0.005772850689238612,0.006195884802503464
