number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_kernel,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
20,0.5207768233636981,2024-07-10 12:52:33.873105,2024-07-10 12:54:23.278860,0 days 00:01:49.405755,9710660546.130873,0.06094163113530657,poly,COMPLETE,"{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5308537999115036, 'precision': 0.5238568554217, 'recall': 0.5233050847457628, 'f1': 0.5229566027941851}","{'accuracy': 0.509180790960452, 'balanced_accuracy': 0.5173911972573413, 'precision': 0.5071541271451158, 'recall': 0.509180790960452, 'f1': 0.5079049950275183}","{'accuracy': 0.5346045197740112, 'balanced_accuracy': 0.5377410600202239, 'precision': 0.5349465430663657, 'recall': 0.5346045197740112, 'f1': 0.534685245374891}","{'accuracy': 0.528954802259887, 'balanced_accuracy': 0.5347836868720762, 'precision': 0.5302174502428201, 'recall': 0.528954802259887, 'f1': 0.5291786491842249}","{'accuracy': 0.508833922261484, 'balanced_accuracy': 0.5107247410344468, 'precision': 0.5097465995190756, 'recall': 0.508833922261484, 'f1': 0.509158624437671}",0.5209758240003194,0.5262988970191184,0.5211843150790154,0.5209758240003194,0.5207768233636981,0.011633781419059953,0.011678648712850204,0.0123065676839369,0.011633781419059953,0.011931605396239633
21,0.5207748712555527,2024-07-10 12:54:23.279860,2024-07-10 12:56:09.400627,0 days 00:01:46.120767,2483827281.1818695,0.039994416995822415,poly,COMPLETE,"{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5308537999115036, 'precision': 0.5238568554217, 'recall': 0.5233050847457628, 'f1': 0.5229566027941851}","{'accuracy': 0.509180790960452, 'balanced_accuracy': 0.5173911972573413, 'precision': 0.5071541271451158, 'recall': 0.509180790960452, 'f1': 0.5079049950275183}","{'accuracy': 0.5346045197740112, 'balanced_accuracy': 0.5377410600202239, 'precision': 0.5349465430663657, 'recall': 0.5346045197740112, 'f1': 0.534685245374891}","{'accuracy': 0.5282485875706214, 'balanced_accuracy': 0.5341183508773989, 'precision': 0.5295684673380148, 'recall': 0.5282485875706214, 'f1': 0.5284847196888361}","{'accuracy': 0.5095406360424029, 'balanced_accuracy': 0.5113900770291241, 'precision': 0.5103798825798612, 'recall': 0.5095406360424029, 'f1': 0.5098427933923325}",0.5209759238186501,0.5262988970191184,0.5211811751102114,0.52097592381865,0.5207748712555527,0.011335191022389595,0.011340570110059758,0.012045925513980548,0.011335191022389595,0.011649509260514564
22,0.5207748712555527,2024-07-10 12:56:09.401626,2024-07-10 12:57:54.656561,0 days 00:01:45.254935,6262677112.586564,5.81606454212664,poly,COMPLETE,"{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5308537999115036, 'precision': 0.5238568554217, 'recall': 0.5233050847457628, 'f1': 0.5229566027941851}","{'accuracy': 0.509180790960452, 'balanced_accuracy': 0.5173911972573413, 'precision': 0.5071541271451158, 'recall': 0.509180790960452, 'f1': 0.5079049950275183}","{'accuracy': 0.5346045197740112, 'balanced_accuracy': 0.5377410600202239, 'precision': 0.5349465430663657, 'recall': 0.5346045197740112, 'f1': 0.534685245374891}","{'accuracy': 0.5282485875706214, 'balanced_accuracy': 0.5341183508773989, 'precision': 0.5295684673380148, 'recall': 0.5282485875706214, 'f1': 0.5284847196888361}","{'accuracy': 0.5095406360424029, 'balanced_accuracy': 0.5113900770291241, 'precision': 0.5103798825798612, 'recall': 0.5095406360424029, 'f1': 0.5098427933923325}",0.5209759238186501,0.5262988970191184,0.5211811751102114,0.52097592381865,0.5207748712555527,0.011335191022389595,0.011340570110059758,0.012045925513980548,0.011335191022389595,0.011649509260514564
23,0.5206380374646205,2024-07-10 12:57:54.657559,2024-07-10 12:59:43.087067,0 days 00:01:48.429508,14059867.623128729,0.10357474027525837,poly,COMPLETE,"{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5308537999115036, 'precision': 0.5238568554217, 'recall': 0.5233050847457628, 'f1': 0.5229566027941851}","{'accuracy': 0.509180790960452, 'balanced_accuracy': 0.5173911972573413, 'precision': 0.5071541271451158, 'recall': 0.509180790960452, 'f1': 0.5079049950275183}","{'accuracy': 0.5346045197740112, 'balanced_accuracy': 0.5377410600202239, 'precision': 0.5349465430663657, 'recall': 0.5346045197740112, 'f1': 0.534685245374891}","{'accuracy': 0.5282485875706214, 'balanced_accuracy': 0.5341183508773989, 'precision': 0.5295684673380148, 'recall': 0.5282485875706214, 'f1': 0.5284847196888361}","{'accuracy': 0.508833922261484, 'balanced_accuracy': 0.5107247410344468, 'precision': 0.5097465995190756, 'recall': 0.508833922261484, 'f1': 0.509158624437671}",0.5208345810624663,0.5261658298201829,0.5210545184980544,0.5208345810624663,0.5206380374646205,0.011516387546353798,0.011561001345346236,0.012190351462218531,0.011516387546353798,0.011812890314588459
24,0.21534102145881046,2024-07-10 12:59:43.088064,2024-07-10 13:01:33.657053,0 days 00:01:50.568989,1632.8011422100792,0.00011516907994761208,poly,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
25,0.21534102145881046,2024-07-10 13:01:33.657053,2024-07-10 13:03:18.406616,0 days 00:01:44.749563,309491.06901040435,1.4185940606915004e-06,poly,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
26,0.5415120819830259,2024-07-10 13:03:18.407616,2024-07-10 13:04:50.843681,0 days 00:01:32.436065,1.585340238100526,0.008077862591579025,rbf,COMPLETE,"{'accuracy': 0.5416666666666666, 'balanced_accuracy': 0.5597912189028403, 'precision': 0.5337334932214883, 'recall': 0.5416666666666666, 'f1': 0.5332967232402663}","{'accuracy': 0.5607344632768362, 'balanced_accuracy': 0.5753899759498569, 'precision': 0.5528308492667587, 'recall': 0.5607344632768362, 'f1': 0.5491471139541432}","{'accuracy': 0.557909604519774, 'balanced_accuracy': 0.5733154713015217, 'precision': 0.5514624265492954, 'recall': 0.557909604519774, 'f1': 0.5494041500494208}","{'accuracy': 0.5607344632768362, 'balanced_accuracy': 0.5821122175541348, 'precision': 0.5537886576761741, 'recall': 0.5607344632768362, 'f1': 0.5446055638311269}","{'accuracy': 0.5420494699646643, 'balanced_accuracy': 0.5554437454089723, 'precision': 0.5337100451307059, 'recall': 0.5420494699646643, 'f1': 0.5311068588401722}",0.5526189335409555,0.5692105258234652,0.5451050943688845,0.5526189335409555,0.5415120819830259,0.00989167017204667,0.011177403730310115,0.010424342817436993,0.00989167017204667,0.00874512534835748
27,0.5579558908036865,2024-07-10 13:04:50.843681,2024-07-10 13:06:26.500647,0 days 00:01:35.656966,2.2082328265651596,0.016854868782159964,rbf,COMPLETE,"{'accuracy': 0.5614406779661016, 'balanced_accuracy': 0.5748017384937091, 'precision': 0.5563737935783011, 'recall': 0.5614406779661016, 'f1': 0.5564892307837049}","{'accuracy': 0.5635593220338984, 'balanced_accuracy': 0.5759704460405951, 'precision': 0.5569178106375405, 'recall': 0.5635593220338984, 'f1': 0.556063062419198}","{'accuracy': 0.5600282485875706, 'balanced_accuracy': 0.5707866980714141, 'precision': 0.5570455540245519, 'recall': 0.5600282485875706, 'f1': 0.5559033395165661}","{'accuracy': 0.5635593220338984, 'balanced_accuracy': 0.5788060136780727, 'precision': 0.5575646717580044, 'recall': 0.5635593220338984, 'f1': 0.5536848785297541}","{'accuracy': 0.5717314487632509, 'balanced_accuracy': 0.5788338275288122, 'precision': 0.5673583221073478, 'recall': 0.5717314487632509, 'f1': 0.5676389427692095}",0.564063803876944,0.5758397447625205,0.5590520304211493,0.5640638038769439,0.5579558908036865,0.00454060232788987,0.0033313324508167648,0.004662631005405693,0.00454060232788987,0.005521546407137591
28,0.4936415287792177,2024-07-10 13:06:26.501647,2024-07-10 13:08:10.077637,0 days 00:01:43.575990,3.1600428867731085,0.00022520136507331705,rbf,COMPLETE,"{'accuracy': 0.5134180790960452, 'balanced_accuracy': 0.5354444649106259, 'precision': 0.4959263159952287, 'recall': 0.5134180790960452, 'f1': 0.49247041585696405}","{'accuracy': 0.5296610169491526, 'balanced_accuracy': 0.551507872366969, 'precision': 0.5156499135213062, 'recall': 0.5296610169491526, 'f1': 0.5037374441075809}","{'accuracy': 0.5056497175141242, 'balanced_accuracy': 0.527275827488176, 'precision': 0.48822100829237314, 'recall': 0.5056497175141242, 'f1': 0.48484972584000713}","{'accuracy': 0.5240112994350282, 'balanced_accuracy': 0.5494457227875278, 'precision': 0.5069472579672072, 'recall': 0.5240112994350282, 'f1': 0.49441087928719935}","{'accuracy': 0.5166077738515901, 'balanced_accuracy': 0.5365683658411823, 'precision': 0.5003198750559852, 'recall': 0.5166077738515901, 'f1': 0.4927391788043372}",0.517869577369188,0.5400484506788962,0.5014128741664201,0.5178695773691879,0.4936415287792177,0.009320565395567462,0.010198953955099782,0.010471926595750101,0.009320565395567462,0.006745386319503114
29,0.21534102145881046,2024-07-10 13:08:10.079639,2024-07-10 13:09:59.926935,0 days 00:01:49.847296,0.0010033022507711796,0.008603038351212096,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
30,0.21534102145881046,2024-07-10 13:09:59.927941,2024-07-10 13:11:56.460382,0 days 00:01:56.532441,0.024726874213141264,0.4980737508499506,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
31,0.21534102145881046,2024-07-10 13:11:56.461384,2024-07-10 13:13:40.659293,0 days 00:01:44.197909,8.72241318300245e-05,0.0004859564284740835,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
32,0.21534102145881046,2024-07-10 13:13:40.659293,2024-07-10 13:15:24.002306,0 days 00:01:43.343013,3.054724325545215e-08,0.011258562712041962,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
33,0.37642228983278064,2024-07-10 13:15:24.003307,2024-07-10 13:16:22.569646,0 days 00:00:58.566339,0.6203574946498731,9.76141551876409,sigmoid,COMPLETE,"{'accuracy': 0.3735875706214689, 'balanced_accuracy': 0.39387167363072123, 'precision': 0.37527498776005147, 'recall': 0.3735875706214689, 'f1': 0.36401505252351557}","{'accuracy': 0.3792372881355932, 'balanced_accuracy': 0.40005028889839744, 'precision': 0.3807034971143506, 'recall': 0.3792372881355932, 'f1': 0.3667230444145182}","{'accuracy': 0.3940677966101695, 'balanced_accuracy': 0.407880956683459, 'precision': 0.39725840190806105, 'recall': 0.3940677966101695, 'f1': 0.38970540032498185}","{'accuracy': 0.3679378531073446, 'balanced_accuracy': 0.3868717437551572, 'precision': 0.3658303247633751, 'recall': 0.3679378531073446, 'f1': 0.3564677808316253}","{'accuracy': 0.40636042402826855, 'balanced_accuracy': 0.4185047522643137, 'precision': 0.41600833868596826, 'recall': 0.40636042402826855, 'f1': 0.4052001710692625}",0.38423818650056896,0.4014358830464097,0.38701511004636135,0.38423818650056896,0.37642228983278064,0.015733404748575094,0.012289594776550807,0.019824192238901885,0.015733404748575094,0.02031504861930174
34,0.21534102145881046,2024-07-10 13:16:22.569646,2024-07-10 13:18:25.003113,0 days 00:02:02.433467,0.006001773850302851,0.20104554390401405,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
35,0.4685561973220402,2024-07-10 13:18:25.004117,2024-07-10 13:19:49.137168,0 days 00:01:24.133051,5.622266021065364,0.009248466924955009,sigmoid,COMPLETE,"{'accuracy': 0.4731638418079096, 'balanced_accuracy': 0.4888064596240051, 'precision': 0.4663580725436585, 'recall': 0.4731638418079096, 'f1': 0.4678797760988419}","{'accuracy': 0.4922316384180791, 'balanced_accuracy': 0.5067538762656971, 'precision': 0.4839011674119977, 'recall': 0.4922316384180791, 'f1': 0.48503908703270115}","{'accuracy': 0.481638418079096, 'balanced_accuracy': 0.4954369868217358, 'precision': 0.47594006237780134, 'recall': 0.481638418079096, 'f1': 0.47660682339506644}","{'accuracy': 0.4668079096045198, 'balanced_accuracy': 0.4872206445546234, 'precision': 0.4528889551084089, 'recall': 0.4668079096045198, 'f1': 0.4531633551019527}","{'accuracy': 0.47208480565371025, 'balanced_accuracy': 0.49005708485328564, 'precision': 0.4600242941636829, 'recall': 0.47208480565371025, 'f1': 0.46009194498163875}",0.47718532271266295,0.49365501042386944,0.4678225103211099,0.47718532271266295,0.4685561973220402,0.009951130091635637,0.007946859499739462,0.012352992448919246,0.009951130091635637,0.01270372916063621
36,0.4813820975975761,2024-07-10 13:19:49.138177,2024-07-10 13:55:55.181971,0 days 00:36:06.043794,87.22030150004139,0.3806474317705245,linear,COMPLETE,"{'accuracy': 0.4809322033898305, 'balanced_accuracy': 0.49416217045283095, 'precision': 0.47532963327399996, 'recall': 0.4809322033898305, 'f1': 0.47669444464921673}","{'accuracy': 0.5028248587570622, 'balanced_accuracy': 0.5158946440901944, 'precision': 0.49613063512608846, 'recall': 0.5028248587570622, 'f1': 0.4971504547253117}","{'accuracy': 0.4887005649717514, 'balanced_accuracy': 0.5022855257875738, 'precision': 0.48511158204548915, 'recall': 0.4887005649717514, 'f1': 0.48570075668595264}","{'accuracy': 0.4724576271186441, 'balanced_accuracy': 0.48337119775233733, 'precision': 0.4650935653678773, 'recall': 0.4724576271186441, 'f1': 0.46698849772091633}","{'accuracy': 0.48480565371024736, 'balanced_accuracy': 0.497627834193414, 'precision': 0.47962514074777296, 'recall': 0.48480565371024736, 'f1': 0.48037633420648307}",0.4859441815895071,0.4986682744552701,0.48025811131224555,0.4859441815895071,0.4813820975975761,0.011189931117823829,0.0118871817820162,0.01151246272075696,0.011189931117823829,0.011151830235458364
37,0.21534102145881046,2024-07-10 13:55:55.182972,2024-07-10 13:57:38.945026,0 days 00:01:43.762054,3.021840989642894e-08,0.018486224458128003,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
38,0.2152842110368503,2024-07-10 13:57:38.946012,2024-07-10 13:59:37.320503,0 days 00:01:58.374491,1605.747460329028,1.8025778307096987,rbf,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3855932203389831, 'balanced_accuracy': 0.3327239488117002, 'precision': 0.14905971132538778, 'recall': 0.3855932203389831, 'f1': 0.2150045785172515}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.3862127927172546,0.3332114564290067,0.1492359443563508,0.3862127927172546,0.2152842110368503,0.000365969755716814,0.0002725250429615678,0.00013436166303304573,0.000365969755716814,0.00019313720414648595
39,0.4902365536826584,2024-07-10 13:59:37.320503,2024-07-10 14:01:11.949122,0 days 00:01:34.628619,0.0008318224072538132,1.1953701774828144e-06,linear,COMPLETE,"{'accuracy': 0.5155367231638418, 'balanced_accuracy': 0.5371440603148417, 'precision': 0.4985028181968263, 'recall': 0.5155367231638418, 'f1': 0.4944586019421947}","{'accuracy': 0.528954802259887, 'balanced_accuracy': 0.5504009104171965, 'precision': 0.5135794505936049, 'recall': 0.528954802259887, 'f1': 0.5014338813268912}","{'accuracy': 0.5035310734463276, 'balanced_accuracy': 0.526152402028997, 'precision': 0.4843408220035863, 'recall': 0.5035310734463276, 'f1': 0.4806576644651274}","{'accuracy': 0.5127118644067796, 'balanced_accuracy': 0.5379337501770959, 'precision': 0.4926476899041312, 'recall': 0.5127118644067796, 'f1': 0.48279028771745014}","{'accuracy': 0.5151943462897527, 'balanced_accuracy': 0.5349388131600185, 'precision': 0.4992995576373107, 'recall': 0.5151943462897527, 'f1': 0.4918423329616282}",0.5151857619133178,0.5373139872196299,0.4976740676670919,0.5151857619133178,0.4902365536826584,0.009105790076810854,0.00868767770806202,0.010716227933165243,0.009105790076810854,0.008558422174052754
40,0.35323677718025465,2024-07-10 14:01:11.950116,2024-07-10 14:03:05.831102,0 days 00:01:53.880986,0.07634847852594204,0.0017022273769057253,rbf,COMPLETE,"{'accuracy': 0.4081920903954802, 'balanced_accuracy': 0.36405603664303215, 'precision': 0.46534656564824545, 'recall': 0.4081920903954802, 'f1': 0.341146552915482}","{'accuracy': 0.4152542372881356, 'balanced_accuracy': 0.3696869171335944, 'precision': 0.474364058121022, 'recall': 0.4152542372881356, 'f1': 0.3495730513262473}","{'accuracy': 0.4096045197740113, 'balanced_accuracy': 0.36581766520214476, 'precision': 0.4740849227113588, 'recall': 0.4096045197740113, 'f1': 0.34602188032323156}","{'accuracy': 0.4244350282485876, 'balanced_accuracy': 0.38050043502534714, 'precision': 0.5408065813707766, 'recall': 0.4244350282485876, 'f1': 0.3658035224745695}","{'accuracy': 0.41908127208480567, 'balanced_accuracy': 0.3760830957525146, 'precision': 0.44527101491341703, 'recall': 0.41908127208480567, 'f1': 0.3636388788617431}",0.41531342955820405,0.37122882995132656,0.47997462855296397,0.4153134295582041,0.35323677718025465,0.006721399149230503,0.006939627512355674,0.03600352289390705,0.006721399149230503,0.010929066214086066
41,0.21534102145881046,2024-07-10 14:03:05.831102,2024-07-10 14:04:44.764018,0 days 00:01:38.932916,86789750.85647908,1.4629629508868355e-10,poly,COMPLETE,"{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.3862994350282486, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14922725350314406, 'recall': 0.3862994350282486, 'f1': 0.21528863062705245}","{'accuracy': 0.38657243816254416, 'balanced_accuracy': 0.3333333333333333, 'precision': 0.14943824994693403, 'recall': 0.38657243816254416, 'f1': 0.21555058478584266}",0.38635403565510773,0.3333333333333333,0.14926945279190204,0.38635403565510773,0.21534102145881046,0.0001220907132710791,0.0,9.436047826501639e-05,0.0001220907132710791,0.00011714946120873757
42,0.3987708197934946,2024-07-10 14:04:44.765018,2024-07-10 14:05:56.080860,0 days 00:01:11.315842,67051178.5951719,0.14431410458118352,sigmoid,COMPLETE,"{'accuracy': 0.3898305084745763, 'balanced_accuracy': 0.38579111813201616, 'precision': 0.39036524503764614, 'recall': 0.3898305084745763, 'f1': 0.38983883796803076}","{'accuracy': 0.3912429378531073, 'balanced_accuracy': 0.40148413794248666, 'precision': 0.38988907097262193, 'recall': 0.3912429378531073, 'f1': 0.3871606304691984}","{'accuracy': 0.4046610169491525, 'balanced_accuracy': 0.4129778655073606, 'precision': 0.40780448745294945, 'recall': 0.4046610169491525, 'f1': 0.4035740226484523}","{'accuracy': 0.4145480225988701, 'balanced_accuracy': 0.42202348145295926, 'precision': 0.42416896491721756, 'recall': 0.4145480225988701, 'f1': 0.41390469245609274}","{'accuracy': 0.4049469964664311, 'balanced_accuracy': 0.4236184292220842, 'precision': 0.41233856921205875, 'recall': 0.4049469964664311, 'f1': 0.3993759154256989}",0.4010458964684275,0.40917900645138144,0.4049132675184988,0.4010458964684275,0.3987708197934946,0.010398052856103202,0.0157647797285018,0.01476183914874182,0.010398052856103202,0.010805644307885342
