number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_max_leaves,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,mse,rmse,mae,mdae,r2,mse_std,rmse_std,mae_std,mdae_std,r2_std
0,39.64491062401257,2024-07-10 18:40:05.079263,2024-07-10 18:40:12.350068,0 days 00:00:07.270805,0.5808361216819946,0.5780093202212182,8.661761457749352,1.5599452033620265,0.18361096041714062,10,4,218,COMPLETE,"{'mse': 1605.8024115794137, 'rmse': 40.07246450593492, 'mae': 30.564397421459095, 'mdae': 23.572027677270512, 'r2': 0.4624871869206354}","{'mse': 1556.2423675028426, 'rmse': 39.44923785705932, 'mae': 30.587437390433607, 'mdae': 24.589208353632806, 'r2': 0.4327994311431874}","{'mse': 1578.068625402412, 'rmse': 39.724911899240404, 'mae': 30.853437395031115, 'mdae': 25.26810260711914, 'r2': 0.4317613785535829}","{'mse': 1567.6623034589422, 'rmse': 39.59371545408365, 'mae': 30.740477500653455, 'mdae': 25.342187084570313, 'r2': 0.43045810635064563}","{'mse': 1551.1170531160612, 'rmse': 39.38422340374456, 'mae': 30.452829201299288, 'mdae': 24.15539533972656, 'r2': 0.46057457389096845}",1571.7785522119343,39.64491062401257,30.639715781775312,24.585384212463868,0.443616135371804,21.6933291071234,0.2729785385095313,0.15745025526175113,0.75010857810418,0.016388832332392616
1,41.82686707580335,2024-07-10 18:40:12.351067,2024-07-10 18:40:26.283405,0 days 00:00:13.932338,1.8182496720710062,0.9162213204002109,1.8340450985343382,2.1233911067827616,0.29127385712697834,8,0,321,COMPLETE,"{'mse': 1854.0704441168957, 'rmse': 43.05891828781694, 'mae': 32.380819639833604, 'mdae': 23.98006360376953, 'r2': 0.37938403076355454}","{'mse': 1770.219012831161, 'rmse': 42.073970728125495, 'mae': 31.851200794993805, 'mdae': 24.506364073945306, 'r2': 0.3548117876458303}","{'mse': 1692.2804024333843, 'rmse': 41.13733586941897, 'mae': 31.413140169344473, 'mdae': 24.39846627962402, 'r2': 0.39063544670985473}","{'mse': 1682.0494627783605, 'rmse': 41.01279632966229, 'mae': 30.923888151417888, 'mdae': 22.71022128120117, 'r2': 0.38890050865616355}","{'mse': 1751.5324972532471, 'rmse': 41.851314163993074, 'mae': 31.34025001659086, 'mdae': 23.538034155117188, 'r2': 0.39087694137809637}",1750.03036388261,41.82686707580335,31.581859754436124,23.826629878731445,0.3809217430306999,69.26513771104555,0.8242834052127666,0.5546732571515844,0.7318184545766494,0.015339630401552385
2,41.67027547810423,2024-07-10 18:40:26.284912,2024-07-10 18:40:32.451792,0 days 00:00:06.166880,2.9214464853521815,0.8059264473611898,3.663618432936917,1.3949386065204183,0.09445645065743215,6,2,187,COMPLETE,"{'mse': 1783.7052462025672, 'rmse': 42.23393477054402, 'mae': 32.947155779867884, 'mdae': 27.005988351806643, 'r2': 0.40293748615824176}","{'mse': 1709.8281328866863, 'rmse': 41.35006811223757, 'mae': 32.581301821445905, 'mdae': 26.8020235454541, 'r2': 0.3768223318730983}","{'mse': 1728.1313532732604, 'rmse': 41.57079928595625, 'mae': 33.10788698679261, 'mdae': 27.673857466015626, 'r2': 0.377726062064051}","{'mse': 1733.773965273513, 'rmse': 41.63861147148777, 'mae': 32.70325469903923, 'mdae': 27.35264033520508, 'r2': 0.3701086610534241}","{'mse': 1727.0643510708803, 'rmse': 41.55796375029556, 'mae': 32.91324275470391, 'mdae': 27.437362150595703, 'r2': 0.3993861252298283}",1736.5006097413814,41.67027547810423,32.85056840836991,27.25437436981543,0.3853961332757287,27.866739792164907,0.33307529232578287,0.20837218421206508,0.34836176530626434,0.014743352787411595
3,53.19216955318268,2024-07-10 18:40:32.452792,2024-07-10 18:40:40.273479,0 days 00:00:07.820687,6.075448519014383,0.7962072844310213,1.7052412368729153,0.46450412719997725,0.15912798713994736,9,1,255,COMPLETE,"{'mse': 2996.0654454077708, 'rmse': 54.736326561140096, 'mae': 43.8457860948098, 'mdae': 37.22641636708984, 'r2': -0.002877785036486058}","{'mse': 2747.200401895838, 'rmse': 52.41374249083763, 'mae': 42.57482340256376, 'mdae': 36.890008468183595, 'r2': -0.0012666813712980396}","{'mse': 2777.3124546841996, 'rmse': 52.70021304211397, 'mae': 42.8173008709724, 'mdae': 36.70566413613281, 'r2': -6.816888161331747e-05}","{'mse': 2754.872190605896, 'rmse': 52.48687636548679, 'mae': 42.72295256250158, 'mdae': 37.467108758496096, 'r2': -0.0008629541819686892}","{'mse': 2875.5000548223347, 'rmse': 53.62368930633489, 'mae': 43.89996006118336, 'mdae': 37.06036833335938, 'r2': -5.088159007460291e-07}",2830.1901094832074,53.19216955318268,43.172164598406184,37.069913212652345,-0.00101521965745337,105.97611176724082,0.9894491577853826,0.6457531220513578,0.29469974148929057,0.001170695394168476
4,39.773620323922884,2024-07-10 18:40:40.274985,2024-07-10 18:40:44.872526,0 days 00:00:04.597541,6.842330265121569,0.6523068845866853,4.4015249373960135,0.9767211400638387,0.24443523095377373,10,5,79,COMPLETE,"{'mse': 1625.7269425145003, 'rmse': 40.32030434550935, 'mae': 30.805841235608497, 'mdae': 23.7973920213379, 'r2': 0.45581781676962696}","{'mse': 1549.8301688918575, 'rmse': 39.36788245374467, 'mae': 30.5703566665521, 'mdae': 24.70355763345703, 'r2': 0.43513647245225384}","{'mse': 1575.9953153386712, 'rmse': 39.698807480057525, 'mae': 30.917739469887863, 'mdae': 25.574473059375, 'r2': 0.4325079461194583}","{'mse': 1585.0472584648971, 'rmse': 39.812651989849876, 'mae': 30.878750328690916, 'mdae': 24.985484503789063, 'r2': 0.42414203931678685}","{'mse': 1573.5863498908816, 'rmse': 39.66845535045298, 'mae': 30.551373638963394, 'mdae': 23.72238107149414, 'r2': 0.45276052145515855}",1582.0372070201615,39.773620323922884,30.744812267940553,24.55665765789063,0.44007295922265693,27.672496018491124,0.34701107437367484,0.1727867299750462,0.7927676184643576,0.013640631478336695
5,40.442027008894335,2024-07-10 18:40:44.873525,2024-07-10 18:40:50.656834,0 days 00:00:05.783309,3.1171107608941098,0.6293899908000085,5.200680211778108,6.62522284353982,0.2737029166028468,6,0,105,COMPLETE,"{'mse': 1697.7152663850054, 'rmse': 41.20334047604642, 'mae': 31.372667204418242, 'mdae': 24.382555733271484, 'r2': 0.4317210498240319}","{'mse': 1604.1876423147762, 'rmse': 40.05231132300327, 'mae': 30.50546151499879, 'mdae': 23.3472754678711, 'r2': 0.4153249119325573}","{'mse': 1649.7818566213277, 'rmse': 40.61750677505117, 'mae': 31.043291098466096, 'mdae': 24.554379526357422, 'r2': 0.4059385296664417}","{'mse': 1614.1792096767942, 'rmse': 40.176849175573665, 'mae': 30.79235120106737, 'mdae': 23.157759864970703, 'r2': 0.41355821228827716}","{'mse': 1612.8358243343114, 'rmse': 40.16012729479716, 'mae': 30.283469410797434, 'mdae': 22.125817100976576, 'r2': 0.4391108975059733}",1635.7399598664429,40.442027008894335,30.799448085949585,23.513557538689458,0.4211307202434563,38.80440567332696,0.47750821760464074,0.4303347637065009,0.9897643035544843,0.013759494870990313
6,39.77283023590886,2024-07-10 18:40:50.657838,2024-07-10 18:40:59.880728,0 days 00:00:09.222890,5.978999788110851,0.9697494707820946,9.218742350231167,8.948273504276488,0.2347885187747232,3,5,296,COMPLETE,"{'mse': 1629.646329664205, 'rmse': 40.368878231432255, 'mae': 30.86277220173857, 'mdae': 24.3825327117041, 'r2': 0.45450587403172016}","{'mse': 1555.2987066561113, 'rmse': 39.437275598805144, 'mae': 30.597354472733407, 'mdae': 23.935192971875, 'r2': 0.433143365340232}","{'mse': 1603.02486934103, 'rmse': 40.03779301286511, 'mae': 31.05185808953985, 'mdae': 24.68968411710938, 'r2': 0.42277501292671116}","{'mse': 1579.0993374757422, 'rmse': 39.73788290127875, 'mae': 30.73933195562854, 'mdae': 24.44774220970215, 'r2': 0.4263029576318891}","{'mse': 1543.100777335471, 'rmse': 39.282321435163055, 'mae': 30.236012952373752, 'mdae': 23.403964183886714, 'r2': 0.46336236026084}",1582.0340040945118,39.77283023590886,30.69746593440282,24.17182323885547,0.4400179140382785,35.166512881951675,0.44155849001815917,0.3072596152919888,0.508505423077254,0.017941162462225633
7,39.53424717458397,2024-07-10 18:40:59.881745,2024-07-10 18:41:04.701437,0 days 00:00:04.819692,8.287375091519294,0.6943386448447411,3.567533266935893,2.713490317738959,0.10434579592134664,3,0,89,COMPLETE,"{'mse': 1598.0188769847405, 'rmse': 39.97522829184019, 'mae': 30.540870189980385, 'mdae': 23.48272031921875, 'r2': 0.46509258192161096}","{'mse': 1533.7466875474292, 'rmse': 39.16307811635124, 'mae': 30.348703252423224, 'mdae': 24.122667302705082, 'r2': 0.44099838699606353}","{'mse': 1569.9120744043068, 'rmse': 39.62211597585756, 'mae': 30.811630489036922, 'mdae': 25.04983979226563, 'r2': 0.4346984290850442}","{'mse': 1559.244078196448, 'rmse': 39.487264759621524, 'mae': 30.651223049009623, 'mdae': 25.32087109835937, 'r2': 0.43351650224789284}","{'mse': 1554.2161944074985, 'rmse': 39.423548729249354, 'mae': 30.31636309180464, 'mdae': 23.92645397226562, 'r2': 0.4594967986138885}",1563.0275823080847,39.53424717458397,30.53375801445096,24.380510496962888,0.4467605397729001,23.564343788091428,0.2976630792180899,0.20770625102455215,0.7763628999875473,0.014597752459199495
8,40.48388193044723,2024-07-10 18:41:04.702438,2024-07-10 18:41:12.908468,0 days 00:00:08.206030,7.722447692966574,0.5372753218398854,1.987156815341724,9.868869366005173,0.2426371244186715,6,0,176,COMPLETE,"{'mse': 1750.4522869047034, 'rmse': 41.83840683994436, 'mae': 31.615592959921262, 'mdae': 24.184799823945315, 'r2': 0.41406830248191895}","{'mse': 1599.024629948437, 'rmse': 39.9878060156898, 'mae': 30.350797388771742, 'mdae': 22.887750582197267, 'r2': 0.41720666480881485}","{'mse': 1632.8101486138332, 'rmse': 40.408045592602384, 'mae': 30.5831318614955, 'mdae': 23.015039750146478, 'r2': 0.41204978478331644}","{'mse': 1612.9664658416268, 'rmse': 40.16175376949601, 'mae': 30.599735309606967, 'mdae': 23.30433906798828, 'r2': 0.41399880999791694}","{'mse': 1601.8723422002297, 'rmse': 40.02339743450361, 'mae': 30.41654650622868, 'mdae': 23.373167787890623, 'r2': 0.44292362138128305}",1639.425174701766,40.48388193044723,30.71316080520483,23.353019402433592,0.4200494366906501,63.469009630818015,0.7749826960762771,0.5156170941323851,0.5062952998134274,0.012919831245700503
9,39.991978699558636,2024-07-10 18:41:12.909469,2024-07-10 18:41:16.771145,0 days 00:00:03.861676,3.5846572854427263,0.8856351733429728,1.1586905952512971,0.7404465173409036,0.2214120787318863,9,4,52,COMPLETE,"{'mse': 1621.5051273883712, 'rmse': 40.267916849377386, 'mae': 30.896715385553666, 'mdae': 23.602166735380862, 'r2': 0.4572309917084506}","{'mse': 1590.2050428778923, 'rmse': 39.87737507507098, 'mae': 31.05256314513769, 'mdae': 25.20252778842773, 'r2': 0.4204211222146508}","{'mse': 1598.2398353331268, 'rmse': 39.97799188720122, 'mae': 31.18899864206955, 'mdae': 25.854908864335936, 'r2': 0.4244980312317813}","{'mse': 1599.1870286175333, 'rmse': 39.98983656652692, 'mae': 31.19121037947828, 'mdae': 25.78903598829102, 'r2': 0.41900496901106454}","{'mse': 1587.765328046205, 'rmse': 39.846773119616664, 'mae': 30.867890811708705, 'mdae': 24.651081589023438, 'r2': 0.44782955810983216}",1599.3804724526258,39.991978699558636,31.03947567278958,25.019944193091796,0.4337969344551559,13.32233948152894,0.16625337092164041,0.1544131516844432,0.931149491385213,0.017537486720840302
10,42.569668410521004,2024-07-10 18:41:16.772143,2024-07-10 18:41:27.827596,0 days 00:00:11.055453,9.709367151705008,0.7102020040921988,6.7657237974278,3.8029296025181085,0.015208943928297747,2,2,476,COMPLETE,"{'mse': 1869.0809680616455, 'rmse': 43.23286907043813, 'mae': 33.91284549705636, 'mdae': 28.355890256669923, 'r2': 0.3743595340426896}","{'mse': 1782.8041234626835, 'rmse': 42.22326519186648, 'mae': 33.48220169335934, 'mdae': 28.409710468286136, 'r2': 0.3502249173366897}","{'mse': 1791.7420931474087, 'rmse': 42.328974629057676, 'mae': 33.921482264190885, 'mdae': 28.51751059966797, 'r2': 0.3548207976456197}","{'mse': 1812.7912448572101, 'rmse': 42.5768862747995, 'mae': 33.675245852801325, 'mdae': 28.51516944947266, 'r2': 0.34140117032291295}","{'mse': 1805.0896717551855, 'rmse': 42.48634688644324, 'mae': 33.84041809599314, 'mdae': 28.963926783964844, 'r2': 0.37225158901099664}",1812.301620256827,42.569668410521004,33.76643868068021,28.552441511612308,0.3586116016717817,33.796977463464074,0.39520829178523725,0.18711842465205314,0.24027799063628877,0.014273684222092079
11,39.972236766452546,2024-07-10 18:41:27.828595,2024-07-10 18:41:34.205478,0 days 00:00:06.376883,0.6782026776262082,0.5106977741957487,9.391552956706988,3.5389486257191867,0.13758526931320197,4,3,179,COMPLETE,"{'mse': 1640.5426088448385, 'rmse': 40.5036122937799, 'mae': 31.197608771453414, 'mdae': 24.098965225439457, 'r2': 0.4508585450501178}","{'mse': 1579.9518165036873, 'rmse': 39.74860773038079, 'mae': 31.02691124911427, 'mdae': 25.040735895434572, 'r2': 0.4241580952938496}","{'mse': 1592.1772254001617, 'rmse': 39.90209550136636, 'mae': 31.33972088057094, 'mdae': 25.983477380292967, 'r2': 0.4266810852860985}","{'mse': 1594.8352731961234, 'rmse': 39.93538873225254, 'mae': 31.169712889345643, 'mdae': 24.85113660631348, 'r2': 0.4205859900115313}","{'mse': 1581.7705875435274, 'rmse': 39.77147957448311, 'mae': 30.90967592366485, 'mdae': 24.74112429009766, 'r2': 0.4499143236944627}",1597.8555022976675,39.972236766452546,31.128725942829824,24.943087879515623,0.4344396078672119,24.712446891079058,0.30779494864136286,0.1652972930577076,0.6807592877734597,0.014721372467262201
12,39.93767734223586,2024-07-10 18:41:34.206478,2024-07-10 18:41:45.222213,0 days 00:00:11.015735,9.942502322437742,0.6030871527022862,7.421923521232226,5.2777889303003205,0.07216777432365519,4,3,389,COMPLETE,"{'mse': 1643.2978739519576, 'rmse': 40.53761060980232, 'mae': 31.211095203579653, 'mdae': 24.136534590302734, 'r2': 0.44993627074798226}","{'mse': 1579.4786360193877, 'rmse': 39.74265512040417, 'mae': 31.051206760633896, 'mdae': 25.160168730117185, 'r2': 0.42433055444640266}","{'mse': 1593.368332528522, 'rmse': 39.917018081621805, 'mae': 31.3764372084755, 'mdae': 25.671066432377927, 'r2': 0.4262521856414826}","{'mse': 1584.7695329838984, 'rmse': 39.80916393223925, 'mae': 30.975638495406066, 'mdae': 24.91540417054199, 'r2': 0.42424293878730013}","{'mse': 1574.6562801895811, 'rmse': 39.68193896711174, 'mae': 30.840061536493902, 'mdae': 24.529673861523435, 'r2': 0.4523884363142445}",1595.1141311346696,39.93767734223586,31.090887840917798,24.882569556972655,0.4354300771874824,27.8151216442971,0.3465177523051092,0.208422099425092,0.5875734589528849,0.01441007251700731
13,39.62592935245994,2024-07-10 18:41:45.222213,2024-07-10 18:41:52.616337,0 days 00:00:07.394124,8.186654304763922,0.6866160227800735,5.800327198738529,2.885760657853208,0.17041807166868103,7,4,223,COMPLETE,"{'mse': 1628.0389849904157, 'rmse': 40.3489651043297, 'mae': 30.798950773932834, 'mdae': 23.847689707568357, 'r2': 0.45504390308869913}","{'mse': 1539.2979536896662, 'rmse': 39.23388782276957, 'mae': 30.44407221327713, 'mdae': 24.590283144160153, 'r2': 0.43897512803621097}","{'mse': 1578.7671863088578, 'rmse': 39.73370340540708, 'mae': 30.932147021089296, 'mdae': 25.336921137597656, 'r2': 0.43150983734676496}","{'mse': 1558.7421595544859, 'rmse': 39.48090879848748, 'mae': 30.624889200575318, 'mdae': 25.22404303629883, 'r2': 0.4336988525494663}","{'mse': 1547.0205118780354, 'rmse': 39.33218163130588, 'mae': 30.29726526668629, 'mdae': 23.674436148242194, 'r2': 0.46199921073475536}",1570.373359284292,39.62592935245994,30.619464895112174,24.534674634773438,0.4442453863511793,35.50387951408313,0.44592913975489795,0.2571915186638267,0.7638519317492285,0.013537036698945262
14,39.8216398595951,2024-07-10 18:41:52.617341,2024-07-10 18:41:58.013331,0 days 00:00:05.395990,8.343963925162559,0.6955970657877261,6.007309409234192,3.03446300888558,0.09991079586062446,7,4,131,COMPLETE,"{'mse': 1618.983529367012, 'rmse': 40.23659440567767, 'mae': 30.82865366850652, 'mdae': 23.944714961000976, 'r2': 0.4580750502527289}","{'mse': 1567.595682246576, 'rmse': 39.59287413470479, 'mae': 30.810636178442596, 'mdae': 24.73666970794922, 'r2': 0.4286615110379862}","{'mse': 1592.4947404928266, 'rmse': 39.90607397994479, 'mae': 31.152981311105552, 'mdae': 25.828595823203123, 'r2': 0.42656675290812696}","{'mse': 1574.1597070051923, 'rmse': 39.67568155690829, 'mae': 30.900108075527864, 'mdae': 25.511284389423828, 'r2': 0.4280975574547704}","{'mse': 1575.849841676043, 'rmse': 39.696975220739965, 'mae': 30.71862632281847, 'mdae': 24.649764823496092, 'r2': 0.45197335647734327}",1585.81670015753,39.8216398595951,30.8822011112802,24.934205941014646,0.4386748456261912,20.687339326178062,0.2590826370014513,0.16461178242001412,0.7469893756300627,0.015099421630608935
15,53.19216955318268,2024-07-10 18:41:58.013838,2024-07-10 18:42:06.873370,0 days 00:00:08.859532,8.44834537862892,0.7681206854198875,3.6340770128399646,5.108020109287404,0.04914375833197767,5,1,356,COMPLETE,"{'mse': 2996.0654454077708, 'rmse': 54.736326561140096, 'mae': 43.8457860948098, 'mdae': 37.22641636708984, 'r2': -0.002877785036486058}","{'mse': 2747.200401895838, 'rmse': 52.41374249083763, 'mae': 42.57482340256376, 'mdae': 36.890008468183595, 'r2': -0.0012666813712980396}","{'mse': 2777.3124546841996, 'rmse': 52.70021304211397, 'mae': 42.8173008709724, 'mdae': 36.70566413613281, 'r2': -6.816888161331747e-05}","{'mse': 2754.872190605896, 'rmse': 52.48687636548679, 'mae': 42.72295256250158, 'mdae': 37.467108758496096, 'r2': -0.0008629541819686892}","{'mse': 2875.5000548223347, 'rmse': 53.62368930633489, 'mae': 43.89996006118336, 'mdae': 37.06036833335938, 'r2': -5.088159007460291e-07}",2830.1901094832074,53.19216955318268,43.172164598406184,37.069913212652345,-0.00101521965745337,105.97611176724082,0.9894491577853826,0.6457531220513578,0.29469974148929057,0.001170695394168476
16,53.19216955318268,2024-07-10 18:42:06.873873,2024-07-10 18:42:12.138467,0 days 00:00:05.264594,5.425481892393395,0.8352725713024434,0.20913566483403834,6.690016240841771,0.12920015381438638,7,1,138,COMPLETE,"{'mse': 2996.0654454077708, 'rmse': 54.736326561140096, 'mae': 43.8457860948098, 'mdae': 37.22641636708984, 'r2': -0.002877785036486058}","{'mse': 2747.200401895838, 'rmse': 52.41374249083763, 'mae': 42.57482340256376, 'mdae': 36.890008468183595, 'r2': -0.0012666813712980396}","{'mse': 2777.3124546841996, 'rmse': 52.70021304211397, 'mae': 42.8173008709724, 'mdae': 36.70566413613281, 'r2': -6.816888161331747e-05}","{'mse': 2754.872190605896, 'rmse': 52.48687636548679, 'mae': 42.72295256250158, 'mdae': 37.467108758496096, 'r2': -0.0008629541819686892}","{'mse': 2875.5000548223347, 'rmse': 53.62368930633489, 'mae': 43.89996006118336, 'mdae': 37.06036833335938, 'r2': -5.088159007460291e-07}",2830.1901094832074,53.19216955318268,43.172164598406184,37.069913212652345,-0.00101521965745337,105.97611176724082,0.9894491577853826,0.6457531220513578,0.29469974148929057,0.001170695394168476
17,39.82108559244479,2024-07-10 18:42:12.139464,2024-07-10 18:42:19.509773,0 days 00:00:07.370309,4.2210960319082025,0.709219838615064,3.201921277932111,2.6132949378227024,0.18242475372996086,2,3,237,COMPLETE,"{'mse': 1635.530179171986, 'rmse': 40.44168862908652, 'mae': 30.928325672675257, 'mdae': 23.915907027246092, 'r2': 0.45253636366241357}","{'mse': 1566.4822264550417, 'rmse': 39.578810321370725, 'mae': 30.90735565514842, 'mdae': 24.254394402812498, 'r2': 0.42906733006177267}","{'mse': 1582.4798077830544, 'rmse': 39.780394766556235, 'mae': 31.20248970786097, 'mdae': 25.995487160405272, 'r2': 0.43017297855970693}","{'mse': 1581.9741030392397, 'rmse': 39.77403805297168, 'mae': 30.87109522190198, 'mdae': 24.96607867057617, 'r2': 0.4252585366368702}","{'mse': 1562.6601292046057, 'rmse': 39.53049619223879, 'mae': 30.68829521110881, 'mdae': 24.33643763418945, 'r2': 0.4565602870741461}",1585.8252891307857,39.82108559244479,30.919512293739093,24.693660979045895,0.4387190991989819,29.186378166238804,0.3647454077356549,0.18446356588669513,0.8207355935040633,0.014633902008665246
18,40.56035353096028,2024-07-10 18:42:19.510772,2024-07-10 18:42:30.344019,0 days 00:00:10.833247,7.783085076350377,0.6640564083643342,5.417611205468261,4.299660058352337,0.19167888492996876,4,2,442,COMPLETE,"{'mse': 1694.1065412349035, 'rmse': 41.15952552247054, 'mae': 31.889959733081927, 'mdae': 25.85063933245605, 'r2': 0.43292900417325575}","{'mse': 1619.314403686321, 'rmse': 40.24070580502187, 'mae': 31.55728100517498, 'mdae': 25.72260897955078, 'r2': 0.40981169121959804}","{'mse': 1646.915649122781, 'rmse': 40.5822085293886, 'mae': 32.048301273634756, 'mdae': 26.95342478253417, 'r2': 0.4069706075948262}","{'mse': 1635.219270782909, 'rmse': 40.437844536806224, 'mae': 31.618819921417792, 'mdae': 25.921292873623045, 'r2': 0.4059142214756929}","{'mse': 1630.6641903676434, 'rmse': 40.38148326111416, 'mae': 31.680171540932836, 'mdae': 25.169319579296882, 'r2': 0.4329108019522315}",1645.2440110389114,40.56035353096028,31.758906694848463,25.923457109492187,0.41770726528312085,29.050612543042202,0.3566028645944009,0.2045730727330455,0.6471483419261257,0.013960127617974561
19,39.63854551753516,2024-07-10 18:42:30.344019,2024-07-10 18:42:38.662075,0 days 00:00:08.318056,9.04164732570101,0.7504178497498635,7.670325785274439,6.3039938943049165,0.1134441512153406,5,4,284,COMPLETE,"{'mse': 1618.0423579169285, 'rmse': 40.22489723935822, 'mae': 30.688707834445797, 'mdae': 23.517491384653326, 'r2': 0.4583900900795944}","{'mse': 1543.8014847604409, 'rmse': 39.291239287663615, 'mae': 30.503034493270217, 'mdae': 24.350272504248046, 'r2': 0.4373337349996581}","{'mse': 1573.295871244754, 'rmse': 39.66479385103059, 'mae': 30.895259146647525, 'mdae': 25.366428612924807, 'r2': 0.43347997507048563}","{'mse': 1567.1919776011155, 'rmse': 39.587775608148476, 'mae': 30.73114684932336, 'mdae': 25.04430066126953, 'r2': 0.4306289787886113}","{'mse': 1554.253479233556, 'rmse': 39.424021601474855, 'mae': 30.42875534049774, 'mdae': 23.918454702929694, 'r2': 0.4594838322274104}",1571.317034151359,39.63854551753516,30.649380732836924,24.439389573205084,0.44386332223315195,28.515163218448937,0.3583702792729618,0.18626681043893709,0.7672239025752398,0.013969829729576841
20,39.63038670951802,2024-07-10 18:42:38.663073,2024-07-10 18:42:44.553014,0 days 00:00:05.889941,6.926677466297347,0.5679252264422305,2.761604930292873,2.394117999785312,0.15571365929331854,7,5,136,COMPLETE,"{'mse': 1605.1765036651848, 'rmse': 40.064654043997244, 'mae': 30.57077070335062, 'mdae': 23.478429764370116, 'r2': 0.46269669807921865}","{'mse': 1553.7947298627314, 'rmse': 39.41820302680897, 'mae': 30.590813802255, 'mdae': 24.699623337109372, 'r2': 0.4336915167789577}","{'mse': 1578.4685341361676, 'rmse': 39.72994505579095, 'mae': 30.936792202832866, 'mdae': 25.49233292591797, 'r2': 0.43161737747282136}","{'mse': 1558.9725846011202, 'rmse': 39.48382687381151, 'mae': 30.59338578937341, 'mdae': 25.047206724541017, 'r2': 0.4336151376338784}","{'mse': 1556.7210569108333, 'rmse': 39.4553045471814, 'mae': 30.373654548184096, 'mdae': 23.461021655527347, 'r2': 0.4586256931608915}",1570.6266818352076,39.63038670951802,30.6130834091992,24.435722881493163,0.44404928462515353,21.608353882676532,0.2718710385123124,0.2029703545220534,0.9255313769333856,0.015255366334203654
21,39.62637648543214,2024-07-10 18:42:44.553014,2024-07-10 18:42:50.283838,0 days 00:00:05.730824,6.795136644437667,0.5736306798333981,2.637734226428301,2.054250832209088,0.15419524391589143,7,5,139,COMPLETE,"{'mse': 1613.1711246648258, 'rmse': 40.16430162052897, 'mae': 30.670391025430703, 'mdae': 23.617364320507818, 'r2': 0.46002064578783264}","{'mse': 1549.2907120444422, 'rmse': 39.361030373256774, 'mae': 30.439679642181304, 'mdae': 24.1833108549707, 'r2': 0.4353330872194118}","{'mse': 1574.9383603786644, 'rmse': 39.68549307213738, 'mae': 30.812637584412073, 'mdae': 25.29466669412109, 'r2': 0.43288853959919493}","{'mse': 1561.8967840539683, 'rmse': 39.52083987030094, 'mae': 30.71333009986382, 'mdae': 24.626641694931642, 'r2': 0.4325527569858849}","{'mse': 1552.3771383331089, 'rmse': 39.40021749093663, 'mae': 30.369838399199203, 'mdae': 23.571843562207036, 'r2': 0.4601363593772577}",1570.3348238950018,39.62637648543214,30.60117535021742,24.258765425347658,0.4441862777939164,25.945494996611583,0.32617198261184605,0.18820429237570763,0.7241158063304789,0.014547241923624821
22,40.14310538500682,2024-07-10 18:42:50.284842,2024-07-10 18:42:55.284993,0 days 00:00:05.000151,7.018281193973781,0.6114531591706283,4.445430201557547,4.130565941746692,0.06680293643459219,8,5,92,COMPLETE,"{'mse': 1636.744320820371, 'rmse': 40.45669685998069, 'mae': 31.012595807756746, 'mdae': 24.210641406376954, 'r2': 0.45212995208388174}","{'mse': 1590.7674483015994, 'rmse': 39.88442613729824, 'mae': 31.016743573660822, 'mdae': 25.61650960722656, 'r2': 0.4202161434254107}","{'mse': 1619.4713790644662, 'rmse': 40.242656212835485, 'mae': 31.51139464751807, 'mdae': 26.201886476689456, 'r2': 0.4168528737608892}","{'mse': 1611.518737387923, 'rmse': 40.14372600280053, 'mae': 31.3126424304015, 'mdae': 25.416396490624997, 'r2': 0.414524779145222}","{'mse': 1599.0418804489136, 'rmse': 39.98802171211916, 'mae': 30.961124527579095, 'mdae': 25.186530731464842, 'r2': 0.44390795910951697}",1611.5087532046548,40.14310538500682,31.162900197383248,25.32639294247656,0.4295263415049842,17.929459198090658,0.2231682462042407,0.23902808791432512,0.7285636853891491,0.0172488954885581
