number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
10,0.5962093897856992,2024-07-10 20:46:58.006214,2024-07-10 20:47:20.934479,0 days 00:00:22.928265,entropy,8,0.8770690800880656,1,14,446,COMPLETE,"{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.6348138513530129, 'precision': 0.6140270332234665, 'recall': 0.6101694915254238, 'f1': 0.5959616692413994}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6367205974348101, 'precision': 0.6157397839991232, 'recall': 0.6122881355932204, 'f1': 0.5955545104012}","{'accuracy': 0.6122881355932204, 'balanced_accuracy': 0.6380181507001629, 'precision': 0.6242286870904796, 'recall': 0.6122881355932204, 'f1': 0.5947272920262198}","{'accuracy': 0.6179378531073446, 'balanced_accuracy': 0.6438217608711253, 'precision': 0.6293480203766851, 'recall': 0.6179378531073446, 'f1': 0.5998252291318507}","{'accuracy': 0.6120141342756183, 'balanced_accuracy': 0.637196606227973, 'precision': 0.6154239957020079, 'recall': 0.6120141342756183, 'f1': 0.5949782481278262}",0.6129395500189655,0.6381141933174168,0.6197535040783524,0.6129395500189655,0.5962093897856992,0.002930927055861138,0.00340080447090142,0.006703153476127985,0.002930927055861138,0.0020782715296546028
11,0.5928237253443107,2024-07-10 20:47:20.935487,2024-07-10 20:47:38.986850,0 days 00:00:18.051363,entropy,8,0.7651456131166201,12,8,403,COMPLETE,"{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6327285814667462, 'precision': 0.6095015457289111, 'recall': 0.6080508474576272, 'f1': 0.5921997438031534}","{'accuracy': 0.6094632768361582, 'balanced_accuracy': 0.6322641227626088, 'precision': 0.6097376910559585, 'recall': 0.6094632768361582, 'f1': 0.5936637308672569}","{'accuracy': 0.6038135593220338, 'balanced_accuracy': 0.6287199102840869, 'precision': 0.6093133104707753, 'recall': 0.6038135593220338, 'f1': 0.5877831695481198}","{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.638722782953289, 'precision': 0.6217917671407759, 'recall': 0.6129943502824858, 'f1': 0.5939711088048854}","{'accuracy': 0.6113074204946997, 'balanced_accuracy': 0.6341402246988223, 'precision': 0.6124954421119363, 'recall': 0.6113074204946997, 'f1': 0.5965008736981383}",0.609125890878601,0.6333151244331106,0.6125679513016714,0.6091258908786009,0.5928237253443107,0.0035076510599564956,0.0036224367267597675,0.0053171876812269075,0.0035076510599564956,0.003214812350606794
12,0.5996808233923759,2024-07-10 20:47:38.987851,2024-07-10 20:47:58.921718,0 days 00:00:19.933867,entropy,9,0.8449452116748459,9,15,381,COMPLETE,"{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6388328085106315, 'precision': 0.6189729136507615, 'recall': 0.617231638418079, 'f1': 0.6064398533258804}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.622629981803079, 'precision': 0.600220646441919, 'recall': 0.6024011299435028, 'f1': 0.5891425351306063}","{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6290267046914569, 'precision': 0.6114427103543376, 'recall': 0.6059322033898306, 'f1': 0.5930537055766807}","{'accuracy': 0.6221751412429378, 'balanced_accuracy': 0.6448829614702186, 'precision': 0.6303151803201694, 'recall': 0.6221751412429378, 'f1': 0.6086014892879777}","{'accuracy': 0.6113074204946997, 'balanced_accuracy': 0.6292462306837872, 'precision': 0.6120649812966708, 'recall': 0.6113074204946997, 'f1': 0.6011665336407344}",0.61180950669781,0.6329237374318346,0.6146032864127717,0.6118095066978099,0.5996808233923759,0.008064710623999827,0.008840425408607083,0.011059496131956524,0.008064710623999827,0.008403039786831544
13,0.5864047031126332,2024-07-10 20:47:58.922718,2024-07-10 20:48:16.289517,0 days 00:00:17.366799,entropy,7,0.860667152096926,8,15,383,COMPLETE,"{'accuracy': 0.6087570621468926, 'balanced_accuracy': 0.6362854365719453, 'precision': 0.6131801856894036, 'recall': 0.6087570621468926, 'f1': 0.5888808776681784}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6338642661422247, 'precision': 0.6121939365606807, 'recall': 0.6080508474576272, 'f1': 0.5871528822230668}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6344011398288129, 'precision': 0.617700729091027, 'recall': 0.6080508474576272, 'f1': 0.5875945114312561}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.6325398675399115, 'precision': 0.6134034274141331, 'recall': 0.6045197740112994, 'f1': 0.5815131445038352}","{'accuracy': 0.6091872791519435, 'balanced_accuracy': 0.6367570348578838, 'precision': 0.6141304507656284, 'recall': 0.6091872791519435, 'f1': 0.586882099736829}",0.607713162045078,0.6347695489881556,0.6141217459041746,0.607713162045078,0.5864047031126332,0.0018499012593446236,0.0017446172180112392,0.0021170830393741594,0.0018499012593446236,0.0028399872097415626
14,0.6032175723456465,2024-07-10 20:48:16.290517,2024-07-10 20:48:44.874974,0 days 00:00:28.584457,entropy,10,0.9885495813070362,14,17,490,COMPLETE,"{'accuracy': 0.6165254237288136, 'balanced_accuracy': 0.6341069583007632, 'precision': 0.6171072211056425, 'recall': 0.6165254237288136, 'f1': 0.6100283414970847}","{'accuracy': 0.6094632768361582, 'balanced_accuracy': 0.6274262737540578, 'precision': 0.6070781743772292, 'recall': 0.6094632768361582, 'f1': 0.5990523739280744}","{'accuracy': 0.6031073446327684, 'balanced_accuracy': 0.623714302708998, 'precision': 0.6036673285627626, 'recall': 0.6031073446327684, 'f1': 0.5933090538187547}","{'accuracy': 0.6228813559322034, 'balanced_accuracy': 0.6439709868343223, 'precision': 0.6293113191703136, 'recall': 0.6228813559322034, 'f1': 0.6117518135484425}","{'accuracy': 0.6091872791519435, 'balanced_accuracy': 0.624579419800061, 'precision': 0.6088417299627679, 'recall': 0.6091872791519435, 'f1': 0.601946278935876}",0.6122329360563774,0.6307595882796405,0.6132011546357432,0.6122329360563775,0.6032175723456465,0.007616392736660518,0.008436341842933341,0.010273559107163684,0.007616392736660518,0.007687061427016734
15,0.6049326623208429,2024-07-10 20:48:44.875976,2024-07-10 20:49:14.904378,0 days 00:00:30.028402,entropy,10,0.9986769616851119,14,17,500,COMPLETE,"{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6325358252046368, 'precision': 0.6154623656813604, 'recall': 0.6151129943502824, 'f1': 0.6088259445012595}","{'accuracy': 0.6073446327683616, 'balanced_accuracy': 0.6245969795036216, 'precision': 0.6051498778160849, 'recall': 0.6073446327683616, 'f1': 0.5976089394613724}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6230489667143206, 'precision': 0.6028591375670488, 'recall': 0.6024011299435028, 'f1': 0.5926535755005305}","{'accuracy': 0.6257062146892656, 'balanced_accuracy': 0.647241811187259, 'precision': 0.6339508328994667, 'recall': 0.6257062146892656, 'f1': 0.6149077858802373}","{'accuracy': 0.6176678445229682, 'balanced_accuracy': 0.6329565305542189, 'precision': 0.6180234624989117, 'recall': 0.6176678445229682, 'f1': 0.6106670662608144}",0.6136465632548761,0.6320760226328114,0.6150891352925745,0.6136465632548761,0.6049326623208429,0.0090819933678001,0.009597026619828305,0.01237815512547334,0.0090819933678001,0.009380258716733167
16,0.5048245776583989,2024-07-10 20:49:14.905379,2024-07-10 20:49:19.669621,0 days 00:00:04.764242,entropy,4,0.9318219285193772,14,12,137,COMPLETE,"{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.5970231231625719, 'precision': 0.5563520024328947, 'recall': 0.5628531073446328, 'f1': 0.5082895789506443}","{'accuracy': 0.5706214689265536, 'balanced_accuracy': 0.6039727998365667, 'precision': 0.5879112361192286, 'recall': 0.5706214689265536, 'f1': 0.5122189066804229}","{'accuracy': 0.557909604519774, 'balanced_accuracy': 0.5947930233114038, 'precision': 0.5708980988276845, 'recall': 0.557909604519774, 'f1': 0.49793588137690553}","{'accuracy': 0.5586158192090396, 'balanced_accuracy': 0.5952012429847139, 'precision': 0.5605501101540076, 'recall': 0.5586158192090396, 'f1': 0.49628937908857973}","{'accuracy': 0.5703180212014134, 'balanced_accuracy': 0.606450661964887, 'precision': 0.5903597979007371, 'recall': 0.5703180212014134, 'f1': 0.5093891421954422}",0.5640636042402827,0.5994881702520287,0.5732142490869105,0.5640636042402827,0.5048245776583989,0.0061469239829396475,0.005363925817549103,0.01549234973391289,0.0061469239829396475,0.007208004858123811
17,0.60251942537967,2024-07-10 20:49:19.670619,2024-07-10 20:49:39.593578,0 days 00:00:19.922959,entropy,9,0.9982429011634011,14,18,344,COMPLETE,"{'accuracy': 0.6214689265536724, 'balanced_accuracy': 0.6414320234818496, 'precision': 0.6237784916329876, 'recall': 0.6214689265536724, 'f1': 0.612872174679034}","{'accuracy': 0.606638418079096, 'balanced_accuracy': 0.6256934637732458, 'precision': 0.6044091431910669, 'recall': 0.606638418079096, 'f1': 0.5947629371699216}","{'accuracy': 0.6038135593220338, 'balanced_accuracy': 0.6266223811815206, 'precision': 0.6074063594905692, 'recall': 0.6038135593220338, 'f1': 0.5918502671582799}","{'accuracy': 0.623587570621469, 'balanced_accuracy': 0.6462695849326173, 'precision': 0.6326110679009663, 'recall': 0.623587570621469, 'f1': 0.6096086978787344}","{'accuracy': 0.6134275618374558, 'balanced_accuracy': 0.6316161941592608, 'precision': 0.6138173685967748, 'recall': 0.6134275618374558, 'f1': 0.6035030500123796}",0.6137872072827454,0.6343267295056989,0.6164044861624729,0.6137872072827454,0.60251942537967,0.008743056074638102,0.009142678223686798,0.01171085994098723,0.008743056074638102,0.009115903226512541
18,0.5402620115031503,2024-07-10 20:49:39.594578,2024-07-10 20:49:42.164417,0 days 00:00:02.569839,log_loss,5,0.9191904809865727,15,12,54,COMPLETE,"{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.6092546017045738, 'precision': 0.5730742287495764, 'recall': 0.5783898305084746, 'f1': 0.5432351971613246}","{'accuracy': 0.5720338983050848, 'balanced_accuracy': 0.6024559325299272, 'precision': 0.5732543762902711, 'recall': 0.5720338983050848, 'f1': 0.5343489759238934}","{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.6131015960025475, 'precision': 0.587263406752792, 'recall': 0.5812146892655368, 'f1': 0.5435615934280219}","{'accuracy': 0.576271186440678, 'balanced_accuracy': 0.6088918558241596, 'precision': 0.577975861332155, 'recall': 0.576271186440678, 'f1': 0.5358803738507455}","{'accuracy': 0.5809187279151944, 'balanced_accuracy': 0.6156884649290469, 'precision': 0.5818857585288681, 'recall': 0.5809187279151944, 'f1': 0.5442839171517664}",0.5777656664869937,0.609878490198051,0.5786907263307326,0.5777656664869937,0.5402620115031503,0.0037852929979925744,0.005015009072236331,0.00602721036578354,0.0037852929979925744,0.004745143231816407
19,0.47928956604610295,2024-07-10 20:49:42.164417,2024-07-10 20:49:46.606435,0 days 00:00:04.442018,gini,2,0.7389128700194536,4,17,254,COMPLETE,"{'accuracy': 0.536723163841808, 'balanced_accuracy': 0.5657120766283453, 'precision': 0.5096483876647929, 'recall': 0.536723163841808, 'f1': 0.4857992550264505}","{'accuracy': 0.5374293785310734, 'balanced_accuracy': 0.5628990541821267, 'precision': 0.5154018225817244, 'recall': 0.5374293785310734, 'f1': 0.48683697607558746}","{'accuracy': 0.5169491525423728, 'balanced_accuracy': 0.5485480764618658, 'precision': 0.4816964626229984, 'recall': 0.5169491525423728, 'f1': 0.46551341153585307}","{'accuracy': 0.5346045197740112, 'balanced_accuracy': 0.5643088938039454, 'precision': 0.5136170712589893, 'recall': 0.5346045197740112, 'f1': 0.4823711521764621}","{'accuracy': 0.5201413427561837, 'balanced_accuracy': 0.5477013534413423, 'precision': 0.4915748759172098, 'recall': 0.5201413427561837, 'f1': 0.4759270354161616}",0.5291695114890899,0.5578338909035251,0.502387724009143,0.5291695114890899,0.47928956604610295,0.00981920803744585,0.008923872718466662,0.014943461945312006,0.00981920803744585,0.008802338711677925
20,0.5882913484531078,2024-07-10 20:49:46.606435,2024-07-10 20:50:10.817597,0 days 00:00:24.211162,entropy,7,0.9407554113763386,10,8,496,COMPLETE,"{'accuracy': 0.6059322033898306, 'balanced_accuracy': 0.6329753159605597, 'precision': 0.6085070694910236, 'recall': 0.6059322033898306, 'f1': 0.5871929332684427}","{'accuracy': 0.6101694915254238, 'balanced_accuracy': 0.6357650263947636, 'precision': 0.613851675126958, 'recall': 0.6101694915254238, 'f1': 0.5908212044163998}","{'accuracy': 0.6115819209039548, 'balanced_accuracy': 0.638096839069655, 'precision': 0.6223286944787159, 'recall': 0.6115819209039548, 'f1': 0.5913587055660274}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6355308386750332, 'precision': 0.6161404984978057, 'recall': 0.6080508474576272, 'f1': 0.5866302357780692}","{'accuracy': 0.6056537102473498, 'balanced_accuracy': 0.6326647390817463, 'precision': 0.6081554551891818, 'recall': 0.6056537102473498, 'f1': 0.5854536632366001}",0.6082776347048372,0.6350065518363516,0.613796678556737,0.6082776347048373,0.5882913484531078,0.002594941694084392,0.0022366292545942554,0.005875695222322979,0.002594941694084392,0.0026375708274019075
21,0.6039779278139896,2024-07-10 20:50:10.818599,2024-07-10 20:50:38.951271,0 days 00:00:28.132672,entropy,10,0.9996649801776828,13,17,484,COMPLETE,"{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6352532165089846, 'precision': 0.6175798231710428, 'recall': 0.617231638418079, 'f1': 0.6106218139079819}","{'accuracy': 0.605225988700565, 'balanced_accuracy': 0.6221760007790899, 'precision': 0.6032973915284553, 'recall': 0.605225988700565, 'f1': 0.5955346948635935}","{'accuracy': 0.6045197740112994, 'balanced_accuracy': 0.6255818483849407, 'precision': 0.6050933841976078, 'recall': 0.6045197740112994, 'f1': 0.5943355719693693}","{'accuracy': 0.6242937853107344, 'balanced_accuracy': 0.6462468480361694, 'precision': 0.6318837077961438, 'recall': 0.6242937853107344, 'f1': 0.6121275852044781}","{'accuracy': 0.6134275618374558, 'balanced_accuracy': 0.6272080585817558, 'precision': 0.6136003015093707, 'recall': 0.6134275618374558, 'f1': 0.6072699731245257}",0.6129397496556267,0.631293194458188,0.6142909216405241,0.6129397496556267,0.6039779278139896,0.008336223567274969,0.009640079870682727,0.011470095395191534,0.008336223567274969,0.00845072347831606
22,0.601001950839821,2024-07-10 20:50:38.952274,2024-07-10 20:51:00.562222,0 days 00:00:21.609948,entropy,10,0.8774865002210475,18,18,444,COMPLETE,"{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6343535969419823, 'precision': 0.6149092097939659, 'recall': 0.6151129943502824, 'f1': 0.6067346357774207}","{'accuracy': 0.606638418079096, 'balanced_accuracy': 0.626286288932878, 'precision': 0.6042218821687979, 'recall': 0.606638418079096, 'f1': 0.5942800707721639}","{'accuracy': 0.6031073446327684, 'balanced_accuracy': 0.6249952007597555, 'precision': 0.6048680457893559, 'recall': 0.6031073446327684, 'f1': 0.5911379190514331}","{'accuracy': 0.6228813559322034, 'balanced_accuracy': 0.6441221860388594, 'precision': 0.6310422562730894, 'recall': 0.6228813559322034, 'f1': 0.6105290687672834}","{'accuracy': 0.6113074204946997, 'balanced_accuracy': 0.627695875751697, 'precision': 0.6102190016622824, 'recall': 0.6113074204946997, 'f1': 0.602328059830804}",0.61180950669781,0.6314906296850344,0.6130520791374983,0.61180950669781,0.601001950839821,0.007684704756907904,0.007928251926444736,0.010955278590424625,0.007684704756907904,0.00818338274217662
