number,value,datetime_start,datetime_complete,duration,params_criterion,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
15,0.5413627973652181,2024-07-10 12:07:44.162693,2024-07-10 12:07:47.624358,0 days 00:00:03.461665,entropy,8,2,10,320,COMPLETE,"{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.6028624665196803, 'precision': 0.569480526562572, 'recall': 0.5755649717514124, 'f1': 0.5516435332288414}","{'accuracy': 0.5805084745762712, 'balanced_accuracy': 0.6065473046699965, 'precision': 0.5814111333740275, 'recall': 0.5805084745762712, 'f1': 0.5492419289266016}","{'accuracy': 0.5727401129943502, 'balanced_accuracy': 0.5998214338881784, 'precision': 0.5698639966026031, 'recall': 0.5727401129943502, 'f1': 0.5421371140847552}","{'accuracy': 0.565677966101695, 'balanced_accuracy': 0.5924693316649429, 'precision': 0.5576697629822603, 'recall': 0.565677966101695, 'f1': 0.5327140563765258}","{'accuracy': 0.5604240282685512, 'balanced_accuracy': 0.5828279314857409, 'precision': 0.550139010246575, 'recall': 0.5604240282685512, 'f1': 0.5310773542093663}",0.570983110738456,0.5969056936457078,0.5657128859536076,0.570983110738456,0.5413627973652181,0.007975773406623806,0.00941820102825265,0.012094412337124494,0.007975773406623806,0.009340300745199266
16,0.5692921742947309,2024-07-10 12:07:47.625359,2024-07-10 12:07:49.698356,0 days 00:00:02.072997,gini,10,1,7,155,COMPLETE,"{'accuracy': 0.576271186440678, 'balanced_accuracy': 0.5998756038250712, 'precision': 0.5697074135150068, 'recall': 0.576271186440678, 'f1': 0.5582314100443055}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.6078033967303715, 'precision': 0.5822606171656614, 'recall': 0.586864406779661, 'f1': 0.5667263801516452}","{'accuracy': 0.5925141242937854, 'balanced_accuracy': 0.6150271324981121, 'precision': 0.591588714048136, 'recall': 0.5925141242937854, 'f1': 0.5746764469483452}","{'accuracy': 0.5925141242937854, 'balanced_accuracy': 0.6172698749759574, 'precision': 0.5951032527268001, 'recall': 0.5925141242937854, 'f1': 0.5714376391729783}","{'accuracy': 0.5908127208480566, 'balanced_accuracy': 0.6071454021456114, 'precision': 0.585371982261751, 'recall': 0.5908127208480566, 'f1': 0.5753889951563808}",0.5877953125311933,0.6094242820350247,0.5848063959434711,0.5877953125311933,0.5692921742947309,0.0068430839086000145,0.0069271761956981055,0.009833682503687262,0.0068430839086000145,0.007065558038107836
17,0.5617586494133381,2024-07-10 12:07:49.699358,2024-07-10 12:07:51.586888,0 days 00:00:01.887530,gini,9,4,5,151,COMPLETE,"{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.6015854852042465, 'precision': 0.5759596228279931, 'recall': 0.5812146892655368, 'f1': 0.5665235454552501}","{'accuracy': 0.5819209039548022, 'balanced_accuracy': 0.6036496080250278, 'precision': 0.5785062311784565, 'recall': 0.5819209039548022, 'f1': 0.5594169450943285}","{'accuracy': 0.5911016949152542, 'balanced_accuracy': 0.6132881449828531, 'precision': 0.5897042196509747, 'recall': 0.5911016949152542, 'f1': 0.574097967797487}","{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6113107654547567, 'precision': 0.5821874533250314, 'recall': 0.5840395480225988, 'f1': 0.5574644284020236}","{'accuracy': 0.5717314487632509, 'balanced_accuracy': 0.5908789978072372, 'precision': 0.5640853497352458, 'recall': 0.5717314487632509, 'f1': 0.5512903603176011}",0.5820016569842885,0.6041426002948243,0.5780885753435403,0.5820016569842885,0.5617586494133381,0.006947422298497435,0.008912471729465233,0.009387773911192627,0.006947422298497435,0.00878168551986508
18,0.5550001208416181,2024-07-10 12:07:51.586888,2024-07-10 12:07:53.579574,0 days 00:00:01.992686,gini,7,2,7,169,COMPLETE,"{'accuracy': 0.5692090395480226, 'balanced_accuracy': 0.5834799250028148, 'precision': 0.5618514646979478, 'recall': 0.5692090395480226, 'f1': 0.5593347526542893}","{'accuracy': 0.5741525423728814, 'balanced_accuracy': 0.5892229959972486, 'precision': 0.5668792953483763, 'recall': 0.5741525423728814, 'f1': 0.5557775503378679}","{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.5778169405036468, 'precision': 0.5536488575122672, 'recall': 0.5628531073446328, 'f1': 0.5480139971227292}","{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.6005570199187773, 'precision': 0.5740094772867699, 'recall': 0.5812146892655368, 'f1': 0.5618447261097735}","{'accuracy': 0.5667844522968198, 'balanced_accuracy': 0.5796639754445615, 'precision': 0.557747455184615, 'recall': 0.5667844522968198, 'f1': 0.5500295779834307}",0.5708427661655786,0.5861481713734099,0.5628273100059953,0.5708427661655786,0.5550001208416181,0.00709762336150738,0.009160283923190949,0.007944505012290862,0.00709762336150738,0.005910885546401265
19,0.5557956997093891,2024-07-10 12:07:53.580574,2024-07-10 12:07:56.302064,0 days 00:00:02.721490,gini,8,3,7,241,COMPLETE,"{'accuracy': 0.576271186440678, 'balanced_accuracy': 0.5977054680348654, 'precision': 0.5688081642740369, 'recall': 0.576271186440678, 'f1': 0.5619221248532177}","{'accuracy': 0.577683615819209, 'balanced_accuracy': 0.601162295999898, 'precision': 0.573311029371096, 'recall': 0.577683615819209, 'f1': 0.550918736726949}","{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.6013573791663686, 'precision': 0.5756127188029301, 'recall': 0.5783898305084746, 'f1': 0.5578093711167176}","{'accuracy': 0.5833333333333334, 'balanced_accuracy': 0.6072003814483742, 'precision': 0.578779181824729, 'recall': 0.5833333333333334, 'f1': 0.5605158118701956}","{'accuracy': 0.5674911660777385, 'balanced_accuracy': 0.5853734550535391, 'precision': 0.5574433445846841, 'recall': 0.5674911660777385, 'f1': 0.5478124539798658}",0.5766338264358867,0.598559795940609,0.5707908877714952,0.5766338264358868,0.5557956997093891,0.005761699985937224,0.008122017276225099,0.008299128141706162,0.005761699985937224,0.006151918332932096
20,0.5692032929503371,2024-07-10 12:07:56.302064,2024-07-10 12:07:59.401830,0 days 00:00:03.099766,gini,10,1,6,258,COMPLETE,"{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.6031858202890512, 'precision': 0.5736395122048314, 'recall': 0.5783898305084746, 'f1': 0.5593836778094133}","{'accuracy': 0.5925141242937854, 'balanced_accuracy': 0.6150104772835168, 'precision': 0.5893986672812274, 'recall': 0.5925141242937854, 'f1': 0.5731212618113014}","{'accuracy': 0.5925141242937854, 'balanced_accuracy': 0.612599880386539, 'precision': 0.5910347006138121, 'recall': 0.5925141242937854, 'f1': 0.5773240841637044}","{'accuracy': 0.5889830508474576, 'balanced_accuracy': 0.6141670008947476, 'precision': 0.5895651394222977, 'recall': 0.5889830508474576, 'f1': 0.5670608805108959}","{'accuracy': 0.5844522968197879, 'balanced_accuracy': 0.600596444956353, 'precision': 0.5776421313025578, 'recall': 0.5844522968197879, 'f1': 0.5691265604563708}",0.5873706853526581,0.6091119247620415,0.5842560301649453,0.5873706853526582,0.5692032929503371,0.006014199783265251,0.006710898999769056,0.008016199885698927,0.006014199783265251,0.006751266369703381
21,0.5736130101242964,2024-07-10 12:07:59.402336,2024-07-10 12:08:00.414677,0 days 00:00:01.012341,gini,10,1,6,54,COMPLETE,"{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6061705180371314, 'precision': 0.5809259981808297, 'recall': 0.5840395480225988, 'f1': 0.5688948652173637}","{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6024017328456776, 'precision': 0.5772413636527194, 'recall': 0.5840395480225988, 'f1': 0.5662168439313698}","{'accuracy': 0.5932203389830508, 'balanced_accuracy': 0.6114474446438707, 'precision': 0.590683389479696, 'recall': 0.5932203389830508, 'f1': 0.5807367133686937}","{'accuracy': 0.5988700564971752, 'balanced_accuracy': 0.6220496075649353, 'precision': 0.5990325422445877, 'recall': 0.5988700564971752, 'f1': 0.5810540958541999}","{'accuracy': 0.5795053003533569, 'balanced_accuracy': 0.5887291282437358, 'precision': 0.5721856684383855, 'recall': 0.5795053003533569, 'f1': 0.5711625322498554}",0.587934958375756,0.6061596862670702,0.5840137923992437,0.5879349583757562,0.5736130101242964,0.00788858664626622,0.012231073866930063,0.0107859996387452,0.00788858664626622,0.006875425664701422
22,0.5638070749188544,2024-07-10 12:08:00.416677,2024-07-10 12:08:01.415088,0 days 00:00:00.998411,gini,9,1,5,52,COMPLETE,"{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.5979789520130446, 'precision': 0.5717022580524282, 'recall': 0.5783898305084746, 'f1': 0.5653060348657399}","{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6071443341227357, 'precision': 0.5833036495836182, 'recall': 0.5840395480225988, 'f1': 0.5608469481697771}","{'accuracy': 0.5741525423728814, 'balanced_accuracy': 0.5912692571828497, 'precision': 0.567777142505783, 'recall': 0.5741525423728814, 'f1': 0.5609595102046284}","{'accuracy': 0.5790960451977402, 'balanced_accuracy': 0.6024310306869503, 'precision': 0.5750365085579728, 'recall': 0.5790960451977402, 'f1': 0.557319920087416}","{'accuracy': 0.5858657243816254, 'balanced_accuracy': 0.5984906982432626, 'precision': 0.5783443501673383, 'recall': 0.5858657243816254, 'f1': 0.5746029612667104}",0.5803087380966641,0.5994628544497685,0.5752327817734282,0.5803087380966641,0.5638070749188544,0.004686432957573754,0.0058757401756119355,0.005977257792843706,0.004686432957573754,0.006666186989905709
23,0.5704489548096541,2024-07-10 12:08:01.416102,2024-07-10 12:08:04.602903,0 days 00:00:03.186801,gini,10,1,6,262,COMPLETE,"{'accuracy': 0.5812146892655368, 'balanced_accuracy': 0.6058638194823558, 'precision': 0.5771245073990817, 'recall': 0.5812146892655368, 'f1': 0.5629844495977129}","{'accuracy': 0.5967514124293786, 'balanced_accuracy': 0.6185382262526321, 'precision': 0.5945766958500257, 'recall': 0.5967514124293786, 'f1': 0.5779692623247864}","{'accuracy': 0.5932203389830508, 'balanced_accuracy': 0.6149877403870689, 'precision': 0.5927443087039149, 'recall': 0.5932203389830508, 'f1': 0.5765119145895093}","{'accuracy': 0.5889830508474576, 'balanced_accuracy': 0.6141670008947476, 'precision': 0.5890885563423013, 'recall': 0.5889830508474576, 'f1': 0.5670643618545502}","{'accuracy': 0.5837455830388693, 'balanced_accuracy': 0.6003418925995733, 'precision': 0.5768130710126935, 'recall': 0.5837455830388693, 'f1': 0.5677147856817113}",0.5887830149128586,0.6107797359232755,0.5860694278616034,0.5887830149128586,0.5704489548096541,0.006439730026354231,0.007458046752489011,0.008540118908189353,0.006439730026354231,0.006480055840139993
24,0.5646045939803709,2024-07-10 12:08:04.603900,2024-07-10 12:08:05.986510,0 days 00:00:01.382610,gini,9,1,5,93,COMPLETE,"{'accuracy': 0.5826271186440678, 'balanced_accuracy': 0.6062493022592179, 'precision': 0.5769770691003306, 'recall': 0.5826271186440678, 'f1': 0.5654691894012613}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.6115674983657463, 'precision': 0.5884310713179818, 'recall': 0.586864406779661, 'f1': 0.5596627989713062}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.6063712994750768, 'precision': 0.5840337400076442, 'recall': 0.586864406779661, 'f1': 0.5722341356678298}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6116899748445773, 'precision': 0.5854431984216333, 'recall': 0.5875706214689266, 'f1': 0.5656695358239219}","{'accuracy': 0.5780918727915194, 'balanced_accuracy': 0.5960086263370822, 'precision': 0.5721039686498882, 'recall': 0.5780918727915194, 'f1': 0.5599873100375352}",0.5844036852927672,0.60637734025634,0.5813978094994956,0.5844036852927671,0.5646045939803709,0.004035311367297684,0.006377469835834737,0.006683907846409133,0.004035311367297684,0.005143738466646318
25,0.5554709883466366,2024-07-10 12:08:05.987510,2024-07-10 12:08:08.083797,0 days 00:00:02.096287,gini,8,1,8,174,COMPLETE,"{'accuracy': 0.565677966101695, 'balanced_accuracy': 0.5856172296268021, 'precision': 0.5571237350331326, 'recall': 0.565677966101695, 'f1': 0.5524935594850849}","{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.5993051321515092, 'precision': 0.5723029893680718, 'recall': 0.5783898305084746, 'f1': 0.5568274191229092}","{'accuracy': 0.5819209039548022, 'balanced_accuracy': 0.6003997390323875, 'precision': 0.5780009925608638, 'recall': 0.5819209039548022, 'f1': 0.568210201811299}","{'accuracy': 0.5748587570621468, 'balanced_accuracy': 0.5980926364952843, 'precision': 0.5689547003421769, 'recall': 0.5748587570621468, 'f1': 0.5498303322250507}","{'accuracy': 0.5681978798586572, 'balanced_accuracy': 0.5840025776785963, 'precision': 0.5596897970141471, 'recall': 0.5681978798586572, 'f1': 0.5499934290888393}",0.5738090674971552,0.5934834629969159,0.5672144428636785,0.5738090674971551,0.5554709883466366,0.006809687314444469,0.007980225562831287,0.008713698062117492,0.006809687314444469,0.007661807940677597
26,0.5452353683985696,2024-07-10 12:08:08.083797,2024-07-10 12:08:11.396733,0 days 00:00:03.312936,gini,6,2,6,327,COMPLETE,"{'accuracy': 0.5572033898305084, 'balanced_accuracy': 0.5705812330773897, 'precision': 0.5486957331156278, 'recall': 0.5572033898305084, 'f1': 0.5473454472829299}","{'accuracy': 0.5649717514124294, 'balanced_accuracy': 0.5764131825636806, 'precision': 0.5566404629673493, 'recall': 0.5649717514124294, 'f1': 0.5461645656329293}","{'accuracy': 0.5614406779661016, 'balanced_accuracy': 0.5776945598774103, 'precision': 0.5509534754752786, 'recall': 0.5614406779661016, 'f1': 0.5428039269524434}","{'accuracy': 0.5741525423728814, 'balanced_accuracy': 0.5902407918973805, 'precision': 0.5657790944258042, 'recall': 0.5741525423728814, 'f1': 0.5557585632000158}","{'accuracy': 0.5498233215547703, 'balanced_accuracy': 0.5610045668393026, 'precision': 0.5388529305378795, 'recall': 0.5498233215547703, 'f1': 0.5341043389245289}",0.5615183366273382,0.5751868668510328,0.5521843393043879,0.5615183366273382,0.5452353683985696,0.009040843472449477,0.010686001706933356,0.009950958038257927,0.009040843472449477,0.007840044545244186
27,0.5717247798596062,2024-07-10 12:08:11.397735,2024-07-10 12:08:14.815974,0 days 00:00:03.418239,gini,10,1,5,290,COMPLETE,"{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6136966522139463, 'precision': 0.5868126831401964, 'recall': 0.5896892655367232, 'f1': 0.5724929155817343}","{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6125894985589851, 'precision': 0.587715866365955, 'recall': 0.5903954802259888, 'f1': 0.5709235953570482}","{'accuracy': 0.58545197740113, 'balanced_accuracy': 0.6102474957617289, 'precision': 0.5843915635792266, 'recall': 0.58545197740113, 'f1': 0.5647757371256338}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6208929675291602, 'precision': 0.5964762164763252, 'recall': 0.596045197740113, 'f1': 0.5740719410829164}","{'accuracy': 0.5936395759717314, 'balanced_accuracy': 0.6105723619270714, 'precision': 0.5881746542942862, 'recall': 0.5936395759717314, 'f1': 0.5763597101506982}",0.5910442993751372,0.6135997951981784,0.5887141967711979,0.5910442993751372,0.5717247798596062,0.004039665614941422,0.004319250714901049,0.004578144585594296,0.004039665614941422,0.004373581730824759
28,0.5650650617234698,2024-07-10 12:08:14.816976,2024-07-10 12:08:18.831559,0 days 00:00:04.014583,gini,9,1,4,364,COMPLETE,"{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6142004071765327, 'precision': 0.5849342651242851, 'recall': 0.588276836158192, 'f1': 0.5689803913907722}","{'accuracy': 0.5911016949152542, 'balanced_accuracy': 0.6137750530256553, 'precision': 0.5879105298633213, 'recall': 0.5911016949152542, 'f1': 0.5700168242608145}","{'accuracy': 0.5861581920903954, 'balanced_accuracy': 0.6103200065967739, 'precision': 0.5859551642156899, 'recall': 0.5861581920903954, 'f1': 0.5660256366606586}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.616185841627822, 'precision': 0.589745181912938, 'recall': 0.5896892655367232, 'f1': 0.565204860004049}","{'accuracy': 0.5773851590106007, 'balanced_accuracy': 0.5983129739339083, 'precision': 0.5713602079810222, 'recall': 0.5773851590106007, 'f1': 0.5550975963010548}",0.5865222295422331,0.6105588564721384,0.5839810698194513,0.5865222295422331,0.5650650617234698,0.005424454941195183,0.007163910631577268,0.007293103385764274,0.005424454941195183,0.005919087204674269
29,0.3866821678301326,2024-07-10 12:08:18.832516,2024-07-10 12:08:21.545898,0 days 00:00:02.713382,gini,2,1,5,277,COMPLETE,"{'accuracy': 0.4442090395480226, 'balanced_accuracy': 0.3954443337578348, 'precision': 0.3592493403902523, 'recall': 0.4442090395480226, 'f1': 0.3760392093547091}","{'accuracy': 0.4724576271186441, 'balanced_accuracy': 0.4238482206823404, 'precision': 0.36694877158217276, 'recall': 0.4724576271186441, 'f1': 0.40560154287604694}","{'accuracy': 0.4583333333333333, 'balanced_accuracy': 0.4088629565974693, 'precision': 0.36691854698507415, 'recall': 0.4583333333333333, 'f1': 0.3902924890215937}","{'accuracy': 0.4378531073446328, 'balanced_accuracy': 0.39102295105097545, 'precision': 0.34584674628837914, 'recall': 0.4378531073446328, 'f1': 0.3731750756255943}","{'accuracy': 0.45371024734982335, 'balanced_accuracy': 0.4056043914608322, 'precision': 0.35672873936299493, 'recall': 0.45371024734982335, 'f1': 0.38830252227271894}",0.4533126709388912,0.40495657070989044,0.35913842892177467,0.4533126709388912,0.3866821678301326,0.01335822477007968,0.012817979264893415,0.00871807636325459,0.01335822477007968,0.012935579081399647
30,0.4456877775516405,2024-07-10 12:08:21.546900,2024-07-10 12:08:23.907415,0 days 00:00:02.360515,log_loss,3,2,4,229,COMPLETE,"{'accuracy': 0.480225988700565, 'balanced_accuracy': 0.43859987216304747, 'precision': 0.5741151620952422, 'recall': 0.480225988700565, 'f1': 0.4329618627187553}","{'accuracy': 0.490819209039548, 'balanced_accuracy': 0.45740098506323074, 'precision': 0.5568127474177955, 'recall': 0.490819209039548, 'f1': 0.44986982665893155}","{'accuracy': 0.509180790960452, 'balanced_accuracy': 0.47362467127848534, 'precision': 0.552986136054053, 'recall': 0.509180790960452, 'f1': 0.4743709555037594}","{'accuracy': 0.4879943502824859, 'balanced_accuracy': 0.45437530537314474, 'precision': 0.539539067968412, 'recall': 0.4879943502824859, 'f1': 0.45463170562071725}","{'accuracy': 0.4657243816254417, 'balanced_accuracy': 0.428824991855932, 'precision': 0.5202825207513342, 'recall': 0.4657243816254417, 'f1': 0.4166045372560394}",0.48678894412169854,0.4505651651467681,0.5487471268573675,0.4867889441216985,0.4456877775516405,0.015857797933423803,0.017383827228314285,0.02013444061240922,0.015857797933423803,0.021954452030847043
31,0.5725868572406121,2024-07-10 12:08:23.908413,2024-07-10 12:08:26.672941,0 days 00:00:02.764528,gini,10,1,5,204,COMPLETE,"{'accuracy': 0.5889830508474576, 'balanced_accuracy': 0.6135681899058572, 'precision': 0.5861170403553765, 'recall': 0.5889830508474576, 'f1': 0.571465224889326}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6121479684564844, 'precision': 0.5871883564715384, 'recall': 0.5896892655367232, 'f1': 0.5691044477540099}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6118289148328149, 'precision': 0.5892915054078817, 'recall': 0.5896892655367232, 'f1': 0.5725964997224664}","{'accuracy': 0.594632768361582, 'balanced_accuracy': 0.6195063440667614, 'precision': 0.5945518219761943, 'recall': 0.594632768361582, 'f1': 0.5732167792443049}","{'accuracy': 0.5929328621908128, 'balanced_accuracy': 0.6090103838569666, 'precision': 0.5868671264759012, 'recall': 0.5929328621908128, 'f1': 0.5765513345929533}",0.5911854424946597,0.613212360223777,0.5888031701373784,0.5911854424946598,0.5725868572406121,0.0024629835146545774,0.0038872967390490595,0.003422595898606265,0.0024629835146545774,0.0027156587759348113
32,0.5704050856946592,2024-07-10 12:08:26.672941,2024-07-10 12:08:30.215376,0 days 00:00:03.542435,gini,10,1,5,297,COMPLETE,"{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6130147568572683, 'precision': 0.5855007343972581, 'recall': 0.588276836158192, 'f1': 0.5703342828712038}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6104649324142696, 'precision': 0.5847292019691075, 'recall': 0.588276836158192, 'f1': 0.5685171292271134}","{'accuracy': 0.5861581920903954, 'balanced_accuracy': 0.6109687832294503, 'precision': 0.5850294238603188, 'recall': 0.5861581920903954, 'f1': 0.5650988525746451}","{'accuracy': 0.596045197740113, 'balanced_accuracy': 0.6205965549493441, 'precision': 0.5963711310033608, 'recall': 0.596045197740113, 'f1': 0.5744194610979128}","{'accuracy': 0.5915194346289753, 'balanced_accuracy': 0.608744208362172, 'precision': 0.5859659669011497, 'recall': 0.5915194346289753, 'f1': 0.5736557027024206}",0.5900552993551735,0.6127578471625009,0.587519291626239,0.5900552993551735,0.5704050856946592,0.003857974937746239,0.004638934322058408,0.004970575749679556,0.003857974937746239,0.0038212309337596574
33,0.5669463669100903,2024-07-10 12:08:30.216378,2024-07-10 12:08:34.536349,0 days 00:00:04.319971,gini,10,1,6,361,COMPLETE,"{'accuracy': 0.576271186440678, 'balanced_accuracy': 0.601950491883784, 'precision': 0.5702921425511468, 'recall': 0.576271186440678, 'f1': 0.5560113450517322}","{'accuracy': 0.594632768361582, 'balanced_accuracy': 0.6168945823214605, 'precision': 0.5927815663040665, 'recall': 0.594632768361582, 'f1': 0.5755257806195241}","{'accuracy': 0.5939265536723164, 'balanced_accuracy': 0.6178398673865474, 'precision': 0.5932031135244736, 'recall': 0.5939265536723164, 'f1': 0.574388565396429}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6142457851168341, 'precision': 0.5881826134736731, 'recall': 0.5875706214689266, 'f1': 0.5631304482069731}","{'accuracy': 0.5830388692579506, 'balanced_accuracy': 0.6006851016264118, 'precision': 0.5768979821783623, 'recall': 0.5830388692579506, 'f1': 0.5656756952757928}",0.5870879998402907,0.6103231656670076,0.5842714836063445,0.5870879998402907,0.5669463669100903,0.00770261619166974,0.008337643696902885,0.01021375245687877,0.00770261619166974,0.008135465612081763
34,0.5626728795452366,2024-07-10 12:08:34.536349,2024-07-10 12:08:37.461711,0 days 00:00:02.925362,gini,9,1,5,252,COMPLETE,"{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.6131826112764006, 'precision': 0.5842737573643244, 'recall': 0.588276836158192, 'f1': 0.5693613638407232}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.6116566644153867, 'precision': 0.5874987313123883, 'recall': 0.5875706214689266, 'f1': 0.5624907071490222}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.6111139007521348, 'precision': 0.5845923306114877, 'recall': 0.586864406779661, 'f1': 0.5672333670338863}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.6116734154825764, 'precision': 0.584970426408551, 'recall': 0.586864406779661, 'f1': 0.5639601443866945}","{'accuracy': 0.5696113074204947, 'balanced_accuracy': 0.5875004893102477, 'precision': 0.5610067912555754, 'recall': 0.5696113074204947, 'f1': 0.550318815315857}",0.5838375157213871,0.6070254162473493,0.5804684073904653,0.583837515721387,0.5626728795452366,0.007974220746264851,0.010941913504449563,0.010953715846969608,0.007974220746264851,0.007413619373199799
35,0.5675412640231622,2024-07-10 12:08:37.461829,2024-07-10 12:08:40.118990,0 days 00:00:02.657161,gini,10,1,6,204,COMPLETE,"{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.599987602623754, 'precision': 0.5692758253442273, 'recall': 0.5755649717514124, 'f1': 0.5572543818634381}","{'accuracy': 0.58545197740113, 'balanced_accuracy': 0.6073786176950605, 'precision': 0.5808107229610069, 'recall': 0.58545197740113, 'f1': 0.5658304421140986}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6096421238280136, 'precision': 0.5873821112505708, 'recall': 0.5896892655367232, 'f1': 0.5750610669073267}","{'accuracy': 0.5903954802259888, 'balanced_accuracy': 0.6163869106235507, 'precision': 0.5915830415566093, 'recall': 0.5903954802259888, 'f1': 0.5672749058484816}","{'accuracy': 0.5865724381625441, 'balanced_accuracy': 0.6015839079188692, 'precision': 0.5804407405357478, 'recall': 0.5865724381625441, 'f1': 0.5722855233824663}",0.5855348266155597,0.6069958325378496,0.5818984883296323,0.5855348266155597,0.5675412640231622,0.005944889065348137,0.006590636241878803,0.008463163925448686,0.005944889065348137,0.00685334289115236
36,0.5484807960175307,2024-07-10 12:08:40.119990,2024-07-10 12:08:43.621298,0 days 00:00:03.501308,log_loss,9,2,3,304,COMPLETE,"{'accuracy': 0.5741525423728814, 'balanced_accuracy': 0.5998259257390685, 'precision': 0.567588800751194, 'recall': 0.5741525423728814, 'f1': 0.553584099065881}","{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.6046798548466483, 'precision': 0.5766655728785126, 'recall': 0.5783898305084746, 'f1': 0.5483760358136374}","{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.6039814959805635, 'precision': 0.5750009622015546, 'recall': 0.5755649717514124, 'f1': 0.5442124796193117}","{'accuracy': 0.5840395480225988, 'balanced_accuracy': 0.6127595179246467, 'precision': 0.588939646253284, 'recall': 0.5840395480225988, 'f1': 0.5522470616695789}","{'accuracy': 0.5703180212014134, 'balanced_accuracy': 0.5919570761722234, 'precision': 0.5628001390519191, 'recall': 0.5703180212014134, 'f1': 0.5439843039192449}",0.5764929827713561,0.6026407741326301,0.5741990242272929,0.5764929827713561,0.5484807960175307,0.005123907067153309,0.007589616834007766,0.009970488229292697,0.005123907067153309,0.0044349858999401335
37,0.5577355855826037,2024-07-10 12:08:43.622304,2024-07-10 12:08:47.117734,0 days 00:00:03.495430,gini,8,1,4,336,COMPLETE,"{'accuracy': 0.5755649717514124, 'balanced_accuracy': 0.6011565977284231, 'precision': 0.5698804254552504, 'recall': 0.5755649717514124, 'f1': 0.5547192833870602}","{'accuracy': 0.586864406779661, 'balanced_accuracy': 0.607154620097695, 'precision': 0.5818339696966254, 'recall': 0.586864406779661, 'f1': 0.5676212200309864}","{'accuracy': 0.5783898305084746, 'balanced_accuracy': 0.6000038744279715, 'precision': 0.5733154884673441, 'recall': 0.5783898305084746, 'f1': 0.5598744024096142}","{'accuracy': 0.577683615819209, 'balanced_accuracy': 0.602084844168537, 'precision': 0.573192403062976, 'recall': 0.577683615819209, 'f1': 0.5528812505886729}","{'accuracy': 0.5717314487632509, 'balanced_accuracy': 0.5894596691478238, 'precision': 0.5639355840335272, 'recall': 0.5717314487632509, 'f1': 0.5535817714966852}",0.5780468547244016,0.5999719211140901,0.5724315741431447,0.5780468547244015,0.5577355855826037,0.005568727293638715,0.0064801143820957885,0.006489518758974995,0.005568727293638715,0.006168815212321363
