number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_learning_rate,params_num_layers,params_num_units,state,fold_0,fold_1,fold_2,fold_3,fold_4,mse,rmse,mae,mdae,r2,mse_std,rmse_std,mae_std,mdae_std,r2_std
34,45.36955221443202,2024-07-10 17:46:52.586189,2024-07-10 17:47:11.113978,0 days 00:00:18.527789,0.15000000000000002,0.06165955040414388,1,96,COMPLETE,"{'mse': 2158.734270837385, 'rmse': 46.462181081363205, 'mae': 36.24440613012154, 'mdae': 29.81152452296386, 'r2': 0.27740342009615326}","{'mse': 1893.2089748236708, 'rmse': 43.51102130292589, 'mae': 34.185577845812084, 'mdae': 28.255305261777345, 'r2': 0.30998588015060735}","{'mse': 2010.703203500487, 'rmse': 44.84086532952377, 'mae': 34.66827257779127, 'mdae': 27.15322445988281, 'r2': 0.2759762166847113}","{'mse': 1989.070642302977, 'rmse': 44.598998220845466, 'mae': 34.95621457285279, 'mdae': 28.29697038792969, 'r2': 0.2773577206519561}","{'mse': 2250.0503027877335, 'rmse': 47.43469513750176, 'mae': 35.154659656139664, 'mdae': 25.45362918310547, 'r2': 0.21750950973703742}",2060.3534788504503,45.36955221443202,35.04182615654347,27.794130763131836,0.27164654946409306,142.43186362152974,1.5641334311597543,0.7646833953626021,1.6143199593270865,0.033485923915696825
35,45.82126848797351,2024-07-10 17:47:11.114974,2024-07-10 17:47:30.208716,0 days 00:00:19.093742,0.3,0.017034325688312223,2,80,COMPLETE,"{'mse': 2302.339225315238, 'rmse': 47.98269714506718, 'mae': 36.59882231586262, 'mdae': 29.139126355810546, 'r2': 0.2293343036862433}","{'mse': 1937.4210535638474, 'rmse': 44.01614537375856, 'mae': 34.77621178644235, 'mdae': 28.82337403194336, 'r2': 0.2938719915074075}","{'mse': 1978.1055917737267, 'rmse': 44.47589899905034, 'mae': 34.17142469769772, 'mdae': 26.32405117567383, 'r2': 0.28771412316855405}","{'mse': 1952.4721268740823, 'rmse': 44.18678679055632, 'mae': 34.76063282995711, 'mdae': 29.053707056328125, 'r2': 0.29065419894076616}","{'mse': 2346.9000162293023, 'rmse': 48.44481413143519, 'mae': 36.05259700034536, 'mdae': 25.890807269960938, 'r2': 0.18382849395760037}",2103.447602751239,45.82126848797351,35.271937726061026,27.846213177943362,0.2570806222521143,203.03693273745063,2.196291449319895,1.0109843528422087,1.598835413086277,0.04887467077991514
36,51.01217332317153,2024-07-10 17:47:30.209712,2024-07-10 17:47:50.622335,0 days 00:00:20.412623,0.1,0.02048987291156296,4,64,COMPLETE,"{'mse': 2386.9327496189885, 'rmse': 48.85624575854134, 'mae': 36.857632423134206, 'mdae': 27.633171586166995, 'r2': 0.20101817781115283}","{'mse': 3319.329022155683, 'rmse': 57.61361837409349, 'mae': 42.85176362162666, 'mdae': 28.73717692247559, 'r2': -0.20978926477285498}","{'mse': 2495.9296991693536, 'rmse': 49.95928041084412, 'mae': 36.82360898363702, 'mdae': 25.6067360690625, 'r2': 0.10125350149363888}","{'mse': 1970.2230917362767, 'rmse': 44.38719513256359, 'mae': 34.206621689401366, 'mdae': 27.22223956407227, 'r2': 0.2842051581496401}","{'mse': 2942.468702924329, 'rmse': 54.24452693981513, 'mae': 39.576317559150986, 'mdae': 25.776297048925784, 'r2': -0.023289912710850347}",2622.9766531209257,51.01217332317153,38.06318885539005,26.995124238140626,0.0706795319941453,520.7990631080875,5.091024696418281,3.281883668016507,1.3140200502466317,0.19429946328255615
37,49.64238603736441,2024-07-10 17:47:50.622335,2024-07-10 17:48:11.436181,0 days 00:00:20.813846,0.2,0.0021562595018097346,1,112,COMPLETE,"{'mse': 4346.40251206831, 'rmse': 65.9272516647578, 'mae': 50.22286507196035, 'mdae': 36.29107740499024, 'r2': -0.45487827405813874}","{'mse': 2154.9392530521145, 'rmse': 46.421323258305705, 'mae': 36.74919328544852, 'mdae': 30.760322149921876, 'r2': 0.21459356479009273}","{'mse': 2098.2441642543486, 'rmse': 45.80659520477754, 'mae': 36.62821002610211, 'mdae': 30.952961283740237, 'r2': 0.24445404200983967}","{'mse': 2061.2255027006995, 'rmse': 45.40072138965084, 'mae': 36.09278623478856, 'mdae': 29.366249716435544, 'r2': 0.251143391369272}","{'mse': 1994.1617896367118, 'rmse': 44.65603866933017, 'mae': 35.377385179912736, 'mdae': 29.026921335273443, 'r2': 0.3064987771592479}",2530.994644342437,49.64238603736441,39.01408795964245,31.279506378072266,0.11236230025406271,1016.5221249272323,9.126072050704765,6.289245913229512,2.9251802742555193,0.3188300847438304
38,47.26872094699205,2024-07-10 17:48:11.437185,2024-07-10 17:48:30.256039,0 days 00:00:18.818854,0.25,0.0988415749709003,1,96,COMPLETE,"{'mse': 2143.1097809566127, 'rmse': 46.293733711557685, 'mae': 36.4313596942502, 'mdae': 28.9692689412207, 'r2': 0.28263343061810997}","{'mse': 2121.803359505193, 'rmse': 46.06303680289862, 'mae': 36.104998868530984, 'mdae': 29.22716467115234, 'r2': 0.22667053818566396}","{'mse': 2081.968413527261, 'rmse': 45.62859206163676, 'mae': 35.694816391051255, 'mdae': 28.74446757649414, 'r2': 0.2503146934462165}","{'mse': 2154.0197094226037, 'rmse': 46.411417877744306, 'mae': 35.69041778387498, 'mdae': 28.13155471708984, 'r2': 0.2174306535561138}","{'mse': 2698.472552893853, 'rmse': 51.94682428112284, 'mae': 38.43437872514107, 'mdae': 27.60423849029297, 'r2': 0.061563597818702576}",2239.8747632611044,47.26872094699205,36.4711942925697,28.535338879250002,0.20772258272496136,257.8380094154087,2.6322004332165805,1.1404115049617463,0.6596670790939815,0.08550064846536769
39,45.27518038250088,2024-07-10 17:48:30.257036,2024-07-10 17:48:47.628547,0 days 00:00:17.371511,0.15000000000000002,0.03221404796485073,2,48,COMPLETE,"{'mse': 2156.2771804354325, 'rmse': 46.43573172068501, 'mae': 36.734396467493205, 'mdae': 31.30493082443359, 'r2': 0.2782258859016721}","{'mse': 1935.690518491322, 'rmse': 43.99648302411594, 'mae': 34.86529998131705, 'mdae': 29.263996761289057, 'r2': 0.29450271619275215}","{'mse': 1967.4556999539636, 'rmse': 44.35601086610431, 'mae': 35.486580047296634, 'mdae': 31.210038991718747, 'r2': 0.29154898798292317}","{'mse': 1847.0804016352158, 'rmse': 42.97767329248078, 'mae': 33.09807225382375, 'mdae': 27.04681052280762, 'r2': 0.32894369702659454}","{'mse': 2362.9323925464937, 'rmse': 48.61000300911834, 'mae': 35.8869269774882, 'mdae': 24.677413622675786, 'r2': 0.17825298216171903}",2053.8872386124854,45.27518038250088,35.21425514548376,28.700638144584957,0.2742948538531322,206.27805912131353,2.248688491235874,1.3635869629540829,2.8424587622852457,0.05685959249779242
40,45.226988898192126,2024-07-10 17:48:47.629542,2024-07-10 17:49:05.390515,0 days 00:00:17.760973,0.35000000000000003,0.0049508612887092344,1,80,COMPLETE,"{'mse': 2341.1931542901566, 'rmse': 48.385877632736566, 'mae': 37.76858930010875, 'mdae': 30.5755055556543, 'r2': 0.21632866581205867}","{'mse': 2030.9868126936046, 'rmse': 45.06647104770469, 'mae': 35.551186621440834, 'mdae': 29.646024914970702, 'r2': 0.2597702648662834}","{'mse': 2003.3877969466473, 'rmse': 44.759220245069585, 'mae': 35.6242862220571, 'mdae': 29.81491184446289, 'r2': 0.27861038383597436}","{'mse': 1953.5034125786483, 'rmse': 44.198454866416405, 'mae': 34.71137849662448, 'mdae': 28.08444240299316, 'r2': 0.2902795261481781}","{'mse': 1911.8686901367582, 'rmse': 43.72492069903338, 'mae': 33.92523951870434, 'mdae': 26.95544730421875, 'r2': 0.3351175007909801}",2048.187973329163,45.226988898192126,35.5161360317871,29.015266404459965,0.27602126829069495,170.07578076824194,1.839649603854343,1.4374506199521526,1.4646606590473448,0.043386829900148784
41,43.860050071829384,2024-07-10 17:49:05.390515,2024-07-10 17:49:22.734986,0 days 00:00:17.344471,0.2,0.04433696876621911,1,64,COMPLETE,"{'mse': 2237.9845422909457, 'rmse': 47.30734131496871, 'mae': 36.25634357300337, 'mdae': 28.19702555250977, 'r2': 0.2508758498053547}","{'mse': 1892.6360687672707, 'rmse': 43.50443734571533, 'mae': 33.72143250747818, 'mdae': 26.790296604345702, 'r2': 0.31019468608461687}","{'mse': 1875.0003504966126, 'rmse': 43.30127423640801, 'mae': 34.02156194076542, 'mdae': 27.987764899843754, 'r2': 0.3248407596304299}","{'mse': 1882.5056446106732, 'rmse': 43.387851348167416, 'mae': 33.872626350062816, 'mdae': 28.469329960053713, 'r2': 0.31607347623815485}","{'mse': 1747.1853355485598, 'rmse': 41.799346113887474, 'mae': 31.620485066113158, 'mdae': 24.395934118808597, 'r2': 0.39238873544302844}",1927.0623883428125,43.860050071829384,33.89848988748459,27.16807022711231,0.31887470144031693,183.64998680500975,2.04890093691445,1.6428591644741986,1.6771536023693758,0.05036601135329673
42,44.222937541397854,2024-07-10 17:49:22.735984,2024-07-10 17:49:39.727898,0 days 00:00:16.991914,0.2,0.04422423501493062,1,64,COMPLETE,"{'mse': 2287.0259551837075, 'rmse': 47.82286017360011, 'mae': 36.62233520732134, 'mdae': 27.715730256806644, 'r2': 0.23446013912308727}","{'mse': 1911.715363113621, 'rmse': 43.72316734997158, 'mae': 33.99104728056824, 'mdae': 27.571890116367186, 'r2': 0.3032408935182307}","{'mse': 1861.8689889573218, 'rmse': 43.149379937112904, 'mae': 34.02059852241259, 'mdae': 28.29674550795899, 'r2': 0.32956916412354775}","{'mse': 1899.343419114116, 'rmse': 43.5814572853423, 'mae': 33.88957371967784, 'mdae': 28.17129321989258, 'r2': 0.30995620343369157}","{'mse': 1835.079076034756, 'rmse': 42.837822960962384, 'mae': 32.31121014412491, 'mdae': 23.554009325205072, 'r2': 0.3618223005509381}",1959.0065604807046,44.222937541397854,34.16695297482098,27.061933685246096,0.3078097401498991,185.86729156176696,2.0427786500036142,1.5493534983624941,1.984217581883216,0.046894762094784465
43,45.703824364650295,2024-07-10 17:49:39.728907,2024-07-10 17:49:57.323761,0 days 00:00:17.594854,0.25,0.05217051585927666,1,80,COMPLETE,"{'mse': 2195.874183805165, 'rmse': 46.86015561012538, 'mae': 36.4831211213714, 'mdae': 29.318437281494134, 'r2': 0.2649715175452042}","{'mse': 1891.5174948478295, 'rmse': 43.491579585568395, 'mae': 33.90403254455647, 'mdae': 27.560749304804688, 'r2': 0.31060237050232964}","{'mse': 1954.9456331792858, 'rmse': 44.214767139263394, 'mae': 34.20041525547053, 'mdae': 27.434679256982424, 'r2': 0.2960536736371563}","{'mse': 2057.2078089292645, 'rmse': 45.35645278159729, 'mae': 35.46957378885083, 'mdae': 29.606414587871093, 'r2': 0.25260304560324665}","{'mse': 2361.58741858509, 'rmse': 48.59616670669704, 'mae': 36.184906184546854, 'mdae': 26.5621675599414, 'r2': 0.17872071807550993}",2092.2265078693267,45.703824364650295,35.248409778959214,28.09648959821875,0.26059026507268934,189.50896857913273,2.0575915272851915,1.1571618086587805,1.3088338628276122,0.051343153901275126
44,45.418831128289774,2024-07-10 17:49:57.323761,2024-07-10 17:50:14.372348,0 days 00:00:17.048587,0.15000000000000002,0.07121324090078805,1,64,COMPLETE,"{'mse': 2210.6102398038456, 'rmse': 47.017127090070545, 'mae': 36.89799967320784, 'mdae': 30.34535297783203, 'r2': 0.2600388939195146}","{'mse': 1908.2783044154921, 'rmse': 43.68384489047973, 'mae': 34.35240737760346, 'mdae': 27.64114463664062, 'r2': 0.3044935914844872}","{'mse': 1964.338621531863, 'rmse': 44.32085989161157, 'mae': 35.023181068832805, 'mdae': 29.294807608408206, 'r2': 0.29267140073291564}","{'mse': 1974.1278713569113, 'rmse': 44.431158789265346, 'mae': 34.93387729071578, 'mdae': 28.97596239452149, 'r2': 0.2827865263598006}","{'mse': 2269.6806006536476, 'rmse': 47.64116498002171, 'mae': 35.49795403220245, 'mdae': 25.427897516562503, 'r2': 0.21068276396069796}",2065.407127552352,45.418831128289774,35.341083888512465,28.337033026792973,0.27013463529148324,162.82491225359735,1.7807675635267035,0.9608532226473989,1.891179657006999,0.03703026807026045
45,44.62892595727328,2024-07-10 17:50:14.373345,2024-07-10 17:50:34.522120,0 days 00:00:20.148775,0.05,0.028960680509044823,3,80,COMPLETE,"{'mse': 2289.711493783025, 'rmse': 47.85092991555154, 'mae': 36.495625791137755, 'mdae': 27.59103287643066, 'r2': 0.2335612044865819}","{'mse': 2314.396805284624, 'rmse': 48.10817815387134, 'mae': 35.59749814151366, 'mdae': 24.96922512312988, 'r2': 0.15647638701403577}","{'mse': 1961.4503553740242, 'rmse': 44.288264307534384, 'mae': 35.41025452512843, 'mdae': 29.576092874594725, 'r2': 0.2937114216505625}","{'mse': 1805.9734156958382, 'rmse': 42.49674594243468, 'mae': 32.30446166577517, 'mdae': 24.80253058189942, 'r2': 0.3438781319252797}","{'mse': 1632.2013267931363, 'rmse': 40.40051146697448, 'mae': 31.060799159798957, 'mdae': 24.97812756429687, 'r2': 0.432376238509941}",2000.7466793861295,44.62892595727328,34.173727856670794,26.38340180407031,0.2920006767172802,298.8241822890592,3.3551541109069065,2.352222949048625,2.1287023202946402,0.10509697946404235
46,51.12753403748381,2024-07-10 17:50:34.523129,2024-07-10 17:50:47.920568,0 days 00:00:13.397439,0.3,0.003048333080781307,1,32,COMPLETE,"{'mse': 5016.232966968955, 'rmse': 70.82536951523059, 'mae': 55.07050192461687, 'mdae': 41.42380790562255, 'r2': -0.679091695026756}","{'mse': 2233.3166470755664, 'rmse': 47.25797971851491, 'mae': 37.13558526220951, 'mdae': 30.73375905309082, 'r2': 0.18602751145294427}","{'mse': 2155.8831513593864, 'rmse': 46.43148879111445, 'mae': 37.03598419687837, 'mdae': 30.78827491308594, 'r2': 0.22369911535651843}","{'mse': 2097.199683383716, 'rmse': 45.7951927977568, 'mae': 36.314110426631196, 'mdae': 29.473486019335937, 'r2': 0.23807373794743347}","{'mse': 2054.5948903855765, 'rmse': 45.327639364802316, 'mae': 35.95352931017512, 'mdae': 29.535519259179686, 'r2': 0.2854822129631046}",2711.44546783464,51.12753403748381,40.30194222410221,32.39096943006299,0.05083817653864895,1290.1601293739202,11.035212451544279,8.27064313080169,5.088527586741247,0.4095942068476669
47,44.25357683001268,2024-07-10 17:50:47.921567,2024-07-10 17:51:07.795484,0 days 00:00:19.873917,0.25,0.0073427395690753815,2,96,COMPLETE,"{'mse': 2397.7568452699525, 'rmse': 48.9668954015869, 'mae': 36.94411374841188, 'mdae': 27.93605539370118, 'r2': 0.1973950109380459}","{'mse': 1929.131232995562, 'rmse': 43.92187647398005, 'mae': 34.31781260973992, 'mdae': 27.938019205361325, 'r2': 0.2968933659669638}","{'mse': 1898.8871263178337, 'rmse': 43.57622202896705, 'mae': 34.52643996276883, 'mdae': 29.46903956508789, 'r2': 0.316239493281833}","{'mse': 1828.6693140335854, 'rmse': 42.76294323399157, 'mae': 33.26247871761456, 'mdae': 27.36746859536133, 'r2': 0.3356325646951226}","{'mse': 1767.3571447329102, 'rmse': 42.03994701153785, 'mae': 31.903177695758504, 'mdae': 25.23276687011719, 'r2': 0.3853736705626579}",1964.3603326699686,44.25357683001268,34.190804546858736,27.588669925925785,0.3063068210889246,250.29116841374454,2.7343350243096562,1.8577216688005114,1.5311532254446363,0.0692109446336424
48,43.905259746138725,2024-07-10 17:51:07.796487,2024-07-10 17:51:23.213832,0 days 00:00:15.417345,0.2,0.02213561059002135,1,48,COMPLETE,"{'mse': 2242.257174262953, 'rmse': 47.352478016075914, 'mae': 36.57533854711393, 'mdae': 29.193271965898436, 'r2': 0.249445664862322}","{'mse': 1934.5087332277747, 'rmse': 43.98305052207924, 'mae': 34.85597707683883, 'mdae': 29.006722137031247, 'r2': 0.29493343912367076}","{'mse': 1874.6645972838578, 'rmse': 43.29739711904005, 'mae': 34.012284207658894, 'mdae': 27.873099145107425, 'r2': 0.32496165927933673}","{'mse': 1878.6047957511307, 'rmse': 43.34287479795417, 'mae': 32.918588426364785, 'mdae': 26.25599669685547, 'r2': 0.3174906799569671}","{'mse': 1726.4439069460027, 'rmse': 41.550498275544214, 'mae': 31.953751932672294, 'mdae': 25.773439748769533, 'r2': 0.3996018944625671}",1931.2958414943437,43.905259746138725,34.06318803812975,27.620505938732425,0.3172866675369727,190.16771043020114,2.128382049361348,1.7819816773681612,1.559850203850682,0.054627859576236795
49,43.91484948943527,2024-07-10 17:51:23.214832,2024-07-10 17:51:39.905178,0 days 00:00:16.690346,0.1,0.039176049524037124,1,64,COMPLETE,"{'mse': 2259.3514674141243, 'rmse': 47.53263581387134, 'mae': 36.60307828635401, 'mdae': 28.049283035986328, 'r2': 0.2437236647376292}","{'mse': 1906.9547833559293, 'rmse': 43.668693401061695, 'mae': 33.85179929173218, 'mdae': 26.913991022026366, 'r2': 0.30497597257984477}","{'mse': 1844.104419242875, 'rmse': 42.94303691220353, 'mae': 33.65403094018303, 'mdae': 27.81745614102051, 'r2': 0.335965916737872}","{'mse': 1865.6600399391934, 'rmse': 43.193286977714415, 'mae': 33.64715587731999, 'mdae': 27.765801822109374, 'r2': 0.3221935937935071}","{'mse': 1783.929901638153, 'rmse': 42.23659434232539, 'mae': 31.73485427346988, 'mdae': 24.168627845351565, 'r2': 0.3796102328920754}",1932.0001223180552,43.91484948943527,33.89818373381182,26.943031973298833,0.3172938761481857,188.30668040542454,2.087497496495955,1.7407775548727096,1.6096211436954915,0.04954868163213685
