number,value,datetime_start,datetime_complete,duration,params_dropout_rate,params_learning_rate,params_num_layers,params_num_units,state,fold_0,fold_1,fold_2,fold_3,fold_4,accuracy,balanced_accuracy,precision,recall,f1,accuracy_std,balanced_accuracy_std,precision_std,recall_std,f1_std
10,0.51176394274352,2024-07-10 16:14:31.241612,2024-07-10 16:14:55.040577,0 days 00:00:23.798965,0.2,0.0010862348973937142,4,64,COMPLETE,"{'accuracy': 0.5233050847457628, 'balanced_accuracy': 0.5405094614311107, 'precision': 0.5035769151948862, 'recall': 0.5233050847457628, 'f1': 0.4960439310136267}","{'accuracy': 0.5423728813559322, 'balanced_accuracy': 0.5593900956267789, 'precision': 0.5314150995888496, 'recall': 0.5423728813559322, 'f1': 0.5186837821172017}","{'accuracy': 0.5501412429378532, 'balanced_accuracy': 0.5771665079347704, 'precision': 0.5422947840649527, 'recall': 0.5501412429378532, 'f1': 0.5192899072456438}","{'accuracy': 0.5501412429378532, 'balanced_accuracy': 0.5804663425711966, 'precision': 0.5390798948941677, 'recall': 0.5501412429378532, 'f1': 0.5122034336594131}","{'accuracy': 0.5561837455830388, 'balanced_accuracy': 0.5867555445972598, 'precision': 0.5458585856416095, 'recall': 0.5561837455830388, 'f1': 0.5125986596817146}",0.544428839512088,0.5688575904322233,0.5324450558768932,0.544428839512088,0.51176394274352,0.012785547523492844,0.018824106056708482,0.016995524199801534,0.012785547523492844,0.009387930976323105
11,0.4797612967773587,2024-07-10 16:14:55.041578,2024-07-10 16:15:18.541519,0 days 00:00:23.499941,0.25,0.017707899738129217,2,96,COMPLETE,"{'accuracy': 0.518361581920904, 'balanced_accuracy': 0.5350201254751445, 'precision': 0.4941582331973588, 'recall': 0.518361581920904, 'f1': 0.47022934912069275}","{'accuracy': 0.4957627118644068, 'balanced_accuracy': 0.49224713807950965, 'precision': 0.4907140559042411, 'recall': 0.4957627118644068, 'f1': 0.48308747800311364}","{'accuracy': 0.4851694915254237, 'balanced_accuracy': 0.4830790456550799, 'precision': 0.47292209284304065, 'recall': 0.4851694915254237, 'f1': 0.4631562465158674}","{'accuracy': 0.5218926553672316, 'balanced_accuracy': 0.5295637264537771, 'precision': 0.5146130062716137, 'recall': 0.5218926553672316, 'f1': 0.5169099157130777}","{'accuracy': 0.48975265017667846, 'balanced_accuracy': 0.4837991866832631, 'precision': 0.49244494183113036, 'recall': 0.48975265017667846, 'f1': 0.46542349453404164}",0.502187818170929,0.5047418444693548,0.4929704660094769,0.502187818170929,0.4797612967773587,0.01684792330438128,0.0254798429218848,0.014808065106020245,0.01684792330438128,0.022154241489285752
12,0.5637938246117911,2024-07-10 16:15:18.541519,2024-07-10 16:15:41.752171,0 days 00:00:23.210652,0.2,0.004713495011870862,2,96,COMPLETE,"{'accuracy': 0.480225988700565, 'balanced_accuracy': 0.46249400689916564, 'precision': 0.48105494153487177, 'recall': 0.480225988700565, 'f1': 0.45351255405748603}","{'accuracy': 0.5416666666666666, 'balanced_accuracy': 0.5445802318739043, 'precision': 0.541104507674631, 'recall': 0.5416666666666666, 'f1': 0.5346668598240858}","{'accuracy': 0.5911016949152542, 'balanced_accuracy': 0.5963926279333339, 'precision': 0.5863998348551847, 'recall': 0.5911016949152542, 'f1': 0.5853609435220766}","{'accuracy': 0.6278248587570622, 'balanced_accuracy': 0.6458713636764836, 'precision': 0.6293446311632939, 'recall': 0.6278248587570622, 'f1': 0.615597143374759}","{'accuracy': 0.6409893992932862, 'balanced_accuracy': 0.6518664414807133, 'precision': 0.6426872078482744, 'recall': 0.6409893992932862, 'f1': 0.629831622280548}",0.5763617216665669,0.5802409343727202,0.5761182246152512,0.5763617216665669,0.5637938246117911,0.06612163791140314,0.0787947783106866,0.06639499144483749,0.06612163791140314,0.07162411236222023
13,0.578461084657993,2024-07-10 16:15:41.753174,2024-07-10 16:16:02.137315,0 days 00:00:20.384141,0.25,0.003388169849088656,1,64,COMPLETE,"{'accuracy': 0.507768361581921, 'balanced_accuracy': 0.5154736859376127, 'precision': 0.5057902421906912, 'recall': 0.507768361581921, 'f1': 0.5063109884217707}","{'accuracy': 0.5451977401129944, 'balanced_accuracy': 0.5468438338594517, 'precision': 0.5454070046009227, 'recall': 0.5451977401129944, 'f1': 0.5410819757394729}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6134950742078887, 'precision': 0.6051374729710923, 'recall': 0.6080508474576272, 'f1': 0.605188173586806}","{'accuracy': 0.6228813559322034, 'balanced_accuracy': 0.6322550134608772, 'precision': 0.6212941724826319, 'recall': 0.6228813559322034, 'f1': 0.6131811199062761}","{'accuracy': 0.6303886925795052, 'balanced_accuracy': 0.6374428563433137, 'precision': 0.6278421222821176, 'recall': 0.6303886925795052, 'f1': 0.6265431656356392}",0.5828573995328503,0.5891020927618287,0.5810942029054911,0.5828573995328502,0.578461084657993,0.05374119530420402,0.05477436505624645,0.05320654794679822,0.05374119530420402,0.052044545371802295
14,0.5778930322741409,2024-07-10 16:16:02.137315,2024-07-10 16:16:22.342134,0 days 00:00:20.204819,0.2,0.002909606553731064,1,64,COMPLETE,"{'accuracy': 0.5, 'balanced_accuracy': 0.5007899575884661, 'precision': 0.4998579541198454, 'recall': 0.5, 'f1': 0.4983784213913437}","{'accuracy': 0.5614406779661016, 'balanced_accuracy': 0.567090327862411, 'precision': 0.5587151687888938, 'recall': 0.5614406779661016, 'f1': 0.5547846424850127}","{'accuracy': 0.5995762711864406, 'balanced_accuracy': 0.5974519511436814, 'precision': 0.6005220605704721, 'recall': 0.5995762711864406, 'f1': 0.5990112206653337}","{'accuracy': 0.6080508474576272, 'balanced_accuracy': 0.6158057398172947, 'precision': 0.6052770819655123, 'recall': 0.6080508474576272, 'f1': 0.5989502984451589}","{'accuracy': 0.6409893992932862, 'balanced_accuracy': 0.6440615523606608, 'precision': 0.6395082029852495, 'recall': 0.6409893992932862, 'f1': 0.6383405783838559}",0.5820114391806912,0.5850399057545028,0.5807760936859946,0.5820114391806912,0.5778930322741409,0.05388414947663619,0.05478227655206703,0.05355859411844631,0.05388414947663619,0.05338507092975075
15,0.5500121245171536,2024-07-10 16:16:22.343131,2024-07-10 16:16:43.489166,0 days 00:00:21.146035,0.3,0.0013367085110797944,1,64,COMPLETE,"{'accuracy': 0.4964689265536723, 'balanced_accuracy': 0.5071722860613722, 'precision': 0.48959786730043037, 'recall': 0.4964689265536723, 'f1': 0.4907987084274967}","{'accuracy': 0.5494350282485876, 'balanced_accuracy': 0.559185367706153, 'precision': 0.544658553835796, 'recall': 0.5494350282485876, 'f1': 0.5439417081369353}","{'accuracy': 0.568502824858757, 'balanced_accuracy': 0.5764720360566523, 'precision': 0.5644282299769898, 'recall': 0.568502824858757, 'f1': 0.564832490464475}","{'accuracy': 0.5805084745762712, 'balanced_accuracy': 0.59710009610115, 'precision': 0.5743358459629605, 'recall': 0.5805084745762712, 'f1': 0.5708545337845903}","{'accuracy': 0.5901060070671378, 'balanced_accuracy': 0.6028198415563124, 'precision': 0.5864566269800858, 'recall': 0.5901060070671378, 'f1': 0.5796331817722711}",0.5570042522608852,0.568549925496328,0.5518954248112525,0.5570042522608851,0.5500121245171536,0.0370884436864085,0.038429184187495406,0.03804102514218341,0.0370884436864085,0.035617884916958734
16,0.5697717817742423,2024-07-10 16:16:43.489166,2024-07-10 16:17:03.220954,0 days 00:00:19.731788,0.2,0.0028462826356699072,1,48,COMPLETE,"{'accuracy': 0.507768361581921, 'balanced_accuracy': 0.5193949726067828, 'precision': 0.4983622763396108, 'recall': 0.507768361581921, 'f1': 0.4979589451072721}","{'accuracy': 0.5430790960451978, 'balanced_accuracy': 0.5482822045017879, 'precision': 0.5391812687448087, 'recall': 0.5430790960451978, 'f1': 0.534491911750397}","{'accuracy': 0.6024011299435028, 'balanced_accuracy': 0.6044928629612513, 'precision': 0.5992864776980499, 'recall': 0.6024011299435028, 'f1': 0.5987616036475628}","{'accuracy': 0.6038135593220338, 'balanced_accuracy': 0.6155718396553475, 'precision': 0.6010166270637318, 'recall': 0.6038135593220338, 'f1': 0.5944155500488075}","{'accuracy': 0.6254416961130742, 'balanced_accuracy': 0.6290310816597299, 'precision': 0.6235068516404941, 'recall': 0.6254416961130742, 'f1': 0.6232308983171723}",0.5765007686011459,0.5833545922769799,0.5722707002973391,0.5765007686011459,0.5697717817742423,0.04912530817065914,0.047148765972988706,0.05181382380954711,0.04912530817065914,0.05173817489925655
17,0.5561157139801232,2024-07-10 16:17:03.221954,2024-07-10 16:17:24.604007,0 days 00:00:21.382053,0.45,0.0016411972909609108,1,80,COMPLETE,"{'accuracy': 0.510593220338983, 'balanced_accuracy': 0.517649424146699, 'precision': 0.5034616492636506, 'recall': 0.510593220338983, 'f1': 0.5016733739248515}","{'accuracy': 0.5402542372881356, 'balanced_accuracy': 0.5507491362821875, 'precision': 0.5350446075605712, 'recall': 0.5402542372881356, 'f1': 0.5314429314716707}","{'accuracy': 0.5769774011299436, 'balanced_accuracy': 0.5805181261090145, 'precision': 0.5763080254618533, 'recall': 0.5769774011299436, 'f1': 0.5765606869006987}","{'accuracy': 0.5932203389830508, 'balanced_accuracy': 0.6069453044735847, 'precision': 0.5898833500775079, 'recall': 0.5932203389830508, 'f1': 0.5836280469072697}","{'accuracy': 0.5964664310954063, 'balanced_accuracy': 0.6075195631216715, 'precision': 0.5937522834859713, 'recall': 0.5964664310954063, 'f1': 0.5872735306961253}",0.5635023257671039,0.5726763108266314,0.5596899831699109,0.5635023257671039,0.5561157139801232,0.037051373998688526,0.038596209218595544,0.03910581513807888,0.037051373998688526,0.03781021525569658
18,0.5662413312991871,2024-07-10 16:17:24.604007,2024-07-10 16:17:44.126971,0 days 00:00:19.522964,0.15000000000000002,0.008299066367078858,1,48,COMPLETE,"{'accuracy': 0.4915254237288136, 'balanced_accuracy': 0.4880872676923132, 'precision': 0.4893570269349273, 'recall': 0.4915254237288136, 'f1': 0.48014023172790943}","{'accuracy': 0.5317796610169492, 'balanced_accuracy': 0.5263731505539381, 'precision': 0.5380376263427592, 'recall': 0.5317796610169492, 'f1': 0.527396667641089}","{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.5929183779329504, 'precision': 0.5948522908146994, 'recall': 0.5953389830508474, 'f1': 0.5909144115118914}","{'accuracy': 0.617231638418079, 'balanced_accuracy': 0.6205850889958948, 'precision': 0.6197185396601049, 'recall': 0.617231638418079, 'f1': 0.6077721295811249}","{'accuracy': 0.6296819787985866, 'balanced_accuracy': 0.6298827226037159, 'precision': 0.6284686691618092, 'recall': 0.6296819787985866, 'f1': 0.6249832160339204}",0.5731115370026552,0.5715693215557625,0.57408683058286,0.5731115370026553,0.5662413312991871,0.059172365685658826,0.06178739272336822,0.059054056447756076,0.059172365685658826,0.06063514731036794
19,0.572487327072386,2024-07-10 16:17:44.126971,2024-07-10 16:18:03.742912,0 days 00:00:19.615941,0.3,0.0036692979910585457,1,48,COMPLETE,"{'accuracy': 0.5169491525423728, 'balanced_accuracy': 0.5287823790724991, 'precision': 0.5075772348844445, 'recall': 0.5169491525423728, 'f1': 0.5070917170685633}","{'accuracy': 0.536723163841808, 'balanced_accuracy': 0.5398669284381189, 'precision': 0.5337890475665833, 'recall': 0.536723163841808, 'f1': 0.530320479222387}","{'accuracy': 0.5875706214689266, 'balanced_accuracy': 0.590576758546072, 'precision': 0.5848592127631369, 'recall': 0.5875706214689266, 'f1': 0.5853186316412086}","{'accuracy': 0.614406779661017, 'balanced_accuracy': 0.624584049319161, 'precision': 0.6127234396409625, 'recall': 0.614406779661017, 'f1': 0.6063622238926218}","{'accuracy': 0.6367491166077739, 'balanced_accuracy': 0.6403301704312293, 'precision': 0.6345788196259657, 'recall': 0.6367491166077739, 'f1': 0.6333435835371491}",0.5784797668243796,0.5848280571614161,0.5747055508962186,0.5784797668243795,0.572487327072386,0.050740371993800326,0.0496404376138829,0.05318278875162673,0.050740371993800326,0.052607660629896816
20,0.47550266802212554,2024-07-10 16:18:03.743910,2024-07-10 16:18:22.654445,0 days 00:00:18.910535,0.35000000000000003,0.023895253706027922,1,64,COMPLETE,"{'accuracy': 0.4555084745762712, 'balanced_accuracy': 0.4269484141961685, 'precision': 0.4992659455322192, 'recall': 0.4555084745762712, 'f1': 0.4158207912949975}","{'accuracy': 0.5112994350282486, 'balanced_accuracy': 0.5252454546964148, 'precision': 0.5071441626016665, 'recall': 0.5112994350282486, 'f1': 0.47950116629889994}","{'accuracy': 0.4922316384180791, 'balanced_accuracy': 0.4730940048737012, 'precision': 0.504513325836518, 'recall': 0.4922316384180791, 'f1': 0.46691519866327935}","{'accuracy': 0.548728813559322, 'balanced_accuracy': 0.538738981380693, 'precision': 0.5592403435492141, 'recall': 0.548728813559322, 'f1': 0.5453166891777825}","{'accuracy': 0.496113074204947, 'balanced_accuracy': 0.4673017579769219, 'precision': 0.5361121830200709, 'recall': 0.496113074204947, 'f1': 0.46995949467566805}",0.5007762871573735,0.48626572262477985,0.5212551921079377,0.5007762871573735,0.47550266802212554,0.03374208374729279,0.045619435495564145,0.025624890799399617,0.03374208374729279,0.04625036040076336
21,0.57086758049724,2024-07-10 16:18:22.655446,2024-07-10 16:18:40.752874,0 days 00:00:18.097428,0.3,0.0031724412646823496,1,48,COMPLETE,"{'accuracy': 0.5141242937853108, 'balanced_accuracy': 0.5265853020927385, 'precision': 0.5042911457244166, 'recall': 0.5141242937853108, 'f1': 0.5034620262481413}","{'accuracy': 0.5586158192090396, 'balanced_accuracy': 0.5641825369476715, 'precision': 0.5567529209569324, 'recall': 0.5586158192090396, 'f1': 0.5546863013247}","{'accuracy': 0.5995762711864406, 'balanced_accuracy': 0.6076645228473715, 'precision': 0.5970438424278256, 'recall': 0.5995762711864406, 'f1': 0.5950412811157908}","{'accuracy': 0.6016949152542372, 'balanced_accuracy': 0.6146555648737498, 'precision': 0.6009764298773023, 'recall': 0.6016949152542372, 'f1': 0.5890921113382811}","{'accuracy': 0.6148409893992933, 'balanced_accuracy': 0.6180970296843776, 'precision': 0.6128591942171342, 'recall': 0.6148409893992933, 'f1': 0.6120561824592861}",0.5777704577668643,0.5862369912891818,0.5743847066407223,0.5777704577668643,0.57086758049724,0.04135163796124985,0.03976977325838341,0.044510755784146386,0.04135163796124985,0.043064906817637236
22,0.5673524026302624,2024-07-10 16:18:40.752874,2024-07-10 16:18:58.713944,0 days 00:00:17.961070,0.25,0.005515962469314945,1,48,COMPLETE,"{'accuracy': 0.5169491525423728, 'balanced_accuracy': 0.5294597825782872, 'precision': 0.5047238639900857, 'recall': 0.5169491525423728, 'f1': 0.49948102146401624}","{'accuracy': 0.536723163841808, 'balanced_accuracy': 0.5384408170120825, 'precision': 0.5361196145251567, 'recall': 0.536723163841808, 'f1': 0.5306509984457022}","{'accuracy': 0.588276836158192, 'balanced_accuracy': 0.5960632883347049, 'precision': 0.584943314569751, 'recall': 0.588276836158192, 'f1': 0.5826323471503247}","{'accuracy': 0.6151129943502824, 'balanced_accuracy': 0.6241982789845156, 'precision': 0.6133373079131796, 'recall': 0.6151129943502824, 'f1': 0.6053156967422431}","{'accuracy': 0.6261484098939929, 'balanced_accuracy': 0.6311129093003786, 'precision': 0.6254323163027135, 'recall': 0.6261484098939929, 'f1': 0.6186819493490261}",0.5766421113573296,0.5838550152419938,0.5729112834601773,0.5766421113573296,0.5673524026302624,0.04801828026148375,0.04751636599515704,0.05133381729804837,0.04801828026148375,0.05065305573520467
23,0.5768642272153464,2024-07-10 16:18:58.714949,2024-07-10 16:19:18.790528,0 days 00:00:20.075579,0.3,0.0017845284229706096,1,80,COMPLETE,"{'accuracy': 0.5084745762711864, 'balanced_accuracy': 0.516625929975092, 'precision': 0.5041281559246127, 'recall': 0.5084745762711864, 'f1': 0.50466560635445}","{'accuracy': 0.5508474576271186, 'balanced_accuracy': 0.5583292486907064, 'precision': 0.546823282325436, 'recall': 0.5508474576271186, 'f1': 0.5463739589919516}","{'accuracy': 0.5953389830508474, 'balanced_accuracy': 0.6004619341451162, 'precision': 0.5934983012874695, 'recall': 0.5953389830508474, 'f1': 0.5938400792981974}","{'accuracy': 0.6207627118644068, 'balanced_accuracy': 0.6329766843389765, 'precision': 0.6184511513879098, 'recall': 0.6207627118644068, 'f1': 0.6124413521326213}","{'accuracy': 0.6325088339222615, 'balanced_accuracy': 0.6432124103747765, 'precision': 0.6316128761354256, 'recall': 0.6325088339222615, 'f1': 0.6270001392995118}",0.5815865125471642,0.5903212415049335,0.5789027534121707,0.5815865125471641,0.5768642272153464,0.05149570995609223,0.05285423999244325,0.052857818088621354,0.05149570995609223,0.05052182291440849
24,0.5670655629391937,2024-07-10 16:19:18.791530,2024-07-10 16:19:40.169173,0 days 00:00:21.377643,0.15000000000000002,0.0016744519110010383,2,80,COMPLETE,"{'accuracy': 0.4985875706214689, 'balanced_accuracy': 0.5063899801541499, 'precision': 0.48422483066509253, 'recall': 0.4985875706214689, 'f1': 0.48325389518418216}","{'accuracy': 0.559322033898305, 'balanced_accuracy': 0.5642610336119748, 'precision': 0.555778951017893, 'recall': 0.559322033898305, 'f1': 0.5527820768388887}","{'accuracy': 0.5896892655367232, 'balanced_accuracy': 0.6002854794345813, 'precision': 0.5866442936607243, 'recall': 0.5896892655367232, 'f1': 0.5817813900477812}","{'accuracy': 0.6129943502824858, 'balanced_accuracy': 0.6321743815974018, 'precision': 0.6168856928554008, 'recall': 0.6129943502824858, 'f1': 0.5929881531620163}","{'accuracy': 0.6332155477031802, 'balanced_accuracy': 0.6446419436654837, 'precision': 0.6330468707848066, 'recall': 0.6332155477031802, 'f1': 0.6245222994631006}",0.5787617536084326,0.5895505636927183,0.5753161277967835,0.5787617536084326,0.5670655629391937,0.052588732641460294,0.055951611688672936,0.05888234127600647,0.052588732641460294,0.0534280508028833
25,0.5627488583716456,2024-07-10 16:19:40.170175,2024-07-10 16:20:01.104488,0 days 00:00:20.934313,0.4,0.0020649690373918854,1,80,COMPLETE,"{'accuracy': 0.4957627118644068, 'balanced_accuracy': 0.5062225091453952, 'precision': 0.4836883580291146, 'recall': 0.4957627118644068, 'f1': 0.4838615059149301}","{'accuracy': 0.5543785310734464, 'balanced_accuracy': 0.5621987881799393, 'precision': 0.5499569575434438, 'recall': 0.5543785310734464, 'f1': 0.5468325993582038}","{'accuracy': 0.5769774011299436, 'balanced_accuracy': 0.5832084803712131, 'precision': 0.5744106086757649, 'recall': 0.5769774011299436, 'f1': 0.5749207912172569}","{'accuracy': 0.5981638418079096, 'balanced_accuracy': 0.6117645250262002, 'precision': 0.5939295162542282, 'recall': 0.5981638418079096, 'f1': 0.5902200192430777}","{'accuracy': 0.6240282685512367, 'balanced_accuracy': 0.634218414910412, 'precision': 0.6219583994087307, 'recall': 0.6240282685512367, 'f1': 0.617909376124759}",0.5698621508853886,0.5795225435266319,0.5647887679822564,0.5698621508853886,0.5627488583716456,0.04877512210085184,0.049289393857792296,0.05245805200605797,0.04877512210085184,0.05104420884445839
26,0.541140574688832,2024-07-10 16:20:01.104488,2024-07-10 16:20:21.460326,0 days 00:00:20.355838,0.2,0.0010377226166908176,2,64,COMPLETE,"{'accuracy': 0.530367231638418, 'balanced_accuracy': 0.5475924756744626, 'precision': 0.5171017181188605, 'recall': 0.530367231638418, 'f1': 0.5133199483574317}","{'accuracy': 0.5515536723163842, 'balanced_accuracy': 0.568626302887958, 'precision': 0.5470892844798477, 'recall': 0.5515536723163842, 'f1': 0.5306057136554252}","{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.583252298227909, 'precision': 0.5565121996716554, 'recall': 0.5628531073446328, 'f1': 0.5493320621444275}","{'accuracy': 0.576271186440678, 'balanced_accuracy': 0.601077909358931, 'precision': 0.5694314004663423, 'recall': 0.576271186440678, 'f1': 0.5580398402583825}","{'accuracy': 0.5738515901060071, 'balanced_accuracy': 0.5947816113949335, 'precision': 0.5692544520990853, 'recall': 0.5738515901060071, 'f1': 0.5544053090284937}",0.558979357569224,0.5790661195088388,0.5518778109671583,0.5589793575692241,0.541140574688832,0.018768265339562017,0.02149767253207492,0.021586224425030394,0.018768265339562017,0.018798998424728465
27,0.583726935895573,2024-07-10 16:20:21.460326,2024-07-10 16:20:45.527813,0 days 00:00:24.067487,0.25,0.0025620545992487485,1,112,COMPLETE,"{'accuracy': 0.5, 'balanced_accuracy': 0.5113548933450165, 'precision': 0.4910274453197109, 'recall': 0.5, 'f1': 0.4911522490230896}","{'accuracy': 0.5635593220338984, 'balanced_accuracy': 0.5677101900641924, 'precision': 0.5624129534367945, 'recall': 0.5635593220338984, 'f1': 0.5590947004836959}","{'accuracy': 0.605225988700565, 'balanced_accuracy': 0.6089100413750037, 'precision': 0.6024900412576124, 'recall': 0.605225988700565, 'f1': 0.6021203806611373}","{'accuracy': 0.6412429378531074, 'balanced_accuracy': 0.650319112457331, 'precision': 0.6413062356438194, 'recall': 0.6412429378531074, 'f1': 0.6346844352106543}","{'accuracy': 0.6381625441696113, 'balanced_accuracy': 0.6409115129309796, 'precision': 0.6397735279930343, 'recall': 0.6381625441696113, 'f1': 0.6315829140992876}",0.5896381585514364,0.5958411500345047,0.5874020407301943,0.5896381585514364,0.583726935895573,0.059109548462483015,0.05722600021075644,0.06282634756138303,0.059109548462483015,0.0600041662460809
28,0.4859092408529319,2024-07-10 16:20:45.528813,2024-07-10 16:21:12.486931,0 days 00:00:26.958118,0.25,0.007336538861985166,3,112,COMPLETE,"{'accuracy': 0.5155367231638418, 'balanced_accuracy': 0.5442545809475292, 'precision': 0.4803494344963299, 'recall': 0.5155367231638418, 'f1': 0.43920599012691647}","{'accuracy': 0.5176553672316384, 'balanced_accuracy': 0.5349522981961784, 'precision': 0.49874831308193185, 'recall': 0.5176553672316384, 'f1': 0.4857364766794386}","{'accuracy': 0.4992937853107345, 'balanced_accuracy': 0.4975487748240371, 'precision': 0.48717882271110396, 'recall': 0.4992937853107345, 'f1': 0.4769677267237242}","{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.5898472839446826, 'precision': 0.5515634914034263, 'recall': 0.5628531073446328, 'f1': 0.5284224476659316}","{'accuracy': 0.5342756183745583, 'balanced_accuracy': 0.5505090024683906, 'precision': 0.5105831746675107, 'recall': 0.5342756183745583, 'f1': 0.49921356306864856}",0.5259229202850811,0.5434223880761636,0.5056846472720605,0.5259229202850811,0.4859092408529319,0.02407770044689761,0.03309952575303309,0.028112787084099863,0.02407770044689761,0.03257894985225898
29,0.436651268037015,2024-07-10 16:21:12.487930,2024-07-10 16:21:38.559850,0 days 00:00:26.071920,0.4,0.012360206893134027,2,128,COMPLETE,"{'accuracy': 0.4548022598870056, 'balanced_accuracy': 0.42717361821411887, 'precision': 0.44592932502432847, 'recall': 0.4548022598870056, 'f1': 0.40035419074669115}","{'accuracy': 0.4837570621468927, 'balanced_accuracy': 0.48820751311937766, 'precision': 0.47225188210355284, 'recall': 0.4837570621468927, 'f1': 0.4635666130808879}","{'accuracy': 0.4625706214689266, 'balanced_accuracy': 0.4229928585718635, 'precision': 0.46496756002747147, 'recall': 0.4625706214689266, 'f1': 0.39123602373439487}","{'accuracy': 0.5176553672316384, 'balanced_accuracy': 0.5332391413024836, 'precision': 0.5067950247460637, 'recall': 0.5176553672316384, 'f1': 0.508820433672139}","{'accuracy': 0.4628975265017668, 'balanced_accuracy': 0.43895389212508934, 'precision': 0.46121363514443314, 'recall': 0.4628975265017668, 'f1': 0.4192790789509615}",0.47633656744724606,0.4621134046665866,0.47023148540917,0.47633656744724606,0.436651268037015,0.025476177350230018,0.04750616205609062,0.02258650008763595,0.025476177350230018,0.049027133956179594
30,0.5912137338492035,2024-07-10 16:21:38.559850,2024-07-10 16:22:02.193863,0 days 00:00:23.634013,0.1,0.002802457524809722,1,112,COMPLETE,"{'accuracy': 0.5035310734463276, 'balanced_accuracy': 0.511628185618007, 'precision': 0.49584826747131094, 'recall': 0.5035310734463276, 'f1': 0.4946034043595385}","{'accuracy': 0.5628531073446328, 'balanced_accuracy': 0.5666924900166548, 'precision': 0.563082217486543, 'recall': 0.5628531073446328, 'f1': 0.5590241339565982}","{'accuracy': 0.6299435028248588, 'balanced_accuracy': 0.6302218444175688, 'precision': 0.6288068876857262, 'recall': 0.6299435028248588, 'f1': 0.6282979914696187}","{'accuracy': 0.6412429378531074, 'balanced_accuracy': 0.6514940933912584, 'precision': 0.6445917630880139, 'recall': 0.6412429378531074, 'f1': 0.6306436783255055}","{'accuracy': 0.6508833922261484, 'balanced_accuracy': 0.6561575436252048, 'precision': 0.6520549963892117, 'recall': 0.6508833922261484, 'f1': 0.6434994611347565}",0.5976908027390151,0.6032388314137387,0.5968768264241612,0.597690802739015,0.5912137338492035,0.06294083800092387,0.06242032700576615,0.06650135290170957,0.06294083800092387,0.06331170126404057
31,0.5861808117477809,2024-07-10 16:22:02.194861,2024-07-10 16:22:26.546232,0 days 00:00:24.351371,0.1,0.002942159264547991,1,112,COMPLETE,"{'accuracy': 0.4950564971751412, 'balanced_accuracy': 0.5040584550370419, 'precision': 0.4845197955986851, 'recall': 0.4950564971751412, 'f1': 0.48335083127335093}","{'accuracy': 0.5480225988700564, 'balanced_accuracy': 0.5499694448371096, 'precision': 0.5497666838531708, 'recall': 0.5480225988700564, 'f1': 0.5431564105068017}","{'accuracy': 0.6214689265536724, 'balanced_accuracy': 0.6222437983106991, 'precision': 0.6199396753485458, 'recall': 0.6214689265536724, 'f1': 0.6188831198392389}","{'accuracy': 0.643361581920904, 'balanced_accuracy': 0.6513759170581287, 'precision': 0.6465988835952222, 'recall': 0.643361581920904, 'f1': 0.6346746676631446}","{'accuracy': 0.657243816254417, 'balanced_accuracy': 0.656112002268073, 'precision': 0.6586431834355655, 'recall': 0.657243816254417, 'f1': 0.6508390294563678}",0.5930306841548382,0.5967519235022105,0.5918936443662378,0.5930306841548383,0.5861808117477809,0.06908315331910846,0.0669662502879097,0.0733801202986127,0.06908315331910846,0.07075818701715043
32,0.590732667025288,2024-07-10 16:22:26.547237,2024-07-10 16:22:51.129178,0 days 00:00:24.581941,0.05,0.0024875104218966405,1,112,COMPLETE,"{'accuracy': 0.5056497175141242, 'balanced_accuracy': 0.5123992470243256, 'precision': 0.49896640360422095, 'recall': 0.5056497175141242, 'f1': 0.497975852470273}","{'accuracy': 0.5607344632768362, 'balanced_accuracy': 0.5638631957662187, 'precision': 0.5613448974509699, 'recall': 0.5607344632768362, 'f1': 0.5569260817074502}","{'accuracy': 0.6278248587570622, 'balanced_accuracy': 0.6306757295889635, 'precision': 0.6259208822840205, 'recall': 0.6278248587570622, 'f1': 0.6245640009086028}","{'accuracy': 0.6461864406779662, 'balanced_accuracy': 0.6547586443571538, 'precision': 0.6501319435009609, 'recall': 0.6461864406779662, 'f1': 0.6373500738650798}","{'accuracy': 0.6445229681978799, 'balanced_accuracy': 0.6480950596503122, 'precision': 0.6471740481855481, 'recall': 0.6445229681978799, 'f1': 0.6368473261750343}",0.5969836896847738,0.6019583752773948,0.5967076350051441,0.5969836896847738,0.590732667025288,0.06182227006555395,0.06167095883378934,0.06530371531777968,0.06182227006555395,0.06162591869200401
